Name,dollar_value,system
Nathan Landry,1.0,steamer
Jose Luis Reyes,1.0,steamer
Xavier Meachem,1.0,steamer
Josh Wolf,1.0,steamer
Nick Pogue,1.0,steamer
Moises Diaz,1.0,steamer
Teofilo Mendez,1.0,steamer
Miguelangel Boadas,1.0,steamer
Ty Weatherly,1.0,steamer
Michael Sansone,1.0,steamer
Drew Conover,1.0,steamer
Ethan Chenault,1.0,steamer
Xander Hamilton,1.0,steamer
Joel Condreay,1.0,steamer
Liam Sullivan,1.0,steamer
Anthony Flores,1.0,steamer
Justin Lange,1.0,steamer
Jace Kaminska,1.0,steamer
Dawil Almonte,1.0,steamer
Alfred Morillo,1.0,steamer
Niklas Rimmel,1.0,steamer
Yorman Galindez,1.0,steamer
Zach Fogell,1.0,steamer
Zack Matthews,1.0,steamer
Tyler Gough,1.0,steamer
Yehizon Sanchez,1.0,steamer
Connor Fenlong,1.0,steamer
Carson Carter,1.0,steamer
Evan Johnson,1.0,steamer
Isaiah Lowe,1.0,steamer
Rayner Castillo,1.0,steamer
Harrison Durow,1.0,steamer
Luis Carrasco,1.0,steamer
Cole Duensing,1.0,steamer
Alan Mundo,1.0,steamer
Gabriel Cotto,1.0,steamer
Joel Hurtado,1.0,steamer
Josh Mollerus,1.0,steamer
Brock Bell,1.0,steamer
Danny Wilkinson,1.0,steamer
Juan Mercedes,1.0,steamer
Aneury Lora,1.0,steamer
Alex Clemmey,1.0,steamer
Collin Sullivan,1.0,steamer
Julian Smith,1.0,steamer
Esmerlin Vinicio,1.0,steamer
Darvin Garcia,1.0,steamer
John Wilson,1.0,steamer
Steven Fulgencio,1.0,steamer
Sergio Umana,1.0,steamer
Chazz Martinez,1.0,steamer
Isaac Stebens,1.0,steamer
Gerelmi Maldonado,1.0,steamer
Jackson Humphries,1.0,steamer
Cade Kuehler,1.0,steamer
Graham Hoffman,1.0,steamer
Trevor Holloway,1.0,steamer
Deylen Miley,1.0,steamer
Bryant Salgado,1.0,steamer
Bayden Root,1.0,steamer
Tyler Wehrle,1.0,steamer
Ruben Ramirez,1.0,steamer
Nate Jones,1.0,steamer
Destin Dotson,1.0,steamer
Gregori Louis,1.0,steamer
Tanner McDougal,1.0,steamer
Jonatan Bernal,1.0,steamer
Jordano Perez,1.0,steamer
Magdiel Cotto,1.0,steamer
Irv Carter,1.0,steamer
Giomar Diaz,1.0,steamer
Tyler Ras,1.0,steamer
Juan Mendez,1.0,steamer
Abel Adames,1.0,steamer
Erik Tolman,1.0,steamer
Carter Spivey,1.0,steamer
Ty Madrigal,1.0,steamer
Rafael Ohashi,1.0,steamer
Deivy Cruz,1.0,steamer
Joe Joe Rodriguez,1.0,steamer
Santiago Florez,1.0,steamer
Alejandro Manzano,1.0,steamer
Nathanael Perez Lopez,1.0,steamer
Joseph Hernandez,1.0,steamer
Davis Schwab,1.0,steamer
Henry Lalane,1.0,steamer
Jose Alcantara,1.0,steamer
Sam Jacobsak,1.0,steamer
Jacob Steinmetz,1.0,steamer
Jesus Luna,1.0,steamer
Cristhian Tortosa,1.0,steamer
Luis Barroso,1.0,steamer
Zane Russell,1.0,steamer
Junior Cerda,1.0,steamer
Franklin De La Paz,1.0,steamer
Adrian Florencio,1.0,steamer
Patrick Maybach,1.0,steamer
Leonard Garcia,1.0,steamer
Landon Tomkins,1.0,steamer
Max Gieg,1.0,steamer
Tyler Gillies,1.0,steamer
Irving Cota,1.0,steamer
Pierce Banks,1.0,steamer
Over Galue,1.0,steamer
Brody Jessee,1.0,steamer
Brendan McGuigan,1.0,steamer
Will Schomberg,1.0,steamer
Chase Antle,1.0,steamer
Pablo Aldonis,1.0,steamer
Yanquiel Sanchez,1.0,steamer
Ryan Vanderhei,1.0,steamer
Brayan Palencia,1.0,steamer
Hunter Perdue,1.0,steamer
Manuel Medina,1.0,steamer
Vince Reilly,1.0,steamer
Tyler Morgan,1.0,steamer
Carson Hobbs,1.0,steamer
Logan Martin,1.0,steamer
Carlos Campos,1.0,steamer
Sean Linan,1.0,steamer
Mason Green,1.0,steamer
Davis Polo,1.0,steamer
Jhonatan Munoz,1.0,steamer
Cade Halemanu,1.0,steamer
Peter Heubeck,1.0,steamer
Mauricio Estrella,1.0,steamer
J.P. Massey,1.0,steamer
Eduardo Rivera,1.0,steamer
Jackson Fristoe,1.0,steamer
Luis Arejula,1.0,steamer
Rainiery Rodriguez,1.0,steamer
Leam Mendez,1.0,steamer
Joey Stock,1.0,steamer
Allan Hernandez,1.0,steamer
Caden Grice,1.0,steamer
Bryan Lucas,1.0,steamer
Ben Hernandez,1.0,steamer
Yaqui Rivera,1.0,steamer
Manuel Rodriguez,1.0,steamer
Sadrac Franco,1.0,steamer
Josh Timmerman,1.0,steamer
Wyatt Wendell,1.0,steamer
Luis A. Rodriguez,1.0,steamer
Adel Dilone,1.0,steamer
Preston Johnson,1.0,steamer
Emmanuel Reyes,1.0,steamer
Diego Granado,1.0,steamer
Benjamin Dum,1.0,steamer
Nate Tellier,1.0,steamer
Marc Davis,1.0,steamer
Delvin Capellan,1.0,steamer
Matthew Swain,1.0,steamer
Cam Tullar,1.0,steamer
Kyle Scott,1.0,steamer
Thomas Farr,1.0,steamer
Alex Martinez,1.0,steamer
Jonathan Petit,1.0,steamer
Jefrem Leon,1.0,steamer
Cole Kirschsieper,1.0,steamer
Sean Mullen,1.0,steamer
Liam Simon,1.0,steamer
Ryan Cardona,1.0,steamer
Drew Dowd,1.0,steamer
Bubba Hall,1.0,steamer
Karl Kauffmann,1.0,steamer
Carson Jacobs,1.0,steamer
Amilcar Chirinos,1.0,steamer
Joan Gonzalez,1.0,steamer
Jorge Ramos,1.0,steamer
Keyner Benitez,1.0,steamer
Gabriel Jaramillo,1.0,steamer
Alex McFarlane,1.0,steamer
Marcus Olivarez,1.0,steamer
Jorge Minyety,1.0,steamer
Brandon White,1.0,steamer
Mark Simon,1.0,steamer
Tyler Schlaffer,1.0,steamer
Joe DeMers,1.0,steamer
Trevor Harrison,1.0,steamer
Connor Housley,1.0,steamer
Blake Pivaroff,1.0,steamer
Ian Koenig,1.0,steamer
Kumar Nambiar,1.0,steamer
Charlee Soto,1.0,steamer
Kevin Rodriguez,1.0,steamer
Saul Gonzalez,1.0,steamer
Eiker Huizi,1.0,steamer
Wilton Castillo,1.0,steamer
Isaiah Coupet,1.0,steamer
Erubiel Armenta,1.0,steamer
Jesus Valles,1.0,steamer
Luis Valdez,1.0,steamer
Brayan Romero,1.0,steamer
Alex Garbrick,1.0,steamer
Patrick Copen,1.0,steamer
Cade Austin,1.0,steamer
Zack Hess,1.0,steamer
Israel Puello,1.0,steamer
Tyler Ahearn,1.0,steamer
Casey Steward,1.0,steamer
Riley Cornelio,1.0,steamer
Yeury Gervacio,1.0,steamer
Jason Franks,1.0,steamer
Quinton Martinez,1.0,steamer
Anderson Brito,1.0,steamer
Joey Matulovich,1.0,steamer
Erian Rodriguez,1.0,steamer
Josh Knoth,1.0,steamer
Erick Rodriguez,1.0,steamer
Ronny Chalas,1.0,steamer
Dylan Simmons,1.0,steamer
Alberto Mota,1.0,steamer
Chris Mauloni,1.0,steamer
Tyrone Yulie,1.0,steamer
Miguel Guerrero,1.0,steamer
Matt Mikulski,1.0,steamer
Joel Díaz,1.0,steamer
Angel Hernandez,1.0,steamer
Luis Torres,1.0,steamer
Armando Vasquez,1.0,steamer
Mason Albright,1.0,steamer
Christian Zazueta,1.0,steamer
Yunior Tur,1.0,steamer
R.J. Freure,1.0,steamer
Nelfy Ynfante,1.0,steamer
Jose Romero,1.0,steamer
Jacob Bresnahan,1.0,steamer
Hugo Beltran,1.0,steamer
Jason Savacool,1.0,steamer
Jacinto Arredondo,1.0,steamer
Ryan Birchard,1.0,steamer
Matt Duffy,1.0,steamer
Ben Thompson,1.0,steamer
Alex Ayala Jr.,1.0,steamer
Yensy Bello,1.0,steamer
Jeremy Wu-Yelland,1.0,steamer
Keegan Collett,1.0,steamer
Jean Correa,1.0,steamer
Denny Roman,1.0,steamer
Jake Bockenstedt,1.0,steamer
Jackson Finley,1.0,steamer
Yeury Tatiz,1.0,steamer
Wellington Diaz,1.0,steamer
Moises Brito,1.0,steamer
Holt Jones,1.0,steamer
Jeral Vizcaino,1.0,steamer
Wyatt Hudepohl,1.0,steamer
Jervis Alfaro,1.0,steamer
Josh Harlow,1.0,steamer
Ulices Campos,1.0,steamer
Daiveyon Whittle,1.0,steamer
Bryan Caceres,1.0,steamer
Roque Gutierrez,1.0,steamer
Oswald Medina,1.0,steamer
Maddux Bruns,1.0,steamer
Estarlin Rodriguez,1.0,steamer
Garrett Apker,1.0,steamer
Nolan Martinez,1.0,steamer
Zach Pettway,1.0,steamer
Reibyn Corona,1.0,steamer
Chris Clark,1.0,steamer
Enniel Cortez,1.0,steamer
Jared Lyons,1.0,steamer
Ricardo Brizuela,1.0,steamer
Colin Schmid,1.0,steamer
Diomede Sierra,1.0,steamer
Maceo Campbell,1.0,steamer
Carlos Lequerica,1.0,steamer
Will Varmette,1.0,steamer
Bryce Hubbart,1.0,steamer
Grayson Moore,1.0,steamer
Jake Stevenson,1.0,steamer
Luke Savage,1.0,steamer
Austin Amaral,1.0,steamer
Sam Weatherly,1.0,steamer
Troy Stainbrook,1.0,steamer
Stiven Cruz,1.0,steamer
Jake Eddington,1.0,steamer
Starlyn Castillo,1.0,steamer
Ashton Izzi,1.0,steamer
Andrew Shaps,1.0,steamer
Carlos Rey,1.0,steamer
Jonah Hurney,1.0,steamer
Brailin Rodriguez,1.0,steamer
Blaze Pontes,1.0,steamer
Carlos Lomeli,1.0,steamer
Marques Johnson,1.0,steamer
Austin Lambright,1.0,steamer
Eccel Correa,1.0,steamer
Eliazar Dishmey,1.0,steamer
Conor Grady,1.0,steamer
Jake Schrand,1.0,steamer
Melvin Hernandez,1.0,steamer
Chris Kean,1.0,steamer
Yujanyer Herrera,1.0,steamer
Conor Steinbaugh,1.0,steamer
Payton Martin,1.0,steamer
Leury Tejada,1.0,steamer
Lucas Gordon,1.0,steamer
Kobe Robinson,1.0,steamer
Tanner Propst,1.0,steamer
Matthew Peguero,1.0,steamer
Keegan James,1.0,steamer
Julio  Marte,1.0,steamer
Jose Chirinos,1.0,steamer
Connor Oliver,1.0,steamer
Sam Ryan,1.0,steamer
Jose Geraldo,1.0,steamer
Franyelson Rodriguez,1.0,steamer
Joan Valdez,1.0,steamer
Yovanny Cabrera,1.0,steamer
Thomas Girard,1.0,steamer
Carlos Guarate,1.0,steamer
Edwin Nuñez,1.0,steamer
Samuel Mejia,1.0,steamer
Julio Goff,1.0,steamer
Jorge Garcia,1.0,steamer
Cole Stupp,1.0,steamer
Timmy Manning,1.0,steamer
Shane Davis,1.0,steamer
Dylan MacLean,1.0,steamer
Riley Cooper,1.0,steamer
Anthony Arguelles,1.0,steamer
Victor Juarez,1.0,steamer
Juan Rojas,1.0,steamer
Luis De La Rosa,1.0,steamer
Johnny Ray,1.0,steamer
Cristopher Castro,1.0,steamer
Rolando Gutierrez,1.0,steamer
Juan Amarante,1.0,steamer
Hudson Leach,1.0,steamer
Nathan Karaffa,1.0,steamer
Sergio Morillo,1.0,steamer
Adam Scoggins,1.0,steamer
Jose Montero,1.0,steamer
Eric Mendez,1.0,steamer
Jose Dicochea,1.0,steamer
Drew Irvine,1.0,steamer
Mason Ronan,1.0,steamer
Jacob Coats,1.0,steamer
Thomas Bruss,1.0,steamer
James Proctor,1.0,steamer
Hunter Peck,1.0,steamer
Hayes Heinecke,1.0,steamer
Chay Yeager,1.0,steamer
Samuel Sanchez,1.0,steamer
Brock Porter,1.0,steamer
Luis Rodriguez,1.0,steamer
Merrick Baldo,1.0,steamer
Case Williams,1.0,steamer
Wilian Bormie,1.0,steamer
Victor Lopez,1.0,steamer
Engert Garcia,1.0,steamer
Eric Dominguez,1.0,steamer
Pedro González,1.0,steamer
Yerlin Rodriguez,1.0,steamer
Billy Seidl,1.0,steamer
Jackson Leath,1.0,steamer
Jaydenn Estanista,1.0,steamer
Carlos Calderon,1.0,steamer
Daniel Corniel,1.0,steamer
Peniel Otano,1.0,steamer
Colby Langford,1.0,steamer
Rio Britton,1.0,steamer
Jorge Rodriguez,1.0,steamer
Luke Boyd,1.0,steamer
Yoilan Quinonez,1.0,steamer
Kris Anglin,1.0,steamer
Elvis Soto,1.0,steamer
Sam Thoresen,1.0,steamer
Wilkelma Castillo,1.0,steamer
Hunter Kublick,1.0,steamer
Alonzo Tredwell,1.0,steamer
Ian Foggo,1.0,steamer
Wilker Reyes,1.0,steamer
Carlos Lagrange,1.0,steamer
Frankeli Arias,1.0,steamer
Hayden Durke,1.0,steamer
Chris Williams Jr.,1.0,steamer
Sadiel Baro,1.0,steamer
Jake Peppers,1.0,steamer
Reinier Parra,1.0,steamer
Xavier Ruiz,1.0,steamer
Jorge De Leon,1.0,steamer
Edwar Polimir,1.0,steamer
Angello Infante,1.0,steamer
Delvis Alegre,1.0,steamer
Hugo Villalobos,1.0,steamer
Donye Evans,1.0,steamer
Hunter Parks,1.0,steamer
Shane Panzini,1.0,steamer
Eligio Paredes,1.0,steamer
Easton Sikorski,1.0,steamer
Sterling Patick,1.0,steamer
Micah Ottenbreit,1.0,steamer
Yovannki Pascual,1.0,steamer
Julian Bosnic,1.0,steamer
Zane Barnhart,1.0,steamer
Enrique Santana,1.0,steamer
Frank Mozzicato,1.0,steamer
Nomar Medina,1.0,steamer
Sandro Bargallo,1.0,steamer
Yunior Thibo,1.0,steamer
Dylan Castaneda,1.0,steamer
Andres Diaz,1.0,steamer
Rickey Ramirez,1.0,steamer
Luke Taggart,1.0,steamer
Nolan Perry,1.0,steamer
Cristofer Gomez,1.0,steamer
Grabiel Salazar,1.0,steamer
Gio Arriera,1.0,steamer
Karson Milbrandt,1.0,steamer
Trey Dillard,1.0,steamer
Alberto Pacheco,1.0,steamer
Harry Rutkowski,1.0,steamer
Jean Munoz,1.0,steamer
Pedro Garcia,1.0,steamer
Candido Cuevas,1.0,steamer
Trennor O'Donnell,1.0,steamer
Jake Gilbert,1.0,steamer
Matt Wyatt,1.0,steamer
Matt Gabbert,1.0,steamer
Adam Serwinowski,1.0,steamer
Everhett Hazelwood,1.0,steamer
Royman Blanco,1.0,steamer
Angel Anazco,1.0,steamer
Zack Qin,1.0,steamer
Jesus Broca,1.0,steamer
Albert Rivas,1.0,steamer
Yerry Landinez,1.0,steamer
Alex Valdez,1.0,steamer
Brady Schanuel,1.0,steamer
Yaifer Perdomo,1.0,steamer
Dennis Boatman,1.0,steamer
James Acuna,1.0,steamer
Wilber Dotel,1.0,steamer
Neraldo Catalina,1.0,steamer
Wandi Montout,1.0,steamer
Anthony Narvaez,1.0,steamer
Chance Huff,1.0,steamer
Spencer Mraz,1.0,steamer
Alexuan Vega,1.0,steamer
Daury Cabrera,1.0,steamer
Javier Atencio,1.0,steamer
Jose Santamaria,1.0,steamer
Christian Tripp,1.0,steamer
Hyun-Seok Jang,1.0,steamer
Cole Hillier,1.0,steamer
Danny Denz,1.0,steamer
Bishop Letson,1.0,steamer
Palmer Wenzel,1.0,steamer
Erick Pinales,1.0,steamer
Michael Valera,1.0,steamer
Michele Vassalotti,1.0,steamer
Luis Polanco,1.0,steamer
Fernando Guanare,1.0,steamer
Alix Hernandez,1.0,steamer
Augusto Calderon,1.0,steamer
Danny Kirwin,1.0,steamer
Drew Gray,1.0,steamer
Lorenzo Encarnacion,1.0,steamer
Carlos Torres,1.0,steamer
Yeremin Lara,1.0,steamer
Bryan Peña,1.0,steamer
Nick Sando,1.0,steamer
Paulshawn Pasqualotto,1.0,steamer
Alex Rao,1.0,steamer
Roman Phansalkar,1.0,steamer
Noah Dean,1.0,steamer
David Lorduy,1.0,steamer
Bryce Warrecker,1.0,steamer
Joey Walsh,1.0,steamer
Javier Chacon,1.0,steamer
Hung-Leng Chang,1.0,steamer
Khristian Curtis,1.0,steamer
Noble Meyer,1.0,steamer
Luke Fox,1.0,steamer
Graham Osman,1.0,steamer
Bailey Reid,1.0,steamer
Bryson Hammer,1.0,steamer
Soenni Martinez,1.0,steamer
Luke Anderson,1.0,steamer
Engel Daniel Peralta,1.0,steamer
Adam Smith,1.0,steamer
Hayden Merda,1.0,steamer
Franklin Sanchez,1.0,steamer
Antwone Kelly,1.0,steamer
Levi Thomas,1.0,steamer
Chris Lincoln,1.0,steamer
Julio Dilone,1.0,steamer
Julio Mendez,1.0,steamer
Connor Staine,1.0,steamer
Arielbi Gonzalez,1.0,steamer
Peyton Stumbo,1.0,steamer
Lisandro Almonte,1.0,steamer
Kevin Valdez,1.0,steamer
Travis Sthele,1.0,steamer
Shane Telfer,1.0,steamer
Brayan Restituyo,1.0,steamer
Fernando Olguin,1.0,steamer
Yunior Marte,1.0,steamer
Audry Lugo,1.0,steamer
Tzu-Chen Sha,1.0,steamer
Bryan Rivera,1.0,steamer
Wardquelin Vasquez,1.0,steamer
Noah Ruen,1.0,steamer
Walin Castillo,1.0,steamer
McCade Brown,1.0,steamer
Devin Kirby,1.0,steamer
Wilgenis Alvarado,1.0,steamer
German Fajardo,1.0,steamer
Edison Suriel,1.0,steamer
Carlton Perkins,1.0,steamer
Liam Doolan,1.0,steamer
Hiro Wyatt,1.0,steamer
Casey Anderson,1.0,steamer
Alexander Alberto,1.0,steamer
Deretd Parra,1.0,steamer
Cam Day,1.0,steamer
Nelfri Contreras,1.0,steamer
Ross Dunn,1.0,steamer
Josh Bortka,1.0,steamer
Alexander Vallecillo,1.0,steamer
Wilber Perez,1.0,steamer
Malcolm Van Buren,1.0,steamer
Ernesto Jaquez,1.0,steamer
Yenrri Rojas,1.0,steamer
Alonzo Richardson,1.0,steamer
Miguel Mendez,1.0,steamer
Jose Miguel Gonzalez,1.0,steamer
Inmer Lobo,1.0,steamer
Logan Lyle,1.0,steamer
Camilo Hernandez,1.0,steamer
Quinton Low,1.0,steamer
Elijah Birdsong,1.0,steamer
Will McAffer,1.0,steamer
Moises Rodriguez,1.0,steamer
Luis Rujano,1.0,steamer
Lucas Gordillo,1.0,steamer
Andinson Ferrer,1.0,steamer
Jonh Henriquez,1.0,steamer
Trevor Tietz,1.0,steamer
Wilmer Ortega,1.0,steamer
Elijah Pleasants,1.0,steamer
Johan Montero,1.0,steamer
Henry Gomez,1.0,steamer
Jogly Garcia,1.0,steamer
Dalton Fowler,1.0,steamer
Yonael Dominguez,1.0,steamer
Reyson Santos,1.0,steamer
Rafael Gonzalez,1.0,steamer
Jefferson Lopez,1.0,steamer
Kolton Curtis,1.0,steamer
Steven Echavarria,1.0,steamer
Anfernny Reyes,1.0,steamer
Eliander Alcalde,1.0,steamer
Aneudy Cortorreal,1.0,steamer
Alejandro Hidalgo,1.0,steamer
Huei-Sheng Lin,1.0,steamer
Elliot Johnstone,1.0,steamer
Alejandro Gomez,1.0,steamer
Patrick Pridgen,1.0,steamer
Josh Swales,1.0,steamer
Leoni De La Cruz,1.0,steamer
Yeiber Cartaya,1.0,steamer
Jesse Wainscott,1.0,steamer
Hayden Snelsire,1.0,steamer
Jose Olivares,1.0,steamer
Riskiel Tineo,1.0,steamer
Felix Ramires,1.0,steamer
Ian Villers,1.0,steamer
Ben Miller,1.0,steamer
Hendry Nunez,1.0,steamer
Braian Salazar,1.0,steamer
Jeremy Pilon,1.0,steamer
Enmanuel Solano,1.0,steamer
Kleyderve Andrade,1.0,steamer
Liam Jenkins,1.0,steamer
Giussepe Velasquez,1.0,steamer
Pedro Reyes,1.0,steamer
Melkis Hernandez,1.0,steamer
Julio Frias,1.0,steamer
Anthony Garcia,1.0,steamer
Jonney Rosario,1.0,steamer
Dylan Lesko,1.0,steamer
Samuel Vasquez,1.0,steamer
Adrian Rodriguez,1.0,steamer
Jack DeGroat,1.0,steamer
Oliver Mateo,1.0,steamer
Aaron Holiday,1.0,steamer
Riggs Threadgill,1.0,steamer
Luis Martinez-Gomez,1.0,steamer
Tomas Reyes,1.0,steamer
Ben Ethridge,1.0,steamer
Brayner Sánchez,1.0,steamer
Cody Adcock,1.0,steamer
James Marinan,1.0,steamer
Miguel Vinicio,1.0,steamer
Junior Mieses,1.0,steamer
Keeler Morfe,1.0,steamer
Josh Gessner,1.0,steamer
Ruben Castillo,1.0,steamer
Andy Rodriguez,1.0,steamer
Miguel Alfonseca,1.0,steamer
Danyony Pulido,1.0,steamer
Zac Addkison,1.0,steamer
David Rodriguez,1.0,steamer
Fernando Lozano,1.0,steamer
Yeriel Santos,1.0,steamer
Gabriel Agostini,1.0,steamer
Cleiber Maldonado,1.0,steamer
Kleiber Olmedo,1.0,steamer
Chad Bryant,1.0,steamer
Yordan Nodal,1.0,steamer
Livan Reinoso,1.0,steamer
Josh Hansell,1.0,steamer
Franck De La Rosa,1.0,steamer
Eriq Swan,1.0,steamer
Wellington Aracena,1.0,steamer
Hazahel Quijada,1.0,steamer
Elvis Jerez,1.0,steamer
Shane Gustafson,1.0,steamer
Luis Hernandez,1.0,steamer
Saul Teran,1.0,steamer
Yeferson Vargas,1.0,steamer
Bryan Perez,1.0,steamer
Damon Casetta-Stubbs,1.0,steamer
Tomas Cleto,1.0,steamer
Miguel Suero,1.0,steamer
Blake Wolters,1.0,steamer
Sam Keating,1.0,steamer
Ryan Harvey,1.0,steamer
Luis Almonte,1.0,steamer
Reese Sharp,1.0,steamer
Kendeglys Virguez,1.0,steamer
Alex Bustamante,1.0,steamer
Jeremy Peguero,1.0,steamer
Estarlin Escalante,1.0,steamer
Frander Veras,1.0,steamer
Edward Baram,1.0,steamer
Heribert Garcia,1.0,steamer
Danny Cody,1.0,steamer
Walbert Urena,1.0,steamer
Cooper Adams,1.0,steamer
Oriel Castro,1.0,steamer
Jose Urbina,1.0,steamer
Ted Stuka,1.0,steamer
Jake Sweeney,1.0,steamer
Malik Binns,1.0,steamer
Pablo Mujica,1.0,steamer
Jose Jimenez,1.0,steamer
Christian Rodriguez,1.0,steamer
Jonalbert Rumbol,1.0,steamer
Osvaldo De La Rosa,1.0,steamer
Yordy Herrera,1.0,steamer
Ernesto Mercedes,1.0,steamer
Daniel Guerra,1.0,steamer
Adonis Villavicencio,1.0,steamer
Junior William,1.0,steamer
Luis Viloria,1.0,steamer
Barrett Kent,1.0,steamer
Adrian Bohorquez,1.0,steamer
Sandy Mejia,1.0,steamer
Samuel Colmenares,1.0,steamer
Daniel Nunan,1.0,steamer
Danny Flatt,1.0,steamer
Christian Ciuffetelli,1.0,steamer
Kelvin LaRoche,1.0,steamer
Luis Tejeda,1.0,steamer
Zach Veen,1.0,steamer
Angel Gonzalez,1.0,steamer
Garrett Ramsey,1.0,steamer
Eminen Flores,1.0,steamer
Jaren Zinn,1.0,steamer
Levi Prater,1.0,steamer
Jack Jasiak,1.0,steamer
Cristian Nunez,1.0,steamer
Bobby Ay,1.0,steamer
Wyatt Cheney,1.0,steamer
Rayven Antonio,1.0,steamer
Justin Showalter,1.0,steamer
Juan Martinez,1.0,steamer
Horacio Andujar,1.0,steamer
Bowen Plagge,1.0,steamer
Ben Brutti,1.0,steamer
Eddy Alberto,1.0,steamer
Johan Moreno,1.0,steamer
Austin Temple,1.0,steamer
César Álvarez,1.0,steamer
Blake Seigler,1.0,steamer
Miguel Padilla,1.0,steamer
Ezequiel Ventura,1.0,steamer
Wilson Esterlin,1.0,steamer
Jose Moreno,1.0,steamer
Clevari Tejada,1.0,steamer
Davison Palermo,1.0,steamer
Danny Moreno,1.0,steamer
Jesus Rivero,1.0,steamer
Dheygler Gimenez,1.0,steamer
Breck Eichelberger,1.0,steamer
Cade Denton,1.0,steamer
Nathanael Perez Gonzalez,1.0,steamer
Carlos Castillo,1.0,steamer
Javier Ramos,1.0,steamer
Joel Canizalez,1.0,steamer
Adam Shoemaker,1.0,steamer
Kikito Severino,1.0,steamer
Alvin Nova,1.0,steamer
Francis Reynoso,1.0,steamer
Yoscar Pimentel,1.0,steamer
Gerson Calzadilla,1.0,steamer
Jhan Zambrano,1.0,steamer
Montana Semmel,1.0,steamer
Dylan Nedved,1.0,steamer
German Nunez,1.0,steamer
Maikel Miralles,1.0,steamer
Dailoui Abad,1.0,steamer
Jeison Pena,1.0,steamer
Harif Frias,1.0,steamer
Juan Mateo,1.0,steamer
Owen Kellington,1.0,steamer
Bryan Polanco,1.0,steamer
Justin Sanchez,1.0,steamer
Caswell Smith,1.0,steamer
Victor Villanueva,1.0,steamer
Camilo Sanchez,1.0,steamer
Karlo Seijas,1.0,steamer
Ethan Hammerberg,1.0,steamer
Luis Cohen,1.0,steamer
Connor Pellerin,1.0,steamer
Carlos Jimenez,1.0,steamer
Juan Nunez,1.0,steamer
Alfredo Romero,1.0,steamer
Alexis Liebano,1.0,steamer
Nicolo Pinazzi,1.0,steamer
Edgardo Ibarra,1.0,steamer
Julio Rosario,1.0,steamer
Andrew Landry,1.0,steamer
Haminton Mendez,1.0,steamer
Elvis Garcia,1.0,steamer
Dayan Reinoso,1.0,steamer
Shane Marshall,1.0,steamer
Luis Arestigueta,1.0,steamer
Kenya Huggins,1.0,steamer
Julio Ortiz,1.0,steamer
Nate Savino,1.0,steamer
Franly Urena,1.0,steamer
Jose Gomez,1.0,steamer
Maycold Leon,1.0,steamer
Luis Avila,1.0,steamer
Eric Prado,1.0,steamer
Greiber Mendez,1.0,steamer
Juan Valera,1.0,steamer
Natanael Garabitos,1.0,steamer
Raúl Rangel,1.0,steamer
Orlando Gonzalez,1.0,steamer
Jose Chavez,1.0,steamer
Brock Jones,1.0,steamer
Jesus Flores,1.0,steamer
Alan Perdomo,1.0,steamer
Manuel De La Rosa,1.0,steamer
Morris Austin,1.0,steamer
Heisell Baro,1.0,steamer
Randel Clemente,1.0,steamer
Gage Stanifer,1.0,steamer
Elvis Novas,1.0,steamer
Harrison Beethe,1.0,steamer
Yimi Presinal,1.0,steamer
Robert Wegielnik,1.0,steamer
Luis Amoroso,1.0,steamer
Martin Santana,1.0,steamer
Ben Serunkuma,1.0,steamer
Julian Valdez,1.0,steamer
Chase Hopewell,1.0,steamer
Jose Diaz,1.0,steamer
Miguel Gil,1.0,steamer
Juanmi Vasquez,1.0,steamer
Samuel Valerio,1.0,steamer
Carlos De Los Santos,1.0,steamer
Jeremy Reyes,1.0,steamer
Simon Leandro,1.0,steamer
Jesus Cruz,1.0,steamer
Darling Florentino,1.0,steamer
Jiorgeny Casimiri,1.0,steamer
Kelvin Perez,1.0,steamer
Connery Peters,1.0,steamer
Miguel Valdez,1.0,steamer
Kamdyn Perry,1.0,steamer
Josias De Los Santos,1.0,steamer
Austin Emener,1.0,steamer
Luis Vizcaino,1.0,steamer
Alejandro Lugo,1.0,steamer
Blake Whiting,1.0,steamer
Enrique Segura,1.0,steamer
Felipe Bello,1.0,steamer
Colson Lawrence,1.0,steamer
Emerson Talavera,1.0,steamer
Jared Wetherbee,1.0,steamer
Alexis Cedano,1.0,steamer
Reynaldo Yean,1.0,steamer
Victor Garcia,1.0,steamer
Aaron Cohn,1.0,steamer
Miguel Fulgencio,1.0,steamer
Jose Bello,1.0,steamer
Diorys Guerrero,1.0,steamer
Manuel Olivares,1.0,steamer
Jose Romero,1.0,steamer
Michael Brewer,1.0,steamer
Sandy Gaston,1.0,steamer
Christian Ruebeck,1.0,steamer
Marshall Hunt,1.0,steamer
Jefferson Jean,1.0,steamer
Yendy Gomez,1.0,steamer
Yamil Castillo,1.0,steamer
Wesley Scott,1.0,steamer
Adenys Bautista,1.0,steamer
Jesus Mendez,1.0,steamer
Juan Rodriguez,1.0,steamer
David Tiburcio,1.0,steamer
Gabriel Aguilera,1.0,steamer
Rob Hensey,1.0,steamer
Waylin Santana,1.0,steamer
Euri Montero,1.0,steamer
Ángel Vargas,1.0,steamer
Jose Pena Jr.,1.0,steamer
Adan Moreno,1.0,steamer
Marco Corcho,1.0,steamer
