Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,FPTS,FPTS/G,SPTS,SPTS/G,NameASCII,PlayerId,MLBAMID,HR_z,R_z,RBI_z,SB_z,OBP_z,PA_z,total_z,HR_contribution,R_contribution,RBI_contribution,SB_contribution,OBP_contribution,PA_contribution,value_above_replacement,dollar_value,Position,W,L,QS,ERA,GS,SV,HLD,IP,TBF,ER,K/9,BB/9,K/BB,HR/9,K-BB%,WHIP,LOB%,GB%,HR/FB,FIP,FPTS/IP,SPTS/IP,RA9-WAR,QS_z,SV_z,HLD_z,ERA_z,WHIP_z,IP_z,QS_contribution,SV_contribution,HLD_contribution,ERA_contribution,WHIP_contribution,IP_contribution
Kenedy Corona,HOU,8,35.0,32.0,7,4.0,1.0,0.0,1,4,3.0,3,0.0,10,0,0.0,0.0,,1.0,0.0,0.210973,0.073999,0.281614,0.262767,0.277542,0.334266,0.269841,0.611808,0.123294,5.51794,0.277753,-0.006,0.0301981,2.95791,-1.13632,75.1477,0.0241981,0.0,-0.9710694178938866,-0.375,-0.0185204,999.0,,,,30.4,3.8,30.4,3.8,Kenedy Corona,sa3009845,685744,-1.2301081259012112,-1.1509816685301417,-1.1758982905810575,-0.49399194735474505,-1.8372693358604477,-1.25998997945399,-7.148239347681593,-0.264,-0.247,-0.252,-0.106,-0.394,-0.271,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor Mesa Jr.,MIA,8,35.0,32.0,7,5.0,1.0,0.0,1,3,3.0,2,0.0,8,0,0.0,0.0,,0.0,0.0,0.227308,0.061,0.235605,0.258908,0.279179,0.355728,0.278338,0.634906,0.12842,4.15991,0.278036,0.0,-0.0217368,3.19726,-0.896968,74.3851,-0.0217368,0.0,-1.093805816024542,0.125,0.0203177,999.0,,,,25.5,3.1875,25.5,3.1875,Victor Mesa Jr.,sa3010700,683748,-1.2301081259012112,-1.1846832323445189,-1.1758982905810575,-0.5891836930448873,-1.7477759297228403,-1.25998997945399,-7.1876392510485045,-0.264,-0.254,-0.252,-0.126,-0.375,-0.271,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jesús Bastidas,HOU,3,14.0,13.0,3,2.0,1.0,0.0,0,1,1.0,1,0.0,4,0,0.0,0.0,,0.0,0.0,0.216699,0.0689991,0.270675,0.254915,0.285089,0.355048,0.28144,0.640138,0.138349,4.26574,0.275795,-0.003,-0.00688964,1.31386,-0.323836,83.3063,-0.00988964,0.0,-0.2773044155910611,0.050000000745058,0.024724,999.0,,,,9.7,3.233333333,9.7,3.233333333,Jesus Bastidas,sa916969,665846,-1.3630035516821843,-1.2520863599732732,-1.2450056549846167,-0.5891836930448873,-1.424681225829587,-1.3527201953994392,-7.226680680913987,-0.293,-0.269,-0.267,-0.126,-0.306,-0.29,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Travis Bazzana,CLE,36,154.0,141.0,27,20.0,4.0,0.0,2,13,12.0,10,0.0,43,2,1.0,0.0,,2.0,1.0,0.190123,0.0635002,0.277751,0.228623,0.250109,0.276078,0.236393,0.526187,0.0859553,4.12713,0.252369,-0.012,-0.0542096,8.86893,-9.1457,51.3175,-0.0662096,0.0,-8.64446809142828,0.1500000059604644,-0.347096,999.0,,,,77.6,2.155555555,77.6,2.155555555,Travis Bazzana,sa3025129,683953,-1.0972127001202383,-0.8476675942007473,-0.8649151507650414,-0.3988002016646026,-3.337008254964284,-0.7345187557631108,-7.2801226574780245,-0.236,-0.182,-0.186,-0.086,-0.716,-0.158,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Kreidler,DET,3,14.0,12.0,2,2.0,0.0,0.0,0,1,1.0,1,0.0,4,0,0.0,0.0,,0.0,0.0,0.19735,0.0937025,0.303293,0.308951,0.282667,0.319243,0.270032,0.601911,0.121893,5.39106,0.268717,0.006,0.0134422,1.18532,-0.452376,74.9277,0.0194422,-0.005,-0.3821899965405464,0.0950000016018748,0.0185391,999.0,,,,2.2,0.733333333,2.2,0.733333333,Ryan Kreidler,25867,668952,-1.3630035516821843,-1.2520863599732732,-1.2450056549846167,-0.5891836930448873,-1.5570899183557219,-1.3527201953994392,-7.359089373440122,-0.293,-0.269,-0.267,-0.126,-0.334,-0.29,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Callihan,CIN,2,7.0,6.0,1,1.0,0.0,0.0,0,1,1.0,0,0.0,2,0,0.0,0.0,,0.0,0.0,0.223049,0.0695929,0.271368,0.256452,0.281936,0.341548,0.274734,0.623484,0.118499,5.06597,0.29245,-0.001,0.00521678,0.619147,-0.1997,68.1067,0.00421678,0.0,-0.2627512053586542,0.025000000372529,-0.000479643,999.0,,,,-0.4,-0.2,-0.4,-0.2,Tyler Callihan,sa1169610,682997,-1.3630035516821843,-1.2520863599732732,-1.2450056549846167,-0.5891836930448873,-1.5970530703939558,-1.3836302673812557,-7.429962597460173,-0.293,-0.269,-0.267,-0.126,-0.343,-0.297,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sam Huff,SFG,5,19.0,18.0,4,2.0,1.0,0.0,1,2,2.0,1,0.0,6,0,0.0,0.0,,0.0,0.0,0.216906,0.0706989,0.323868,0.218295,0.276394,0.363475,0.279877,0.639869,0.146569,2.86187,0.297644,-0.00537611,-0.0250386,1.77772,-0.46826,80.0103,-0.0304147,-0.112898,-0.4893680587410927,0.2621017694473266,0.0441167,750.1199951171875,,,,19.7,3.94,19.7,3.94,Sam Huff,22209,669087,-1.2301081259012112,-1.218384796158896,-1.2104519727828371,-0.5891836930448873,-1.9000295253815085,-1.3306415725552847,-7.478799685824626,-0.264,-0.262,-0.26,-0.126,-0.408,-0.286,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Braden Shewmake,KCR,5,21.0,19.0,4,3.0,1.0,0.0,0,2,2.0,1,0.0,4,0,0.0,0.0,,1.0,0.0,0.2288,0.0540004,0.201075,0.268558,0.275906,0.358235,0.277147,0.634141,0.129435,5.59996,0.267968,-0.002,0.0311503,1.89823,-0.558313,74.2727,0.0291503,0.048,-0.58903450332582,0.1229999996721744,0.0241682,999.0,,,,11.2,2.24,11.2,2.24,Braden Shewmake,25817,669699,-1.3630035516821843,-1.218384796158896,-1.2104519727828371,-0.49399194735474505,-1.9267080728434214,-1.3218101234176227,-7.534350464239707,-0.293,-0.262,-0.26,-0.106,-0.414,-0.284,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tucker Barnhart,TEX,2,6.0,6.0,1,1.0,0.0,0.0,0,1,1.0,1,0.0,2,0,0.0,0.0,,0.0,0.0,0.209137,0.0835931,0.284313,0.294018,0.279512,0.294855,0.258066,0.574368,0.085718,3.72074,0.288678,-0.00643709,-0.0052984,0.48022,-0.26844,65.337,-0.0117355,0.0160927,-0.2655708016827702,0.1410927157849073,0.0058431,999.0,,,,2.6,1.3,2.6,1.3,Tucker Barnhart,10200,571466,-1.3630035516821843,-1.2520863599732732,-1.2450056549846167,-0.5891836930448873,-1.729571101229364,-1.3880459919500865,-7.566896352864411,-0.293,-0.269,-0.267,-0.126,-0.371,-0.298,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dom Nuñez,CLE,3,13.0,11.0,2,1.0,0.0,0.0,0,1,1.0,1,0.0,4,0,0.0,0.0,,0.0,0.0,0.180356,0.109799,0.321932,0.341063,0.276747,0.287581,0.257042,0.564328,0.107225,3.58908,0.258835,-0.00322924,-0.0148473,0.949894,-0.547426,65.8428,-0.0180765,-0.0247575,-0.5183382239192724,0.2252425253391266,0.0133087,999.0,,,,3.2,1.066666666,3.2,1.066666666,Dom Nunez,15055,624513,-1.3630035516821843,-1.2520863599732732,-1.2450056549846167,-0.5891836930448873,-1.880731313795327,-1.3571359199682702,-7.687146493448559,-0.293,-0.269,-0.267,-0.126,-0.404,-0.291,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seby Zavala,BOS,5,19.0,17.0,3,2.0,1.0,0.0,0,2,2.0,2,0.0,7,0,0.0,0.0,,0.0,0.0,0.198685,0.0839974,0.351728,0.238814,0.274428,0.333508,0.269619,0.607936,0.134823,3.8843,0.290362,-0.0311814,-0.0167838,1.61919,-0.626788,67.6506,-0.0479652,-0.122575,-0.7586433999240398,0.2524247765541076,0.0497445,999.0,,,,8.7,1.74,8.7,1.74,Seby Zavala,18887,664874,-1.3630035516821843,-1.218384796158896,-1.2104519727828371,-0.5891836930448873,-2.007509083394052,-1.3306415725552847,-7.719174669618141,-0.293,-0.262,-0.26,-0.126,-0.431,-0.286,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bobby Dalbec,,6,28.0,25.0,5,3.0,1.0,0.0,1,3,3.0,2,0.0,11,0,0.0,0.0,,0.0,0.0,0.196889,0.0814994,0.389009,0.209505,0.26997,0.356538,0.275818,0.626508,0.159649,4.21817,0.29305,-0.034,-0.0072461,2.50101,-0.774372,77.2952,-0.0412461,-0.05,-0.7686594538390636,-0.4999999888241291,-0.0346254,748.6799926757812,,,,21.3,3.55,21.3,3.55,Bobby Dalbec,19966,666915,-1.2301081259012112,-1.1846832323445189,-1.1758982905810575,-0.5891836930448873,-2.2512241747571884,-1.2909000514358064,-7.72199756806467,-0.264,-0.254,-0.252,-0.126,-0.483,-0.277,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jakson Reetz,NYM,2,6.0,6.0,1,1.0,0.0,0.0,0,1,1.0,1,0.0,2,0,0.0,0.0,,0.0,0.0,0.198637,0.079803,0.298989,0.266909,0.27665,0.349959,0.276007,0.626609,0.151322,3.7533,0.258692,-0.00321854,-0.00562969,0.572636,-0.176024,78.9519,-0.00884823,-0.00536424,-0.1699331058189273,0.1196357617154717,0.0186005,999.0,,,,2.6,1.3,2.6,1.3,Jakson Reetz,17837,656883,-1.3630035516821843,-1.2520863599732732,-1.2450056549846167,-0.5891836930448873,-1.886034221794929,-1.3880459919500865,-7.723359473429976,-0.293,-0.269,-0.267,-0.126,-0.405,-0.298,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rece Hinds,CIN,3,14.0,13.0,3,2.0,1.0,0.0,1,2,2.0,1,0.0,5,0,0.0,0.0,,0.0,0.0,0.214816,0.0635007,0.366946,0.173052,0.270367,0.398052,0.28851,0.66842,0.183236,5.34593,0.304513,0.001,0.00870275,1.39353,-0.244165,77.3792,0.00970275,0.005,-0.3689981056377291,-0.1450000060722232,-0.00493504,711.52001953125,,,,19.1,6.366666666,19.1,6.366666666,Rece Hinds,27493,677956,-1.2301081259012112,-1.218384796158896,-1.2104519727828371,-0.5891836930448873,-2.229520520367064,-1.3527201953994392,-7.830369303654336,-0.264,-0.262,-0.26,-0.126,-0.479,-0.29,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tomás Nido,,5,19.0,18.0,4,3.0,1.0,0.0,0,2,2.0,1,0.0,5,0,0.0,0.0,,0.0,0.0,0.233959,0.0453992,0.24259,0.187144,0.271785,0.349651,0.271431,0.621435,0.115691,3.59346,0.291294,-0.0580619,-0.0153407,1.6472,-0.598779,75.9119,-0.0734027,-0.0677389,-0.6025906056165695,0.3072610571980476,0.0475941,999.0,,,,10.3,2.06,10.3,2.06,Tomas Nido,13755,621512,-1.3630035516821843,-1.218384796158896,-1.2104519727828371,-0.5891836930448873,-2.1519996590945385,-1.3306415725552847,-7.863665245318629,-0.293,-0.262,-0.26,-0.126,-0.462,-0.286,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martín Maldonado,,29,115.0,105.0,19,12.0,3.0,0.0,3,11,11.0,8,0.0,39,1,1.0,0.0,,1.0,0.0,0.178891,0.0677003,0.341094,0.19848,0.243276,0.306473,0.244221,0.549749,0.127582,3.6571,0.245736,-0.546212,-0.0799231,7.36028,-6.11559,57.7211,-0.626135,-0.756956,-6.450353264808655,1.4930442571640017,-0.344222,999.0,,,,67.2,2.317241379,67.2,2.317241379,Martin Maldonado,6887,455117,-0.9643172743392653,-0.9150707218295017,-0.899468832966821,-0.49399194735474505,-3.710562588585709,-0.9067320139475166,-7.890143379023559,-0.207,-0.196,-0.193,-0.106,-0.797,-0.195,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cade Marlowe,SEA,2,7.0,6.0,1,1.0,0.0,0.0,0,1,1.0,1,0.0,2,0,0.0,0.0,,0.0,0.0,0.197231,0.0854064,0.346972,0.246148,0.27187,0.323987,0.26352,0.595857,0.126756,6.11609,0.286573,0.001,0.0171425,0.555968,-0.262879,75.5354,0.0181425,-0.011,-0.1778057236224413,-0.0860000029206276,-0.00314553,999.0,,,,2.6,1.3,2.6,1.3,Cade Marlowe,25505,687799,-1.3630035516821843,-1.2520863599732732,-1.2450056549846167,-0.5891836930448873,-2.1473527809505573,-1.3836302673812557,-7.9802623080167745,-0.293,-0.269,-0.267,-0.126,-0.461,-0.297,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chuckie Robinson,LAA,2,6.0,6.0,1,1.0,0.0,0.0,0,1,1.0,0,0.0,2,0,0.0,0.0,,0.0,0.0,0.216331,0.0601014,0.255546,0.235188,0.270667,0.328539,0.263891,0.599206,0.112209,3.82527,0.273149,-0.00321854,-0.00620859,0.510226,-0.238433,67.6452,-0.00942713,0.00107285,-0.2463591117411852,0.1260728477500379,0.0126028,999.0,,,,-0.4,-0.2,-0.4,-0.2,Chuckie Robinson,19824,642020,-1.3630035516821843,-1.2520863599732732,-1.2450056549846167,-0.5891836930448873,-2.2131197739765454,-1.3880459919500865,-8.050445025611593,-0.293,-0.269,-0.267,-0.126,-0.475,-0.298,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CJ Alexander,ATH,3,14.0,13.0,3,2.0,1.0,0.0,0,1,2.0,1,0.0,4,0,0.0,0.0,,0.0,0.0,0.222857,0.0541029,0.267607,0.202173,0.268897,0.38586,0.283573,0.654757,0.163003,4.17629,0.273912,-0.005,-0.011203,1.3379,-0.299796,87.2321,-0.016203,0.049,-0.2207318115979433,-0.0510000027716159,0.0201356,999.0,,,,9.7,3.233333333,9.7,3.233333333,CJ Alexander,20557,680769,-1.3630035516821843,-1.2520863599732732,-1.2104519727828371,-0.5891836930448873,-2.3098841776806163,-1.3527201953994392,-8.077329950563238,-0.293,-0.269,-0.26,-0.126,-0.496,-0.29,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tristan Gray,PIT,2,7.0,6.0,1,1.0,0.0,0.0,0,1,1.0,0,0.0,2,0,0.0,0.0,,0.0,0.0,0.20943,0.0644999,0.314412,0.205144,0.267009,0.369766,0.27774,0.636775,0.160335,3.38088,0.276135,-0.005,-0.00806841,0.636081,-0.182765,74.0175,-0.0130684,-0.048,-0.2305585574358701,-0.0230000000447034,-0.00211219,999.0,,,,-0.4,-0.2,-0.4,-0.2,Tristan Gray,19877,656484,-1.3630035516821843,-1.2520863599732732,-1.2450056549846167,-0.5891836930448873,-2.4130995416316257,-1.3836302673812557,-8.246009068697843,-0.293,-0.269,-0.267,-0.126,-0.518,-0.297,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mason McCoy,SDP,5,21.0,19.0,4,3.0,1.0,0.0,0,2,2.0,2,0.0,7,0,0.0,0.0,,1.0,0.0,0.198167,0.0737009,0.311925,0.236277,0.261669,0.300994,0.250479,0.562663,0.102827,5.56395,0.279848,0.002,0.0315236,1.44748,-1.00906,61.9327,0.0335236,-0.05,-0.9224200546741486,0.1749999932944774,-0.00496756,999.0,,,,14.2,2.84,14.2,2.84,Mason McCoy,22232,669200,-1.3630035516821843,-1.218384796158896,-1.2104519727828371,-0.49399194735474505,-2.705032827382893,-1.3218101234176227,-8.312675218779178,-0.293,-0.262,-0.26,-0.106,-0.581,-0.284,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jair Camargo,MIN,5,19.0,18.0,4,2.0,1.0,0.0,1,2,2.0,1,0.0,6,0,0.0,0.0,,0.0,0.0,0.203415,0.0601002,0.333477,0.180223,0.258777,0.347957,0.264572,0.606734,0.144542,3.76215,0.27878,-0.00322566,-0.0171428,1.54119,-0.704786,70.5717,-0.0203685,0.0,-0.6668736394494772,0.375,0.0356582,999.0,,,,19.7,3.94,19.7,3.94,Jair Camargo,21730,665856,-1.2301081259012112,-1.218384796158896,-1.2104519727828371,-0.5891836930448873,-2.8631360225875113,-1.3306415725552847,-8.441906183030628,-0.264,-0.262,-0.26,-0.126,-0.615,-0.286,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Bañuelos,BAL,2,6.0,6.0,1,1.0,0.0,0.0,0,1,1.0,0,0.0,2,0,0.0,0.0,,0.0,0.0,0.195054,0.0754039,0.350145,0.21535,0.263444,0.323474,0.260492,0.586918,0.128419,3.93496,0.281368,-0.00321854,-0.00547235,0.492719,-0.255941,69.6506,-0.00869089,0.0,-0.230937510728836,0.125,0.011093,999.0,,,,-0.4,-0.2,-0.4,-0.2,David Banuelos,23250,675915,-1.3630035516821843,-1.2520863599732732,-1.2450056549846167,-0.5891836930448873,-2.607995077905645,-1.3880459919500865,-8.445320329540692,-0.293,-0.269,-0.267,-0.126,-0.56,-0.298,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
René Pinto,ARI,2,6.0,6.0,1,1.0,0.0,0.0,0,1,1.0,0,0.0,2,0,0.0,0.0,,0.0,0.0,0.21651,0.0519062,0.336321,0.154335,0.262832,0.374281,0.276571,0.637113,0.157771,3.91969,0.297088,-0.00536424,-0.00487483,0.575542,-0.173118,74.1832,-0.0102391,-0.0579338,-0.2078195856884122,0.0670662224292755,0.00806177,999.0,,,,-0.4,-0.2,-0.4,-0.2,Rene Pinto,19859,650907,-1.3630035516821843,-1.2520863599732732,-1.2450056549846167,-0.5891836930448873,-2.6414526005423067,-1.3880459919500865,-8.478777852177355,-0.293,-0.269,-0.267,-0.126,-0.567,-0.298,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jac Caglianone,KCR,15,63.0,59.0,12,8.0,2.0,0.0,1,6,6.0,3,0.0,16,1,0.0,0.0,,1.0,0.0,0.199922,0.0439999,0.252755,0.174081,0.24345,0.30453,0.240262,0.547981,0.104608,4.32017,0.249715,-0.005,-0.0279239,3.82437,-3.54525,48.3269,-0.0329239,0.0,-3.757786687463522,-1.4249999523162842,-0.318369,999.0,,,,37.3,2.486666666,37.3,2.486666666,Jac Caglianone,sa3025245,695506,-1.2301081259012112,-1.0835785409013874,-1.0722372439757188,-0.49399194735474505,-3.701050155679207,-1.1363496915267242,-8.717315705338994,-0.264,-0.233,-0.23,-0.106,-0.795,-0.244,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blake Hunt,SEA,2,6.0,6.0,1,1.0,0.0,0.0,0,1,1.0,0,0.0,2,0,0.0,0.0,,0.0,0.0,0.201262,0.0555953,0.270332,0.205656,0.255594,0.326135,0.256332,0.581728,0.124873,3.76147,0.256127,-0.0021457,-0.00586668,0.471286,-0.277373,70.4791,-0.00801238,0.0,-0.2241922682151198,0.125,0.0117897,999.0,,,,-0.4,-0.2,-0.4,-0.2,Blake Hunt,sa3004153,675448,-1.3630035516821843,-1.2520863599732732,-1.2450056549846167,-0.5891836930448873,-3.037147941790934,-1.3880459919500865,-8.874473193425981,-0.293,-0.269,-0.267,-0.126,-0.652,-0.298,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tarik Skubal,DET,32,,,162,,,,20,70,,46,,232,8,,,,,,0.217711,0.0572439,0.29102,,,,,,,,0.288575,,,,,,,,,,5.11884,13.079999923706056,,,,1107.4,,1037.0,,Tarik Skubal,22267,669373,,,,,,,12.341200010143561,,,,,,,8.613214754051388,25.2,P,14.0,10.0,21.0,2.90403,32.0,0.0,0.0,199.0,797.0,64.0,10.5061,2.06657,5.08386,0.908,0.2337760925292968,1.04406,0.76379,,,2.95432,5.564824120603015,5.211055276381909,5.32299,3.3269886755818665,-0.06246723211030757,-0.17483239589564367,2.7175121917160094,3.1371638627539435,3.396834908097693,1.301,-0.024,-0.068,1.063,1.227,1.329
Paul Skenes,PIT,31,,,147,,,,16,65,,55,,242,8,,,,,,0.210963,0.072439,0.31898,,,,,,,,0.299104,,,,,,,,,,5.77691,11.31999969482422,,,,1107.2,,1027.0,,Paul Skenes,33677,694973,,,,,,,11.95971046689166,,,,,,,8.231725210799485,24.1,P,13.0,9.0,21.0,2.79855,31.0,0.0,0.0,188.0,759.0,58.0,11.5899,2.63202,4.40343,0.753,0.2465409636497497,1.074,0.76308,,,2.67599,5.88936170212766,5.462765957446808,5.77048,3.3269886755818665,-0.06246723211030757,-0.17483239589564367,2.9583094150135074,2.799221461325967,3.1124905429762704,1.301,-0.024,-0.068,1.157,1.095,1.217
Jacob deGrom,TEX,26,,,116,,,,17,52,,30,,206,5,,,,,,0.203785,0.04992,0.342321,,,,,,,,0.286129,,,,,,,,,,5.13049,37.68000030517578,,,,921.1,,846.0,,Jacob deGrom,10954,594798,,,,,,,11.467770176016604,,,,,,,7.739784919924429,22.7,P,11.0,7.0,17.0,2.85654,26.0,0.0,0.0,152.0,602.0,48.0,12.2015,1.77933,6.85739,1.018,0.2924012541770935,0.95788,0.767351,,,2.61578,6.059868421052632,5.565789473684211,4.35747,2.587329871225368,-0.06246723211030757,-0.17483239589564367,2.825925731101658,4.109905217298464,2.181908984397066,1.012,-0.024,-0.068,1.105,1.608,0.853
Chris Sale,ATL,31,,,152,,,,20,69,,47,,230,9,,,,,,0.218006,0.0622759,0.305444,,,,,,,,0.295799,,,,,,,,,,4.48071,35.119998931884766,,,,1034.6,,967.0,,Chris Sale,10603,519242,,,,,,,11.214898822551703,,,,,,,7.4869135664595285,22.0,P,14.0,8.0,20.0,3.06863,31.0,0.0,0.0,187.0,754.0,64.0,11.1026,2.26366,4.90469,0.946,0.2431679852306842,1.06669,0.755658,,,2.96433,5.532620320855615,5.171122994652406,5.05359,3.142073974492742,-0.06246723211030757,-0.17483239589564367,2.3417516403814607,2.881731780445491,3.0866410552379593,1.229,-0.024,-0.068,0.916,1.127,1.207
Garrett Crochet,BOS,31,,,133,,,,17,63,,52,,221,7,,,,,,0.212653,0.075601,0.322236,,,,,,,,0.299521,,,,,,,,,,4.79638,23.600000381469727,,,,968.1,,894.0,,Garrett Crochet,27463,676979,,,,,,,10.610522973834769,,,,,,,6.882537717742594,20.3,P,12.0,8.0,20.0,3.04214,31.0,0.0,0.0,170.0,684.0,58.0,11.6658,2.73696,4.26232,0.881,0.2466349899768829,1.08666,0.756093,,,2.87432,5.694705882352942,5.258823529411765,4.879,3.142073974492742,-0.06246723211030757,-0.17483239589564367,2.402224890714707,2.6563239729466037,2.647199763686668,1.229,-0.024,-0.068,0.94,1.039,1.035
Zack Wheeler,PHI,32,,,173,,,,23,81,,52,,215,9,,,,,,0.228084,0.062903,0.262222,,,,,,,,0.288065,,,,,,,,,,4.68606,20.15999984741211,,,,1001.7,,953.0,,Zack Wheeler,10310,554430,,,,,,,10.415873789440582,,,,,,,6.687888533348407,19.8,P,14.0,10.0,20.0,3.31986,32.0,0.0,0.0,201.0,820.0,74.0,9.62871,2.30978,4.16867,1.03,0.199318952858448,1.11873,0.747802,,,3.41536,4.983582089552239,4.741293532338308,4.78055,3.142073974492742,-0.06246723211030757,-0.17483239589564367,1.768225982351215,2.2943395770282606,3.448533883574316,1.229,-0.024,-0.068,0.692,0.897,1.349
Logan Gilbert,SEA,32,,,179,,,,26,83,,44,,210,6,,,,,,0.232366,0.053276,0.256995,,,,,,,,0.287307,,,,,,,,,,3.51955,26.71999931335449,,,,972.2000000000002,,937.0,,Logan Gilbert,22250,669302,,,,,,,10.132494577470247,,,,,,,6.404509321378073,19.0,P,12.0,11.0,19.0,3.43513,32.0,0.0,0.0,201.0,818.0,77.0,9.40608,1.94991,4.82385,1.142,0.2037190347909927,1.10414,0.745247,,,3.46794,4.836815920398011,4.661691542288557,3.50425,2.9571592734036174,-0.06246723211030757,-0.17483239589564367,1.5050794528716678,2.4590215956265973,3.448533883574316,1.157,-0.024,-0.068,0.589,0.962,1.349
George Kirby,SEA,31,,,169,,,,23,76,,27,,171,7,,,,,,0.241236,0.037238,0.232046,,,,,,,,0.287554,,,,,,,,,,3.22979,43.040000915527344,,,,849.6999999999999,,841.0,,George Kirby,25436,669923,,,,,,,9.373941761544678,,,,,,,5.645956505452504,16.9,P,11.0,10.0,18.0,3.51893,31.0,0.0,0.0,180.0,735.0,70.0,8.52066,1.36737,6.23143,1.164,0.1948078647255897,1.08992,0.732304,,,3.52946,4.720555555555555,4.672222222222223,2.94144,2.7722445723144924,-0.06246723211030757,-0.17483239589564367,1.3137748708435075,2.6195273053228494,2.9056946410697804,1.084,-0.024,-0.068,0.514,1.025,1.137
Sonny Gray,STL,31,,,164,,,,20,76,,51,,197,7,,,,,,0.232609,0.067122,0.258078,,,,,,,,0.295604,,,,,,,,,,3.69127,103.63999938964844,,,,916.6,,885.0,,Sonny Gray,12768,543243,,,,,,,9.080092390546415,,,,,,,5.352107134454241,16.0,P,12.0,10.0,19.0,3.40465,31.0,0.0,0.0,185.0,764.0,70.0,9.60985,2.49937,3.84491,0.956,0.190956138074398,1.1669,0.739935,,,3.35585,4.954594594594595,4.783783783783784,3.95154,2.9571592734036174,-0.06246723211030757,-0.17483239589564367,1.5746613581248694,1.7506293072625427,3.034942079761337,1.157,-0.024,-0.068,0.616,0.685,1.187
Pablo López,MIN,32,,,179,,,,24,85,,49,,205,9,,,,,,0.238261,0.060184,0.254031,,,,,,,,0.29751,,,,,,,,,,3.6876,63.959999084472656,,,,925.8,,904.0,,Pablo Lopez,17085,641154,,,,,,,8.965421896846838,,,,,,,5.237436640754663,15.7,P,12.0,11.0,19.0,3.59689,32.0,0.0,0.0,196.0,808.0,78.0,9.44743,2.23825,4.22091,1.087,0.1938470676541328,1.16337,0.73405,,,3.51699,4.723469387755102,4.612244897959184,3.55599,2.9571592734036174,-0.06246723211030757,-0.17483239589564367,1.1358022549137299,1.7904735516526817,3.31928644488276,1.157,-0.024,-0.068,0.444,0.7,1.298
Logan Webb,SFG,32,,,204,,,,17,87,,46,,177,7,,,,,,0.25613,0.053762,0.207969,,,,,,,,0.310074,,,,,,,,,,3.60478,101.04000091552734,,,,965.1000000000004,,994.0,,Logan Webb,17995,657277,,,,,,,8.745178475670636,,,,,,,5.017193219578462,15.1,P,13.0,11.0,19.0,3.46074,32.0,0.0,0.0,204.0,851.0,78.0,7.81838,2.02113,3.86832,0.755,0.1542068794369697,1.22874,0.721206,,,3.28937,4.730882352941178,4.872549019607843,3.61251,2.9571592734036174,-0.06246723211030757,-0.17483239589564367,1.4466151289368092,1.052621354546912,3.5260823467892495,1.157,-0.024,-0.068,0.566,0.412,1.379
