Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,K,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID,Pos,norm_name,Impact_AVG,Impact_OBP,R_Z,HR_Z,RBI_Z,SB_Z,Impact_OBP_Z,Total_Z,Rep_Level,Z_Above_Rep,Base_Value,Value,Target,Tier,Primary_Pos,Pos_Tier
Manuel Margot,,12.7854,47.335,43.7592,10.6446,7.97474,2.0747,0.0506679,0.544453,4.62643,4.46306,2.90363,0.0167588,9.4301,0.261729,0.357114,0.0533925,0.821073,0.228573,0.139491,0.243253,0.0613421,0.19922,0.307911,0.292078,0.330307,0.275239,0.622385,0.0870537,2.77154,0.295829,0.0471624,-0.084842,4.13967,-1.45333,73.7832,-0.0376796,-0.528272,-1.50440039858222,-0.3309668004512787,-0.0238742,999.0,2.30441,-0.0371994,1.94863,2.30441,0.0371994,2.40182,41.8,3.215384615,41.8,3.215384615,,,,,,,,,,,,,,,,,,,Manuel Margot,14712,622534,OF,Manuel Margot,-0.0817679667268643,-1.1323855644939758,-1.1379417466234596,-0.9863872958798604,-1.1033594709130357,-0.5670592581801728,-0.12732574671868918,-4.206614176197325,4.93721430821242,-9.143828484409745,0.0,0.0,False,7,OF,OF 7
Tristan Peters,CHW,8.28674,30.0532,27.3513,6.05139,4.30485,1.29019,0.0709498,0.3854,2.9065,2.73387,2.4687,0.0438128,7.42812,0.120521,0.0875041,0.0251123,0.34648,0.208363,0.0961322,0.221246,0.0821442,0.247166,0.332344,0.287751,0.315877,0.269318,0.603628,0.094631,3.30636,0.288708,0.00532414,-0.0429184,2.48381,-1.0672,69.7158,-0.0375942,0.0675919,-1.1132959499955175,-0.1455445289611816,-0.0247301,999.0,1.91507,-0.219911,1.99018,1.91507,0.219911,2.34643,15.5,1.9375,15.5,1.9375,,,,,,,,,,,,,,,,,,,Tristan Peters,30063,671976,DH,Tristan Peters,-0.6530284017647764,-0.8489967792002616,-1.200318962754563,-1.0041067293352532,-1.1667355945694087,-0.5691466996807537,-0.09546143315747822,-5.300399483218308,0.0,-5.300399483218308,0.0,0.0,False,7,DH,DH 7
Nick Allen,HOU,36.9429,134.639,121.443,27.0484,20.9102,5.04298,0.0851007,1.01008,12.882,9.28866,9.41449,0.0458114,27.4942,0.921159,0.94441,1.91599,2.21181,2.78262,0.9899,0.222724,0.0699238,0.204206,0.342418,0.281669,0.290603,0.257023,0.572272,0.0678787,3.96137,0.277347,0.0414594,-0.0548303,9.78355,-6.12513,62.1726,-0.0133709,0.22493,-6.016138473525643,1.1117624193429947,-0.027656,999.0,2.35734,0.196123,1.65339,2.35734,-0.196123,2.79549,87.0,2.351351351,87.0,2.351351351,,,,,,,,,,,,,,,,,,,Nick Allen,22277,669397,SS,Nick Allen,-2.7200304202374115,-4.6223987266819355,-0.8385345183203002,-0.9345137276885391,-0.9264975746979329,-0.3032579864219289,-0.5197437939517571,-3.708706297872585,6.2323935944793165,-9.941099892351902,0.0,0.0,False,7,SS,SS 7
Trey Lipscomb,WSN,7.39711,22.8313,21.4368,4.93115,3.61304,1.11721,0.0243294,0.17656,1.85138,1.82435,1.22748,0.0497398,4.85184,0.0762447,0.0584291,0.0323227,0.385075,0.326935,0.120502,0.230031,0.0537629,0.212508,0.252992,0.273471,0.309127,0.257352,0.582598,0.0790952,3.5504,0.288737,-0.00560135,-0.0160913,1.66513,-1.03256,61.8995,-0.0216926,-0.0930986,-1.0526847671717403,0.0210543051362037,-0.0278318,999.0,1.93092,0.00655132,2.04062,1.93092,-0.00655132,2.27918,12.9,1.842857142,12.9,1.842857142,,,,,,,,,,,,,,,,,,,Trey Lipscomb,31567,702358,3B,Trey Lipscomb,-0.32349394168382306,-0.9710105390520711,-1.238585315620232,-1.0273727254675127,-1.2000701916859455,-0.5568996876269746,-0.10918069413201117,-4.40636812581496,4.432236963281538,-8.838605089096497,0.0,0.0,False,7,3B,3B 7
Luis Matos,SFG,47.6152,182.273,168.57,40.9572,26.6274,8.52377,0.250052,5.55593,20.9306,21.1426,10.4199,0.254105,26.7149,1.66653,1.35334,0.263793,3.10842,3.22661,0.627514,0.242969,0.0571665,0.146565,0.390041,0.291433,0.395379,0.297743,0.686812,0.15241,4.33351,0.257179,-0.114036,0.134446,19.2709,-2.26604,89.242,0.0204097,-2.29052,-2.2971893455833197,-4.149143695831299,-0.0283841,999.0,3.43134,0.977168,1.40037,3.43134,-0.977168,3.13284,182.0,3.791666666,182.0,3.791666666,,,,,,,,,,,,,,,,,,,Luis Matos,26467,682641,OF,Luis Matos,-0.3628619545339852,-4.478045941279929,-0.5466335329588038,-0.42807947889601183,-0.4920416923164557,-0.25739934456923685,-0.5035127267529742,-2.4662497246806705,4.93721430821242,-7.4034640328930905,0.0,0.0,False,7,OF,OF 7
Petey Halpin,CLE,17.2916,41.8171,38.5393,8.23741,5.7394,1.56559,0.0882339,0.844184,4.56054,3.53628,3.00485,0.0167643,12.4478,0.126433,0.10713,0.0393017,0.416389,0.717977,0.129773,0.21374,0.0718571,0.297673,0.241396,0.272123,0.324656,0.264404,0.596779,0.110916,4.69137,0.291594,-0.0434241,0.0320004,3.28923,-1.65178,67.8663,-0.0114237,0.130978,-1.595176046714187,-0.1358674615621566,-0.0298515,999.0,1.48603,-0.347705,1.93231,1.48603,0.347705,2.42358,31.9,1.876470588,31.9,1.876470588,,,,,,,,,,,,,,,,,,,Petey Halpin,27931,690984,DH,Petey Halpin,-1.2094244790757576,-1.8348421970997895,-1.140331398976101,-0.9529955113236536,-1.1373266601069665,-0.5165099152731818,-0.20631016517866865,-5.156949639935326,0.0,-5.156949639935326,0.0,0.0,False,7,DH,DH 7
Nicky Lopez,COL,10.9127,31.4942,28.5311,7.10762,6.19367,0.790369,0.0924782,0.0311052,3.75823,2.73761,2.55961,0.0243,4.7534,0.153255,0.0731493,0.177099,0.738982,0.331863,0.188379,0.249119,0.0812726,0.150929,0.538481,0.313582,0.286574,0.272541,0.600156,0.0374553,3.91936,0.297086,0.0763838,-0.0694095,2.68531,-1.03597,58.6313,0.00697423,0.0269402,-1.537200917489827,0.195346400141716,-0.0300835,999.0,1.94113,-0.327802,2.00458,1.94113,0.327802,2.32723,22.1,2.009090909,22.1,2.009090909,,,,,,,,,,,,,,,,,,,Nicky Lopez,19339,670032,2B/SS,Nicky Lopez,0.1140505284454262,-0.07617805551828738,-1.1694290158989675,-1.0435772399964274,-1.1665985207357208,-0.5563906865525132,-0.008565481675648473,-3.9604144334335256,4.290443792376481,-8.250858225810006,0.0,0.0,False,7,2B,2B 7
Jared Young,NYM,11.9365,36.9437,33.1285,7.4577,5.41985,1.07451,0.0313568,0.931979,4.60953,4.26073,3.29639,0.033292,9.53873,0.304541,0.160747,0.05346,0.570562,0.272654,0.123498,0.225114,0.0892276,0.258196,0.34558,0.299772,0.343839,0.286312,0.64361,0.118724,3.4912,0.285983,0.00927562,-0.0553763,3.56303,-0.802147,81.3898,-0.0461007,-0.137663,-0.8586973585188389,-0.6902785301208496,-0.0305549,999.0,2.52198,0.0466343,1.93405,2.52198,-0.0466343,2.42127,27.5,2.291666666,27.5,2.291666666,,,,,,,,,,,,,,,,,,,Jared Young,20404,676724,1B,Jared Young,-0.6628214174541973,-0.5995517831431948,-1.1385546639820823,-0.9432146353878572,-1.1107750187125223,-0.5625062394376144,-0.06741376866574682,-4.144658146339402,5.94346703347981,-10.088125179819212,0.0,0.0,False,7,1B,1B 7
Eloy Jiménez,TOR,7.14971,27.4398,25.3221,6.12485,4.1927,1.27848,0.00429202,0.649368,2.54744,3.28653,1.91396,0.0403975,5.58116,0.105309,0.0825074,0.0159566,0.666281,0.0441655,0.0206876,0.241877,0.0697511,0.203396,0.342932,0.296971,0.369638,0.292207,0.66661,0.127761,1.70392,0.285566,0.00118256,-0.0403816,2.77777,-0.464462,86.438,-0.039199,0.0,-0.4778075292706489,-0.7723455429077148,-0.0312788,999.0,2.82605,0.295325,2.00891,2.82605,-0.295325,2.32145,26.9,3.842857142,26.9,3.842857142,,,,,,,,,,,,,,,,,,,Eloy Jimenez,17484,650391,OF,Eloy Jimenez,-0.08215981114331701,-0.5221738054596561,-1.2133410992508356,-0.97469915192173,-1.1464801868351915,-0.5861062581068611,-0.058713367409270745,-4.3447106149847885,4.93721430821242,-9.28192492319721,0.0,0.0,False,7,OF,OF 7
Garrett Hampson,CIN,18.1955,55.5497,50.0414,10.8306,8.03204,2.22393,0.131711,0.442946,5.78264,4.13366,4.5054,0.0217392,15.2685,0.175942,0.159591,0.667404,0.779788,1.88394,0.299612,0.216433,0.0811056,0.274862,0.295077,0.28264,0.292694,0.259026,0.575335,0.0762607,5.42334,0.301184,-0.0854229,0.170306,4.12687,-2.43676,58.1464,0.084883,0.0471377,-2.6706697195768356,0.515129990875721,-0.0314495,999.0,1.93043,-0.258479,1.91236,1.93043,0.258479,2.45019,36.2,2.011111111,36.2,2.011111111,,,,,,,,,,,,,,,,,,,Garrett Hampson,19262,641658,2B/OF,Garrett Hampson,-1.4356171655415852,-1.8531822281430654,-1.096009132468847,-0.9976957687270032,-1.1154322304897215,-0.39608044697324174,-0.2083723233522167,-3.799473535634691,4.290443792376481,-8.089917328011172,0.0,0.0,False,7,2B,2B 7
Brock Wilken,MIL,12.53,47.8692,42.1833,8.28969,5.1882,1.54222,0.0375096,1.52175,4.82567,5.56767,5.34231,0.0153884,15.7351,0.178662,0.126329,0.0385527,0.568054,0.0798885,0.0383937,0.196516,0.111602,0.328711,0.339515,0.288741,0.343079,0.281945,0.63182,0.146563,2.0672,0.270147,0.0158103,-0.0703421,4.44701,-1.2091,79.4811,-0.0545318,-0.876359,-1.218668170273304,-0.6829946339130402,-0.0316191,999.0,1.53396,-0.0524928,1.85384,1.53396,0.0524928,2.52821,42.4,3.261538461,42.4,3.261538461,,,,,,,,,,,,,,,,,,,Brock Wilken,sa3022499,694385,3B,Brock Wilken,-2.050344149171184,-1.3049046426958693,-1.1307158499055927,-0.8775107002943945,-1.0628746774825473,-0.5824165167547952,-0.14672383968633682,-4.003992795813047,4.432236963281538,-8.436229759094584,0.0,0.0,False,7,3B,3B 7
Heston Kjerstad,BAL,13.8195,51.3532,46.689,10.7341,7.37177,1.86949,0.0777769,1.41503,5.62674,5.46759,3.26648,0.130455,13.6256,1.21459,0.15293,0.0301753,0.927415,0.127336,0.0703134,0.229905,0.0636081,0.26533,0.239732,0.296458,0.364201,0.291006,0.660659,0.134296,2.86372,0.293039,0.0155311,-0.0807147,5.14848,-0.919304,86.4515,-0.0651836,-0.55605,-0.8852175995707512,-1.195839762687683,-0.0320814,999.0,2.27296,0.486001,1.88845,2.27296,-0.486001,2.48207,41.8,2.985714285,41.8,2.985714285,,,,,,,,,,,,,,,,,,,Heston Kjerstad,31166,677008,OF/DH,Heston Kjerstad,-0.710447331244926,-1.0035851287252993,-1.1016632044338914,-0.8893999317981042,-1.066542685310218,-0.5775157804559921,-0.11284339002309854,-4.025196401831437,4.93721430821242,-8.962410710043857,0.0,0.0,False,7,OF,OF 7
Junior Perez,ATH,12.0934,47.707,43.0526,8.82186,5.04346,2.32803,0.0562179,1.39416,5.49323,4.81764,4.2825,0.0458816,16.2806,0.1126,0.122723,0.136619,0.44792,1.56633,0.249634,0.204909,0.0897666,0.341262,0.263043,0.27784,0.358742,0.279967,0.636582,0.153834,5.19238,0.291276,-0.083002,0.149028,4.35534,-1.28161,77.0312,0.0660263,-0.541352,-1.229080505669117,-0.7279791682958603,-0.0350367,999.0,1.96601,0.870341,1.8931,1.96601,-0.870341,2.47586,38.4,3.2,38.4,3.2,,,,,,,,,,,,,,,,,,,Junior Perez,sa3005744,678577,DH,Junior Perez,-1.7312565160271087,-1.8205371107304142,-1.1065052515670095,-0.8917249717295361,-1.090363845258205,-0.42888560753729393,-0.20470169730256146,-4.971256710144337,0.0,-4.971256710144337,0.0,0.0,False,7,DH,DH 7
Justin Dean,CHC,15.1854,25.0855,22.7781,4.63847,3.86098,0.578489,0.0417501,0.15725,2.96791,2.14003,2.0761,0.000610076,8.3649,0.142305,0.0584046,0.0306144,0.307566,1.86265,0.215235,0.203637,0.0827607,0.333456,0.248191,0.273674,0.253411,0.241702,0.527085,0.0497732,6.86005,0.313058,-0.186379,0.244257,1.5108,-1.45325,50.7454,0.0578775,-0.0279471,-1.402465034276247,0.2063954677432775,-0.0355094,999.0,1.745,-0.552367,2.02209,1.745,0.552367,2.30388,17.7,1.18,17.7,1.18,,,,,,,,,,,,,,,,,,,Justin Dean,25005,681909,DH,Justin Dean,-0.9449401203228005,-1.0617888494493222,-1.1980917879029056,-1.0295239722847602,-1.1885002805045,-0.39827943903397234,-0.11938783251279418,-5.186240734768293,0.0,-5.186240734768293,0.0,0.0,False,7,DH,DH 7
Juan Brito,CLE,28.4668,113.572,100.242,22.8072,15.1778,5.15804,0.140115,2.33127,12.2412,11.45,10.8497,0.32,23.5314,1.09633,1.03984,0.343422,1.58518,1.67537,0.725056,0.22752,0.095532,0.207194,0.461075,0.306931,0.35154,0.291344,0.658471,0.12402,3.69751,0.271493,0.0130872,-0.138798,11.4174,-2.00194,86.4245,-0.125711,-2.75838,-1.94288931787014,-2.319082111120224,-0.0361182,999.0,3.14316,0.577043,1.64712,3.14316,-0.577043,2.80384,99.1,3.539285714,99.1,3.539285714,,,,,,,,,,,,,,,,,,,Juan Brito,sa3009808,682877,2B,Juan Brito,-1.764418500477283,-1.0300749093028367,-0.8617746037288988,-0.7873254427336464,-0.847282826114223,-0.4176231324643924,-0.1158219082930276,-3.328945338941854,4.290443792376481,-7.619389131318335,0.0,0.0,False,7,2B,2B 7
Niko Kavadas,LAA,7.56787,22.699,19.8905,3.64836,2.0911,0.742973,0.040033,0.77425,2.15967,2.41339,2.34969,0.042746,8.83138,0.332008,0.109081,0.0177635,0.188881,0.0701465,0.0171697,0.183422,0.103515,0.389064,0.266061,0.279087,0.341578,0.276134,0.620665,0.158156,2.64091,0.276518,-0.0157461,-0.0242282,2.00163,-0.680433,73.5841,-0.0399744,0.0263456,-0.7466899417340755,-0.3906703926622867,-0.0364332,999.0,0.961809,-1.96991,1.98836,0.961809,1.96991,2.34885,20.7,2.5875,20.7,2.5875,,,,,,,,,,,,,,,,,,,Niko Kavadas,29782,694359,1B,Niko Kavadas,-1.227235678167249,-0.8379062629970168,-1.2274044699107798,-0.9607865675078779,-1.178481429387673,-0.5834227441223687,-0.09421441244178683,-4.216364018907763,5.94346703347981,-10.159831052387574,0.0,0.0,False,7,1B,1B 7
James Triantos,CHC,8.51158,28.4355,26.6728,6.71534,5.5212,0.920296,0.0458394,0.228008,3.61237,3.13819,1.52781,0.0341847,4.56903,0.118994,0.0852648,0.0306565,0.481707,0.709776,0.196458,0.251767,0.0537288,0.16068,0.334383,0.294391,0.315353,0.270703,0.609744,0.0635854,4.98549,0.295402,0.0374852,0.014407,2.38209,-0.977788,70.667,0.0518921,-0.539029,-0.9339391738176346,-0.4076773524284363,-0.0388006,999.0,2.59041,-0.366659,2.01192,2.59041,0.366659,2.31743,23.0,2.555555555,23.0,2.555555555,,,,,,,,,,,,,,,,,,,James Triantos,sa3017295,701649,2B,James Triantos,0.17725171427961112,-0.6144853636699257,-1.174718964178771,-1.0216411176863767,-1.1519169602280437,-0.5173569765174305,-0.06909290459909775,-4.2729328978952115,4.290443792376481,-8.563376690271692,0.0,0.0,False,7,2B,2B 7
Alex Verdugo,SDP,24.1526,88.6046,80.9271,19.9483,15.5971,3.06352,0.0650295,1.22264,10.9427,9.88298,6.92073,0.0785693,14.0179,0.34473,0.308413,0.103601,1.6135,0.37077,0.140009,0.246497,0.0781081,0.158207,0.493708,0.307497,0.331283,0.284686,0.63878,0.0847863,2.91615,0.283744,-0.0200804,-0.133594,8.42846,-2.04086,80.2725,-0.153675,-0.187576,-2.219592869281769,-1.1642581671476364,-0.0393995,999.0,3.60167,-0.216101,1.7467,3.60167,0.216101,2.67106,70.1,2.920833333,70.1,2.920833333,,,,,,,,,,,,,,,,,,,Alex Verdugo,17027,657077,OF,Alex Verdugo,0.11130801067004077,-0.75347547270062,-0.9088676919047185,-0.9108333018224547,-0.9047152963991597,-0.5523720776231169,-0.08472099098039455,-3.7358398984326815,4.93721430821242,-8.673054206645102,0.0,0.0,False,7,OF,OF 7
Adrian Del Castillo,ARI,60.6766,228.569,206.398,47.6511,28.8485,10.8298,0.508473,7.46421,24.0574,27.1805,18.3671,0.469235,65.4454,1.81331,1.84056,0.149599,2.98252,0.683602,0.274774,0.230869,0.0803568,0.286327,0.280647,0.29696,0.396759,0.30144,0.693719,0.16589,2.6742,0.296956,-0.0597975,-0.296379,24.8517,-2.1555,91.097,-0.356177,-1.17676,-2.76802334189415,-5.234355330467224,-0.0407031,999.0,4.28482,0.41556,1.10666,4.28482,-0.41556,3.52445,228.1,3.739344262,228.1,3.739344262,,,,,,,,,,,,,,,,,,,Adrian Del Castillo,29554,680728,C,Adrian Del Castillo,-2.9417058972409413,-4.35213577738235,-0.43323294142383767,-0.21548593791120071,-0.27074808257732097,-0.5200604250001718,-0.4893553530276248,-2.2086202714536407,3.475655594645327,-5.684275866098968,0.0,0.0,False,7,C,C 7
Ben Gamel,ATL,18.871,79.7566,70.2458,15.5817,10.3453,3.26883,0.0883908,1.87915,8.86539,7.42926,8.51354,0.188045,23.4946,0.670862,0.198059,0.128374,1.03157,0.620624,0.216121,0.221816,0.106744,0.294579,0.362361,0.311021,0.35112,0.294955,0.662142,0.129304,3.22689,0.304027,-0.100932,-0.0920679,8.25177,-1.17209,87.1676,-0.193,-0.77415,-1.40602008998394,-1.6478092074394226,-0.0409565,999.0,2.05303,2.85584,1.76415,2.05303,-2.85584,2.6478,79.0,4.157894736,79.0,4.157894736,,,,,,,,,,,,,,,,,,,Ben Gamel,12160,592325,OF,Ben Gamel,-1.6371197549458454,-0.3971716243328882,-0.9842061154692255,-0.8376942522113189,-0.9946459935105909,-0.5265652686826846,-0.04465808751832383,-3.6097762218656517,4.93721430821242,-8.546990530078071,0.0,0.0,False,7,OF,OF 7
Jose Miranda,SDP,10.3073,39.5801,36.9912,8.50998,5.82012,1.9695,0.0441538,0.676211,3.37682,3.69335,2.19351,0.038316,7.93299,0.252519,0.120366,0.0225511,0.74301,0.0695894,0.0435659,0.230054,0.0554194,0.200429,0.276504,0.276964,0.340525,0.271303,0.617489,0.110471,2.05899,0.274847,0.0311499,-0.0582406,3.33499,-1.3417,71.0797,-0.0270907,-0.0513576,-1.3799892850220203,-0.3694853484630584,-0.0419392,999.0,2.29517,-0.161579,1.96542,2.29517,0.161579,2.37944,34.6,3.46,34.6,3.46,,,,,,,,,,,,,,,,,,,Jose Miranda,20538,669304,3B/DH,Jose Miranda,-0.5573682040986975,-1.5450803025994937,-1.1832617265351932,-0.9717086848934869,-1.1315699255996503,-0.5834802856196459,-0.17372925745192683,-4.336363771096885,4.432236963281538,-8.768600734378424,0.0,0.0,False,7,3B,3B 7
Jack Suwinski,LAD,34.9079,119.076,104.118,20.9139,12.1692,4.29744,0.346563,4.10067,14.6296,13.4703,12.7941,0.498236,37.0621,1.33102,0.655573,0.177049,1.2762,2.6715,0.626487,0.200867,0.107445,0.311248,0.345208,0.294697,0.366954,0.291265,0.66165,0.166086,5.13064,0.264314,-0.123019,0.107446,11.9631,-2.10661,84.7923,-0.0155734,-0.976646,-2.1558663304895163,-2.2892098426818848,-0.0424637,999.0,1.52488,-0.585178,1.49712,1.52488,0.585178,3.00384,107.7,3.077142857,107.7,3.077142857,,,,,,,,,,,,,,,,,,,Jack Suwinski,22244,669261,OF,Jack Suwinski,-4.607699314057599,-2.536770852327976,-0.7751537860168248,-0.5902039451449671,-0.7732373003923703,-0.31473529961067453,-0.2852352177159758,-2.858362429765388,4.93721430821242,-7.795576737977807,0.0,0.0,False,7,OF,OF 7
Luke Williams,ATL,13.6829,22.4368,20.5243,4.21917,2.91562,0.869243,0.0876049,0.346704,2.42839,1.8355,1.39682,0.0105365,6.45166,0.216067,0.221705,0.0778809,0.409185,1.4583,0.217555,0.205569,0.0622555,0.287548,0.216505,0.260838,0.307134,0.251509,0.567972,0.101565,7.12313,0.277642,-0.144648,0.172742,1.52992,-1.12116,57.4058,0.0280936,-0.31983,-1.10458155721426,-0.0725103318691253,-0.0440572,999.0,1.78457,-0.977674,2.03421,1.78457,0.977674,2.28772,9.2,0.657142857,9.2,0.657142857,,,,,,,,,,,,,,,,,,,Luke Williams,19931,663897,2B/3B/SS/OF/DH,Luke Williams,-0.8117892056762285,-1.2376766287981076,-1.2176587212356884,-1.0084176898137722,-1.1996615357379186,-0.44004376217894425,-0.1391647031710527,-3.5146811240624514,4.290443792376481,-7.805124916438932,0.0,0.0,False,7,2B,2B 7
Curtis Mead,CHW,25.4726,92.4309,84.0531,20.0972,13.7187,4.30417,0.103538,1.97077,10.1682,8.89595,6.04131,0.114261,20.0813,1.99733,0.290707,0.0484207,1.62884,1.62539,0.33336,0.239101,0.0653603,0.217258,0.300842,0.304558,0.363112,0.294948,0.66767,0.124012,4.30612,0.290992,-0.0845335,0.0456814,9.56258,-1.35884,87.3222,-0.0388521,-2.15202,-1.423840757459402,-2.1520159360107565,-0.0457947,999.0,2.97537,0.407111,1.77547,2.97537,-0.407111,2.6327,86.2,3.448,86.2,3.448,,,,,,,,,,,,,,,,,,,Curtis Mead,23986,678554,2B,Curtis Mead,-0.5060491826410172,-1.0576679637153532,-0.9369567152333074,-0.8274872489282428,-0.9408906937427425,-0.42278544449799127,-0.1189244789787402,-3.549796885985952,4.290443792376481,-7.8402406783624325,0.0,0.0,False,7,2B,2B 7
Austin Barnes,NYM,13.8703,45.6925,41.5301,8.64855,7.14614,1.01744,0.0396641,0.445303,5.29148,2.59798,3.47636,0.0118667,10.9945,0.194492,0.115243,0.376309,0.932358,0.318846,0.143158,0.208248,0.0760816,0.240619,0.316192,0.271854,0.266824,0.244696,0.538678,0.0585763,3.71317,0.271581,-0.017967,-0.0661881,2.86296,-2.53597,52.8023,-0.0841551,-0.460472,-2.633044958114624,0.6097668409347534,-0.0487874,999.0,2.61831,0.310362,1.91073,2.61831,-0.310362,2.45236,20.3,1.45,20.3,1.45,,,,,,,,,,,,,,,,,,,Austin Barnes,12158,605131,C,Austin Barnes,-1.5313638451325198,-2.0171774915145457,-1.1138221792061866,-0.9974331851564049,-1.1717160660292625,-0.5577351806649854,-0.22681199621790976,-4.388821493791403,3.475655594645327,-7.864477088436731,0.0,0.0,False,7,C,C 7
DaShawn Keirsey Jr.,ATL,13.9071,26.6745,24.5346,5.23611,3.71215,0.97327,0.0837854,0.466905,2.8446,2.23346,1.54011,0.0169357,7.57729,0.339278,0.124907,0.135663,0.3463,1.65123,0.297089,0.213417,0.057737,0.284064,0.203253,0.268116,0.317008,0.259273,0.585124,0.103591,6.60461,0.287037,-0.116976,0.171782,1.98703,-1.16478,62.7243,0.0548055,0.0521449,-1.1236603111028671,-0.241886667907238,-0.0489134,999.0,1.40045,2.96117,2.0244,1.40045,-2.96117,2.30081,15.7,1.121428571,15.7,1.121428571,,,,,,,,,,,,,,,,,,,DaShawn Keirsey Jr.,24496,680577,OF,DaShawn Keirsey Jr.,-0.7778594131805986,-1.2773029998248553,-1.2025639085828905,-0.9950265961483169,-1.1850760002153387,-0.42011649405885165,-0.14362030331197043,-4.159433710621876,4.93721430821242,-9.096648018834296,0.0,0.0,False,7,OF,OF 7
Zach Dezenzo,HOU,29.9072,114.301,103.841,23.6473,15.2884,5.02409,0.0642556,3.27062,13.3133,12.2005,8.5987,0.0256467,34.2136,0.937922,0.850238,0.0723258,1.89984,1.35539,0.307893,0.227725,0.0752288,0.29933,0.251324,0.290506,0.371834,0.290285,0.66234,0.144109,3.69855,0.303191,-0.0275036,-0.0187259,11.3924,-2.11311,85.0855,-0.0462294,-0.913207,-2.055462896823883,-2.363733947277069,-0.0496376,999.0,1.85164,0.392674,1.60676,1.85164,-0.392674,2.85765,105.0,3.5,105.0,3.5,,,,,,,,,,,,,,,,,,,Zach Dezenzo,31562,701305,1B/3B/DH,Zach Dezenzo,-1.8064792148605515,-2.9140807158306963,-0.8228924321206613,-0.6826763646507222,-0.8197764324824602,-0.45067308453543997,-0.3276600433417592,-3.0090058728554565,4.432236963281538,-7.441242836136994,0.0,0.0,False,7,1B,1B 7
Mickey Gasper,BOS,12.7718,38.0318,33.9511,7.84674,5.81474,1.21847,0.0328561,0.78067,4.48449,4.18464,3.48671,0.0554123,7.65081,0.349246,0.129426,0.115296,0.705852,0.191649,0.0712849,0.231119,0.0916789,0.201169,0.455731,0.308116,0.337925,0.288527,0.646041,0.106806,3.12068,0.27549,0.0101505,-0.0542075,3.73637,-0.75738,79.1033,-0.044057,-1.83011,-0.980751983821392,-0.8446399569511414,-0.052834,999.0,2.61765,0.31427,1.94277,2.61765,-0.31427,2.40965,32.1,2.469230769,32.1,2.469230769,,,,,,,,,,,,,,,,,,,Mickey Gasper,24759,681508,C,Mickey Gasper,-0.47540330479639775,-0.2998729972347732,-1.1430895270899024,-0.9600713419995026,-1.1135637748636757,-0.5708730478866275,-0.033717802920553465,-4.152701367480535,3.475655594645327,-7.628356962125862,0.0,0.0,False,7,C,C 7
Joey Meneses,ATH,15.5235,46.9794,43.5027,10.6605,7.36434,2.24899,0.0263928,1.02077,4.35771,4.91626,2.59227,0.117758,9.24549,0.406761,0.429995,0.0476702,1.08155,0.0636329,0.0363134,0.245054,0.0551788,0.196799,0.280382,0.291051,0.368358,0.2871,0.659409,0.123305,1.74118,0.28633,-0.0293795,-0.0697826,4.56099,-0.989989,81.9313,-0.0991621,-0.142327,-1.1024391204118729,-1.0054114311933515,-0.052984,999.0,1.27743,-0.868193,1.9479,1.27743,0.868193,2.4028,41.8,2.6125,41.8,2.6125,,,,,,,,,,,,,,,,,,,Joey Meneses,14366,608841,1B,Joey Meneses,-0.0029403109075788764,-1.1721264619174243,-1.1476874952985512,-0.9333227992330044,-1.0867493475367334,-0.5840955179451388,-0.13179422423939355,-4.058030180115178,5.94346703347981,-10.001497213594988,0.0,0.0,False,7,1B,1B 7
Wade Meckler,LAA,11.6647,34.6863,30.8858,6.83776,5.19396,1.33316,0.1353,0.175337,3.51228,2.73786,3.31971,0.0653633,8.12754,0.210508,0.186372,0.0839505,0.707809,0.455243,0.134583,0.221388,0.0957066,0.234315,0.408452,0.299632,0.290345,0.267139,0.589976,0.0689562,4.56512,0.292605,0.0212676,-0.0212281,2.80538,-1.29308,67.3879,3.94757e-05,0.0,-1.3332044904200302,-0.3823451101779938,-0.0533766,999.0,0.972552,-1.95529,1.9788,0.972552,1.95529,2.3616,20.1,1.675,20.1,1.675,,,,,,,,,,,,,,,,,,,Wade Meckler,31490,685133,OF,Wade Meckler,-0.7330308880472901,-0.5677729802976736,-1.1783489581683881,-1.0275089748127997,-1.1665893580463031,-0.5436470679309561,-0.0638405512661236,-4.138414250170148,4.93721430821242,-9.075628558382569,0.0,0.0,False,7,OF,OF 7
