Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,K,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID,Pos,norm_name,Impact_AVG,Impact_OBP,R_Z,HR_Z,RBI_Z,SB_Z,Impact_OBP_Z,Total_Z,Rep_Level,Z_Above_Rep,Base_Value,Value,Target,Tier,Primary_Pos,Pos_Tier
Ke'Bryan Hayes,CIN,126.727,504.47,463.779,112.117,82.4833,19.1953,2.05197,8.38684,51.5533,46.4863,33.1447,0.832774,99.5705,3.84031,2.89333,0.812762,9.98739,10.5053,3.09874,0.241747,0.065702,0.197376,0.332877,0.296039,0.346236,0.282942,0.642275,0.104489,4.66332,0.289172,0.24872,0.0488858,47.2734,-12.3337,74.5296,0.297606,5.63299,-14.931220591068268,7.58866286277771,0.965963,999.0,1.81524,-1.88212,0.609016,1.81524,1.88212,4.18798,428.4,3.373228346,428.4,3.373228346,,,,,,,,,,,,,,,,,,,Ke'Bryan Hayes,18577,663647,3B,Ke'Bryan Hayes,-1.5650635855755899,-10.070127396869676,0.563969094135287,-0.11269956551364044,0.43682411485917033,0.4943987541869773,-1.132287915496115,0.5810223273496498,4.432236963281538,-3.851214635931888,0.0,0.0,False,7,3B,3B 7
Brooks Lee,MIN,133.732,539.708,496.916,119.528,82.0635,22.3444,1.53869,13.5814,54.3003,59.6423,34.6893,1.1462,93.5272,2.87233,4.6527,0.577556,10.2711,4.61076,1.21255,0.24054,0.0642743,0.173292,0.370901,0.291376,0.373693,0.289534,0.665069,0.133153,3.74762,0.268586,-0.588487,-0.356568,53.4639,-10.3067,83.235,-0.945055,-3.63029,-11.609419763088226,2.4639012813568115,0.964842,521.6500244140625,1.97995,-0.831594,0.201982,1.97995,0.831594,4.73069,502.5,3.75,502.5,3.75,,,,,,,,,,,,,,,,,,,Brooks Lee,31595,686797,SS,Brooks Lee,-2.276664958537632,-13.290199580105082,0.6635953653859431,0.4660047673190995,0.9190014827731898,-0.1144338743550343,-1.4943537242401068,0.7973044507144925,6.2323935944793165,-5.435089143764824,0.0,0.0,False,7,SS,SS 7
Agustín Ramírez,MIA,124.311,519.517,472.419,115.069,69.6128,26.0159,1.01157,18.4285,62.1874,64.8449,37.597,1.85053,102.092,5.95284,3.32671,0.221842,9.63277,12.5409,2.99617,0.243574,0.0723691,0.196513,0.368267,0.30545,0.419953,0.313393,0.725403,0.176379,4.77656,0.272054,-0.715564,0.546344,61.5274,0.142517,98.9284,-0.16922,-6.54866,-0.8290529400110245,-7.085804283618927,0.958627,83.9800033569336,1.37479,1.69782,0.294534,1.37479,-1.69782,4.60729,570.6,4.601612903,570.6,4.601612903,,,,,,,,,,,,,,,,,,,Agustin Ramirez,26546,682663,C,Agustin Ramirez,-0.7311105229094084,-5.481318059315028,0.949639181906165,1.0060000261424789,1.1096807146300975,0.7046509025582021,-0.6163209217673156,3.5434358488920936,3.475655594645327,0.0677802542467667,1.39,1.39,False,6,C,C 6
Garrett Mitchell,MIL,93.7761,360.893,319.993,72.5668,47.0155,14.0396,2.68297,8.82865,42.2469,33.9306,32.831,0.361665,107.894,3.37509,2.15145,2.54254,3.7655,12.2612,2.85815,0.226776,0.0909714,0.298963,0.30429,0.303537,0.37019,0.296634,0.673727,0.143414,6.48029,0.310279,-0.145956,0.734759,37.8308,-4.81151,89.5437,0.588802,0.0909162,-3.883706033229828,1.233412429690361,0.957309,690.780029296875,1.31938,0.265761,0.9331,1.31938,-0.265761,3.75587,353.5,3.760638297,353.5,3.760638297,,,,,,,,,,,,,,,,,,,Garrett Mitchell,27555,669003,OF,Garrett Mitchell,-5.8704601117584545,-4.4980968505498975,0.22645109968057042,-0.06347935027138066,-0.023351803225206073,0.675761373230519,-0.505767256548511,0.5011486665120639,4.93721430821242,-4.436065641700356,0.0,0.0,False,7,OF,OF 7
Dalton Rushing,LAD,55.9051,201.486,177.779,39.5554,24.5196,8.26708,0.258876,6.50979,24.1738,24.951,18.8061,0.373775,57.51,3.35775,1.41151,0.131414,2.55736,0.774072,0.208175,0.222497,0.0933368,0.285429,0.327006,0.30652,0.381763,0.302666,0.688282,0.159266,2.96449,0.286926,-0.0780602,-0.236158,22.1077,-1.69946,92.6243,-0.314218,1.22396,-2.0706689059734344,4.5421648025512695,0.95055,743.3800048828125,2.12835,2.2408,1.09816,2.12835,-2.2408,3.53578,202.9,3.623214285,202.9,3.623214285,,,,,,,,,,,,,,,,,,,Dalton Rushing,31382,687221,C,Dalton Rushing,-4.022176836099288,-1.9102477302548446,-0.42901142778220086,-0.32181390203948557,-0.3524609468038568,-0.5107159998365126,-0.214788784225688,-1.9148338977686292,3.475655594645327,-5.390489492413956,0.0,0.0,False,7,C,C 7
Gabriel Arias,CLE,111.855,444.38,408.918,92.367,60.0703,19.2824,1.58566,11.4286,45.3398,45.5121,26.7616,0.818479,138.431,4.94869,2.89908,0.852589,7.69937,8.5818,3.24023,0.225881,0.0602223,0.311515,0.193321,0.279751,0.364636,0.281126,0.644387,0.138755,4.83707,0.308975,0.289707,-0.211074,40.9871,-11.5198,79.3856,0.0786326,0.00888994,-10.71825286000967,4.559687875211239,0.934756,747.1400146484375,1.7064,0.00178375,0.554714,1.7064,-0.00178375,4.26038,380.8,3.4,380.8,3.4,,,,,,,,,,,,,,,,,,,Gabriel Arias,22563,672356,3B,Gabriel Arias,-7.867823237723246,-16.108684495129026,0.33862222976835865,0.22617026974426682,0.4011189467365009,0.2957251408090785,-1.8112649492442459,-0.28059957852055284,4.432236963281538,-4.7128365418020906,0.0,0.0,False,7,3B,3B 7
Zach McKinstry,DET,104.095,403.163,361.24,84.3058,55.9547,15.9824,4.62923,7.73936,48.3118,36.2084,33.7482,0.635994,87.8291,4.08545,3.02722,1.0621,4.03106,13.5954,3.42169,0.233379,0.0837086,0.21785,0.384248,0.303753,0.367525,0.294756,0.671279,0.134146,6.82285,0.284953,0.321646,0.702876,41.647,-5.98981,87.3395,1.02452,0.81867,-4.991436958312988,0.0431669950485229,0.913439,492.55999755859375,1.3508,0.00929469,0.915622,1.3508,-0.00929469,3.77917,391.7,3.766346153,391.7,3.766346153,,,,,,,,,,,,,,,,,,,Zach McKinstry,19392,656716,3B/SS/OF,Zach McKinstry,-4.24189290780006,-4.937858313609588,0.44640864336753966,-0.18483262036766895,0.06013129259681835,0.8135676300377934,-0.55521415733729,1.3234754568090739,4.432236963281538,-3.108761506472464,0.0,0.0,False,7,3B,3B 7
Austin Martin,MIN,82.4316,319.035,277.127,69.8037,51.1773,14.4629,0.960113,3.20342,36.8483,24.3438,33.1757,0.256739,55.913,4.61924,1.76319,2.34933,6.4124,13.504,3.47089,0.251883,0.103988,0.175257,0.593344,0.339765,0.345679,0.307851,0.685444,0.0937957,5.48232,0.30304,-0.364422,0.693734,36.3485,-1.34794,95.853,0.329312,1.09022,-1.2300256192684174,-0.8455694913864136,0.9111,747.4099731445312,1.78759,0.178362,1.44445,1.78759,-0.178362,3.07407,321.7,3.923170731,321.7,3.923170731,,,,,,,,,,,,,,,,,,,Austin Martin,27462,668885,OF,Austin Martin,1.8737695021315883,7.5816127164199685,0.03065845753503289,-0.6901628372617539,-0.37471528686142686,0.8041271474473386,0.8524786351206011,0.7061111791988285,4.93721430821242,-4.231103129013592,0.0,0.0,False,7,OF,OF 7
Adolis García,PHI,134.776,561.982,513.543,120.012,71.1902,23.9492,1.02107,23.8518,67.9067,77.9574,37.3216,0.953724,145.374,5.45644,5.18786,0.472749,7.74069,11.2674,3.37427,0.233695,0.0664108,0.258682,0.256727,0.289916,0.423643,0.307023,0.713559,0.189948,4.57008,0.275134,-0.0738575,0.125574,63.6504,-2.7521,94.2956,0.0517164,0.101147,-3.747799128293991,-6.138501964509487,0.901472,217.13999938964844,3.0302,0.279913,0.750984,3.0302,-0.279913,3.99869,597.4,4.425185185,597.4,4.425185185,,,,,,,,,,,,,,,,,,,Adolis Garcia,19287,666969,OF/DH,Adolis Garcia,-5.868044876484453,-14.65918601365994,1.1570627469458001,1.6101873313717567,1.5902637745854475,0.5731142003815688,-1.6482829382512565,3.5491042822300796,4.93721430821242,-1.3881100259823405,0.0,0.0,False,7,OF,OF 7
Max Muncy,ATH,96.9202,378.038,345.305,80.3659,51.2906,17.286,0.870827,10.9185,40.6399,41.3676,22.6041,0.599719,106.638,5.96267,2.58842,1.57784,4.84287,3.78141,1.80846,0.232739,0.0597932,0.282083,0.21197,0.28936,0.382702,0.292788,0.672063,0.149964,3.71098,0.301503,0.0984269,-0.507547,38.4475,-6.22067,85.8382,-0.40912,0.958371,-6.73671767115593,2.6087790727615356,0.886692,708.9199829101562,1.53549,0.299836,0.556245,1.53549,-0.299836,4.25834,350.4,3.612371134,350.4,3.612371134,,,,,,,,,,,,,,,,,,,Max Muncy,29779,691777,2B,Max Muncy,-4.275769949551267,-10.07123336470505,0.16816954966243997,0.16934214952273116,0.24921988157082353,-0.2000954086700643,-1.1324122708260496,-0.5435831517303383,4.290443792376481,-4.834026944106819,0.0,0.0,False,7,2B,2B 7
Casey Schmitt,SFG,72.186,281.508,255.983,61.0593,38.7494,12.1113,0.417799,9.78074,30.4005,32.2533,18.969,0.480581,65.6409,3.02852,2.50214,1.02551,4.2791,1.2685,0.52346,0.238528,0.0673834,0.233176,0.288981,0.296121,0.403731,0.30327,0.699852,0.165203,2.97471,0.280113,-0.0117462,-0.358524,31.0259,-2.23645,93.0389,-0.370271,0.731558,-2.6863521337509155,1.7687125205993652,0.880892,999.0,3.98291,0.337544,0.958998,3.98291,-0.337544,3.72134,279.5,3.881944444,279.5,3.881944444,,,,,,,,,,,,,,,,,,,Casey Schmitt,27577,669477,2B/3B/SS/DH,Casey Schmitt,-1.687846733690355,-5.596321706534907,-0.2031858350641592,0.04258903824405151,-0.08482611906605304,-0.4596477402497138,-0.6292519637346223,-1.0151427523591736,4.290443792376481,-5.305586544735654,0.0,0.0,False,7,2B,2B 7
Isaac Collins,KCR,107.56,409.776,354.048,83.4604,54.6897,18.2458,2.55984,7.96506,48.5854,40.842,46.1005,0.7427,92.1287,5.00615,2.71964,1.90125,5.88323,13.2728,4.33223,0.235732,0.112502,0.224827,0.500392,0.329923,0.369218,0.310379,0.699141,0.133486,5.6277,0.294129,0.0300134,0.186903,47.5278,-0.890369,97.9223,0.216917,0.427172,-0.7893608510494232,-4.552448689937592,0.872395,664.0900268554688,2.8164,-2.22403,0.831591,2.8164,2.22403,3.89121,421.8,3.905555555,421.8,3.905555555,,,,,,,,,,,,,,,,,,,Isaac Collins,25477,686555,2B/OF/DH,Isaac Collins,-3.324365262568476,5.704984929230315,0.4563313764633459,-0.159688321732106,0.22995624333917178,0.7802470645708269,0.6414700866111167,2.27439638230283,4.290443792376481,-2.0160474100736505,0.0,0.0,False,7,2B,2B 7
Victor Scott II,STL,130.43,506.994,450.455,99.1406,71.518,17.8582,2.67989,7.08452,55.6924,38.5349,38.3149,0.2834,113.99,8.08706,3.73993,6.39702,5.34762,32.766,5.71329,0.22009,0.0755727,0.224835,0.336125,0.290738,0.318816,0.272398,0.609553,0.0987258,7.04504,0.276345,-0.0641006,3.4369,43.1697,-16.7355,71.8319,3.3728,2.84966,-13.50615167617798,4.862466335296631,0.87121,367.19000244140625,2.06728,-0.0837211,1.85969,2.06728,0.0837211,2.52041,423.4,3.256923076,423.4,3.256923076,,,,,,,,,,,,,,,,,,,Victor Scott II,31349,687363,OF,Victor Scott II,-11.275604494620959,-12.808086164817976,0.7140830727787492,-0.2577856222219532,0.14539928031739968,2.7936520452300706,-1.4401447582047968,2.241051351415264,4.93721430821242,-2.696162956797156,0.0,0.0,False,7,OF,OF 7
Jordan Lawlar,ARI,91.3637,340.933,306.617,72.3292,46.2964,16.4535,2.01701,7.56234,40.2033,33.6435,26.8864,0.707878,91.9119,4.13309,2.34261,0.953659,3.44447,11.2893,2.80249,0.235895,0.0788614,0.26959,0.292524,0.303986,0.376704,0.298114,0.68069,0.140809,6.01361,0.309172,0.0797992,0.604446,36.148,-4.13577,88.8186,0.684245,0.175831,-3.833894431591034,0.9982915222644806,0.870404,268.9700012207031,5.95035,-1.11286,0.981593,5.95035,1.11286,3.69121,334.7,3.678021978,334.7,3.678021978,,,,,,,,,,,,,,,,,,,Jordan Lawlar,29976,691783,SS,Jordan Lawlar,-2.8290290881675673,-4.0962405587131085,0.15233524677636925,-0.20455368259393092,-0.03387423575242656,0.575376197851273,-0.46058242371766517,-0.2959793070241621,6.2323935944793165,-6.528372901503479,0.0,0.0,False,7,SS,SS 7
Marcelo Mayer,BOS,108.162,421.471,385.29,93.6382,59.018,21.9704,1.63965,11.0102,49.3912,46.7955,30.2256,1.4579,102.229,2.13417,3.22015,0.601049,6.22275,5.31738,1.97687,0.243033,0.0717145,0.242552,0.295666,0.299375,0.394296,0.300533,0.693671,0.151263,4.56172,0.300169,0.108353,-0.339707,45.5149,-4.28516,87.3733,-0.231354,-0.907979,-6.503698065876961,0.378097653388977,0.857456,624.6099853515625,2.02219,-0.443183,0.435962,2.02219,0.443183,4.41872,419.9,3.887962962,419.9,3.887962962,,,,,,,,,,,,,,,,,,,Marcelo Mayer,29668,691785,2B,Marcelo Mayer,-0.8047125170742042,-7.007291006901774,0.4855555662608626,0.17955806527320126,0.4481565291309105,-0.041448821750360104,-0.7879017429259003,0.4873135047226327,4.290443792376481,-3.8031302876538478,0.0,1.0,True,6,2B,2B 6
Joe Mack,MIA,61.7813,235.428,213.222,46.3742,29.6714,9.08389,0.600461,7.01849,25.1539,25.8696,17.6989,0.447541,66.0618,2.50649,1.71624,0.284738,3.56504,2.04087,0.593787,0.217492,0.0751774,0.280602,0.267914,0.283144,0.364477,0.283536,0.647621,0.146984,3.94389,0.27743,0.0129915,-0.161307,22.1753,-5.64239,78.4756,-0.148315,2.12486,-6.154301017522812,6.605914831161499,0.847595,999.0,2.33427,-0.751037,1.02608,2.33427,0.751037,3.6319,206.2,3.325806451,206.2,3.325806451,,,,,,,,,,,,,,,,,,,Joe Mack,sa3017374,691788,DH,Joe Mack,-5.891236259662012,-7.735409847440745,-0.39346584771202686,-0.26514174999734635,-0.31879356080767124,-0.3798715308581423,-0.8697716271583084,-3.287759304632154,0.0,-3.287759304632154,0.0,0.0,False,7,DH,DH 7
Luis Campusano,SDP,70.2227,255.427,229.517,53.2886,36.3233,9.62113,0.238724,7.10544,28.6919,28.6869,22.7165,0.0800184,57.6749,1.57721,1.45156,0.16517,7.61191,1.00214,0.151111,0.232177,0.0889354,0.225798,0.393872,0.303932,0.369051,0.296822,0.672983,0.136874,2.83955,0.277897,-0.0159015,-0.2611,26.8143,-3.36642,88.6096,-0.277001,-0.301824,-3.715667486190796,3.258851796388626,0.83773,999.0,2.55553,0.0547397,0.980176,2.55553,-0.0547397,3.6931,238.5,3.407142857,238.5,3.407142857,,,,,,,,,,,,,,,,,,,Luis Campusano,22217,669134,C,Luis Campusano,-2.971003270008047,-3.082696441334594,-0.2651521426938902,-0.2554550119984,-0.21553738122237412,-0.48715941358443543,-0.3466192422502082,-1.6326145488644197,3.475655594645327,-5.108270143509746,0.0,0.0,False,7,C,C 7
Luis Rengifo,MIL,106.859,424.874,390.589,96.4786,70.3603,15.4708,2.53179,8.11571,45.3894,41.1072,27.2681,0.215098,77.5537,3.75177,2.25039,1.01483,6.81059,11.385,4.23248,0.247008,0.0641792,0.182533,0.351603,0.300804,0.361915,0.291324,0.662719,0.114907,5.35118,0.287668,0.404102,-0.12414,42.7058,-7.49636,85.906,0.279962,-0.78976,-6.81729182600975,0.8592991828918457,0.836678,619.7899780273438,2.29962,0.973224,0.859629,2.29962,-0.973224,3.85383,385.1,3.59906542,385.1,3.59906542,,,,,,,,,,,,,,,,,,,Luis Rengifo,19858,650859,2B/3B,Luis Rengifo,0.7368113239722147,-6.456723645828101,0.340421087814967,-0.14290503157061935,0.23967602427340695,0.585260816931213,-0.7259957962539554,0.7270987786457026,4.290443792376481,-3.5633450137307783,0.0,0.0,False,7,2B,2B 7
Josh Bell,MIN,129.78,539.206,475.746,117.299,76.4621,20.1815,1.01619,19.6396,60.1215,64.3629,55.0521,1.17637,100.254,4.32575,3.57175,0.510543,12.6017,0.731204,1.05498,0.246559,0.102098,0.18593,0.549124,0.327972,0.417096,0.325084,0.745068,0.170537,2.06963,0.271712,-0.783169,-1.1748,68.9774,5.26604,107.724,-1.95797,-2.35113,2.9507800340652466,-13.34198522567749,0.835627,654.1500244140625,2.55894,-2.32579,0.461117,2.55894,2.32579,4.38518,607.0,4.669230769,607.0,4.669230769,,,,,,,,,,,,,,,,,,,Josh Bell,13145,605137,1B/DH,Josh Bell,0.683842457958566,6.45494484365482,0.8747145682269767,1.1409236419046862,1.0920150494328826,-0.515143730774014,0.7257957872445898,3.623753554328353,5.94346703347981,-2.319713479151457,0.0,0.0,False,7,1B,1B 7
Jac Caglianone,KCR,120.998,493.437,446.211,106.872,65.9176,20.3129,1.49608,19.1453,58.6009,63.7587,37.5619,1.82955,110.329,6.38744,2.94055,0.335792,8.62585,3.55534,0.991319,0.23951,0.076123,0.223592,0.340455,0.305863,0.420458,0.314074,0.726321,0.180948,3.76444,0.274422,-0.0993046,-0.408123,58.7115,0.408125,100.46,-0.507428,-1.77938,-0.2388753592967987,-8.300403952598572,0.834947,179.52000427246094,3.56287,0.781476,0.356992,3.56287,-0.781476,4.52401,532.3,4.399173553,532.3,4.399173553,,,,,,,,,,,,,,,,,,,Jac Caglianone,35041,695506,1B,Jac Caglianone,-2.503952810230132,-5.0023638099110395,0.8195665128706799,1.085855733993482,1.0698706616483242,-0.22344562638586446,-0.5624671732194839,2.3109153669839166,5.94346703347981,-3.6325516664958934,0.0,0.0,False,7,1B,1B 7
Nathan Lukes,TOR,80.5578,315.273,282.36,72.7001,51.2145,14.1901,1.12223,6.17325,36.4914,34.1465,24.9539,1.0181,50.3659,1.9893,2.64552,3.32433,6.65744,2.80038,1.09751,0.257473,0.0791499,0.159753,0.495451,0.319422,0.381266,0.306501,0.700688,0.123793,3.8928,0.291188,0.0146116,-0.398623,35.5742,-1.67779,96.2842,-0.384012,2.08293,-1.7647487223148346,-1.0546069145202637,0.821758,999.0,2.441,1.85854,1.0453,2.441,-1.85854,3.60627,313.4,3.869135802,313.4,3.869135802,,,,,,,,,,,,,,,,,,,Nathan Lukes,18123,664770,OF,Nathan Lukes,3.487544365062495,1.07861314323039,0.017714658405306106,-0.3593064242495534,-0.015438904644129822,-0.30142359943279895,0.1212795607684877,-0.5167459178714403,4.93721430821242,-5.45396022608386,0.0,0.0,False,7,OF,OF 7
Victor Caratini,MIN,88.2962,336.523,300.564,75.1394,53.4824,11.871,0.244866,9.54112,34.8909,38.0675,25.2303,0.542641,61.0394,7.02891,3.52833,0.171075,7.4311,1.00505,0.313455,0.249994,0.0749735,0.181382,0.413345,0.319304,0.386351,0.309789,0.705656,0.136357,2.39389,0.28092,-0.549638,-0.48981,38.8703,-0.892437,97.1878,-1.03945,-1.63613,-2.154871106147766,-1.454452022910118,0.815763,691.260009765625,1.31841,-1.06446,0.898417,1.31841,1.06446,3.80211,345.7,3.92840909,345.7,3.92840909,,,,,,,,,,,,,,,,,,,Victor Caratini,14968,605170,C,Victor Caratini,1.4644712920119087,1.1116040071220747,-0.04033115416720019,0.015893970281917788,0.1282687161821753,-0.48685884679736513,0.12498906264807104,-0.09242937401224618,3.475655594645327,-3.568084968657573,0.0,0.0,False,7,C,C 7
Kody Clemens,MIN,73.6411,284.174,258.435,59.3353,32.7285,11.6917,1.87737,13.0378,33.1102,35.5271,20.6633,0.373777,69.2321,2.56885,1.52163,0.985164,3.43256,3.21833,0.994513,0.229595,0.0727135,0.243626,0.298464,0.291563,0.440711,0.314481,0.732274,0.211116,4.83294,0.260557,0.0679586,-0.130572,33.9064,0.329069,100.42,-0.062613,1.31407,0.0781576633453369,-1.894695520401001,0.814845,702.5700073242188,2.14597,0.384442,0.864364,2.14597,-0.384442,3.84752,315.7,4.266216216,315.7,4.266216216,,,,,,,,,,,,,,,,,,,Kody Clemens,20572,665019,1B/2B/3B/OF/DH,Kody Clemens,-4.012614069308242,-6.944586335562709,-0.10491233407839191,0.40544455137629065,0.03516113139585897,-0.2582545655303852,-0.7808512123015858,0.06880808628454638,4.290443792376481,-4.221635706091934,0.0,0.0,False,7,1B,1B 7
Cam Smith,HOU,117.9,465.784,417.406,100.236,67.7099,19.8212,2.26093,10.4442,53.27,47.8599,39.102,0.786303,123.393,5.98652,2.66703,0.623318,7.90086,7.14144,1.68359,0.240141,0.0839487,0.264914,0.31689,0.312418,0.373527,0.302003,0.685945,0.133385,4.79897,0.3137,0.0970063,-0.000638743,50.8563,-4.17967,93.1576,0.0963676,0.411195,-3.659997031092644,-4.440642178058624,0.811431,380.75,2.13117,-0.907688,0.381828,2.13117,0.907688,4.4909,449.1,3.805932203,449.1,3.805932203,,,,,,,,,,,,,,,,,,,Cam Smith,35108,701358,OF,Cam Smith,-2.0789277985049086,-1.668809207872877,0.626229166889565,0.11650235846004862,0.48716759559546546,0.146953877089302,-0.18764136985302365,1.4239068088256162,4.93721430821242,-3.513307499386804,0.0,0.0,False,7,OF,OF 7
Henry Davis,PIT,74.1797,274.657,244.066,52.9774,34.0122,10.8704,0.838978,7.25586,28.7754,27.1083,21.4145,0.752155,72.1737,5.49738,2.06502,1.61376,3.30305,3.49976,1.20423,0.217062,0.0779681,0.262778,0.296707,0.292589,0.357663,0.28643,0.650251,0.140601,4.24975,0.274272,-0.134323,-0.190435,26.5155,-5.93727,79.9154,-0.324758,-0.0981573,-6.862808346748352,5.625587999820709,0.808338,747.1300048828125,1.52006,-0.235066,0.937948,1.52006,0.235066,3.7494,237.1,3.204054054,237.1,3.204054054,,,,,,,,,,,,,,,,,,,Henry Davis,29617,680779,C,Henry Davis,-6.848391687682453,-6.430213745847197,-0.2621238232001043,-0.23869734518067126,-0.273394267281136,-0.22918634873135116,-0.7230150157527355,-1.6581990260365354,3.475655594645327,-5.133854620681863,0.0,0.0,False,7,C,C 7
Chandler Simpson,TBR,108.466,447.453,415.159,118.494,99.4341,15.4147,2.91383,0.731093,55.2497,32.0588,24.4842,0.416498,47.9288,0.843186,2.76674,4.20074,8.49244,41.5302,8.88242,0.285418,0.0547191,0.107115,0.510847,0.324468,0.341868,0.294459,0.666335,0.0564499,6.98196,0.31891,-0.208665,3.84765,46.1143,-6.75574,86.9863,3.63898,0.323995,-3.2433290481567383,-4.0795513689517975,0.800173,183.83999633789065,1.3441,-0.403868,2.62457,1.3441,0.403868,1.50057,445.4,4.124074074,445.4,4.124074074,,,,,,,,,,,,,,,,,,,Chandler Simpson,31912,802415,OF,Chandler Simpson,16.729417628335387,3.788675681735007,0.698027539366785,-0.9655945094494598,-0.0919546914329791,4.253717566972505,0.425999743706926,4.636569485940428,4.93721430821242,-0.30064482227199196,0.0,0.0,False,7,OF,OF 7
Jacob Young,WSN,83.1399,313.061,280.343,68.5596,52.7306,11.8871,1.723,2.21892,33.9584,23.3459,20.8102,0.257379,57.9342,4.60831,1.68273,5.61664,5.83532,15.605,4.41164,0.244556,0.0664732,0.185057,0.359203,0.305675,0.322995,0.280621,0.628671,0.0784391,6.14162,0.299004,0.517319,0.800148,28.7465,-8.24408,77.8393,1.31747,2.91644,-6.905075788497925,4.199461817741394,0.788829,999.0,1.14717,0.752525,1.53251,1.14717,-0.752525,2.95666,268.6,3.236144578,268.6,3.236144578,,,,,,,,,,,,,,,,,,,Jacob Young,29931,696285,OF,Jacob Young,-0.15855896160378935,-3.2326041262776792,-0.07415041078941981,-0.7998418891302148,-0.41128907794088876,1.0211343019609675,-0.3634749038929614,-0.4706787851927815,4.93721430821242,-5.407893093405201,0.0,0.0,False,7,OF,OF 7
Victor Robles,SEA,83.7236,329.648,293.258,70.9402,49.821,13.9115,1.52277,5.68489,39.4,28.7463,21.2404,0.165877,71.6176,8.85205,2.53673,3.76016,5.06085,17.7867,4.49147,0.241904,0.0644338,0.217255,0.296581,0.310023,0.357882,0.295775,0.667906,0.115979,6.53062,0.298662,-0.200177,1.19153,34.3254,-4.625,94.8233,0.991358,0.940519,-1.0199331641197205,-2.6894736886024475,0.781313,705.0499877929688,3.03413,0.507877,1.39476,3.03413,-0.507877,3.14032,326.0,3.88095238,326.0,3.88095238,,,,,,,,,,,,,,,,,,,Victor Robles,18363,645302,OF,Victor Robles,-0.9435837615923744,-1.9705686060781717,0.12320172522716936,-0.4137125814567465,-0.21336032621674225,1.2464767622191228,-0.22157128022153078,0.49224268555576,4.93721430821242,-4.44497162265666,0.0,0.0,False,7,OF,OF 7
Miguel Amaya,CHC,78.7413,293.579,263.573,60.8651,40.0606,12.277,0.788266,7.73925,30.6936,35.4407,20.0659,0.310031,62.7867,5.33033,2.14545,2.4637,4.2571,1.07954,0.249357,0.230923,0.0683494,0.213867,0.319589,0.296314,0.371572,0.293143,0.667885,0.140649,3.29534,0.272171,-0.280579,-0.316285,29.9423,-4.74622,86.0822,-0.596864,-1.49653,-5.426128447055817,3.0130045413970947,0.769681,736.3400268554688,2.67603,1.84987,0.82074,2.67603,-1.84987,3.90568,270.2,3.420253164,270.2,3.420253164,,,,,,,,,,,,,,,,,,,Miguel Amaya,21693,665804,C,Miguel Amaya,-3.742364740407226,-5.779629981088764,-0.1925558896314809,-0.18484487501033575,0.0319945059331218,-0.4791649567737001,-0.6498631969303708,-1.5044649302555868,3.475655594645327,-4.980120524900913,0.0,0.0,False,7,C,C 7
