Name,Team,W,L,QS,ERA,G,GS,SV,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,PlayerId,weighted_zscore,auction_value
Connor Thomas,MIL,2.6882,2.6008,0.0,3.89185,54.0,0.0,0.0,6.3068,54.0,229.689,56.6562,25.5689,23.3511,6.096,14.0575,,2.3295,39.3722,6.56203,2.34292,2.8008,1.016,0.171415,0.0612023,0.1102129481732845,0.265615,1.30951,0.301252,0.726042,0.50025,,4.08619,0.160175,0.230359,999.0,,,,sa3010784,-0.23026728646221323,6319411711682299.0
Jairo Solis,HOU,0.0477,0.0726,0.055,5.38218,0.22,0.166,0.0,0.0,1.0,4.431,1.0852,0.6344,0.59802,0.184444,0.3835,,0.0477,0.7101,6.3909,3.4515,1.85163,1.66,0.160257,0.0865493,0.0737079530954361,0.271314,1.4687,0.290074,0.689232,0.365064,,5.43766,-9.99029e-05,-0.000679999,999.0,,,,sa3003037,-0.23034191683104638,6321459853361897.0
Angel Roman,WSN,0.0418,0.0654,0.022,5.39793,0.6768,0.0688,0.0,0.0,1.0,4.618,1.0895,0.6431,0.59977,0.141444,0.6053,,0.0516,0.5917,5.3253,5.4477,0.977532,1.273,0.128129,0.131074,-0.002944990992546,0.27505,1.6948,0.293702,0.702643,0.439989,,5.79256,-0.015449,-0.0469189,999.0,,,,sa3018314,-0.23042766942740256,6323813231342965.0
Estibenzon Jimenez,PHI,0.0431,0.075,0.0413,5.80158,0.3049,0.1479,0.0,0.0,1.0,4.557,1.1285,0.6847,0.64462,0.184556,0.4778,,0.0561,0.586,5.274,4.3002,1.22645,1.661,0.128593,0.10485,0.0237436890602111,0.280505,1.6063,0.290217,0.683719,0.39819,,5.9954,-9.99029e-05,-0.000679999,999.0,,,,sa3015983,-0.2306273653593917,6329293648604037.0
Cooper Chandler,BAL,0.0444,0.0554,0.0043,5.29389,0.9324,0.0144,0.0,0.0,1.0,4.497,1.086,0.6266,0.58821,0.168,0.4585,,0.0434,0.6837,6.1533,4.1265,1.49117,1.512,0.152035,0.101957,0.0500778332352638,0.271833,1.5445,0.29204,0.701062,0.391399,,5.48878,-0.014276,-0.0510243,999.0,,,,sa3020641,-0.23072682622476387,6332023233718551.0
Julio Rodriguez,HOU,0.0473,0.0506,0.0,4.51449,1.0,0.0,0.0,0.0,1.0,4.45,1.0067,0.545,0.50161,0.110667,0.5097,,0.0635,0.7965,7.1685,4.5873,1.56268,0.996,0.178989,0.114539,0.0644494518637657,0.259673,1.5164,0.301732,0.713495,0.506368,,4.73175,-0.00487028,-0.049637,999.0,,,,sa3007992,-0.2307886707507062,6333720483152232.0
Tim Naughton,DET,0.0465,0.0514,0.0,4.28517,1.0,0.0,0.0,0.0,1.0,4.369,0.9588,0.5135,0.47613,0.122556,0.4467,,0.0425,0.8831,7.9479,4.0203,1.97694,1.103,0.202129,0.102243,0.0998855531215667,0.247126,1.4055,0.290954,0.722898,0.414866,,4.4611,-0.00288183,-0.0501999,999.0,,,,sa3004713,-0.23085076283661832,6335424526574745.0
Ross Carver,CLE,0.0463,0.0571,0.0145,4.67037,0.8079,0.0409,0.0,0.0,1.0,4.368,1.0038,0.554,0.51893,0.154111,0.3741,,0.0591,0.8481,7.6329,3.3669,2.26704,1.387,0.194162,0.0856456,0.1085164844989776,0.255108,1.3779,0.28974,0.708948,0.377137,,4.77332,-0.0066005,-0.0503367,999.0,,,,sa3017069,-0.23115114358615485,6343668118861558.0
Hayden Minton,DET,0.0428,0.0787,0.0565,5.43222,0.1911,0.1721,0.0,0.0,1.0,4.577,1.093,0.6459,0.60358,0.147778,0.5213,,0.0579,0.627,5.643,4.6917,1.20276,1.33,0.136989,0.113896,0.0230937153100967,0.2734,1.6143,0.293272,0.688072,0.426905,,5.57119,-9.99029e-05,-0.000679999,999.0,,,,sa3023155,-0.23124106971853683,6346136034573303.0
Jorge Marcheco,LAA,0.0415,0.0802,0.0492,5.8437,0.1837,0.1737,0.0,0.0,1.0,4.509,1.1287,0.6859,0.6493,0.210778,0.4062,,0.0545,0.6169,5.5521,3.6558,1.51871,1.897,0.136815,0.0900865,0.0467287674546241,0.278808,1.5349,0.285014,0.684782,0.348383,,6.05489,-9.99029e-05,-0.000679999,999.0,,,,sa3018025,-0.23134825706095874,6349077663657711.0
Wyatt Mills,BOS,0.0463,0.0517,0.0,4.67487,1.0,0.0,0.0,0.0,1.0,4.388,1.0336,0.5583,0.51943,0.127333,0.4261,,0.0515,0.8053,7.2477,3.8349,1.88993,1.146,0.183523,0.0971057,0.0864174962043762,0.264321,1.4597,0.304344,0.703431,0.444889,,4.64401,-0.00252576,-0.0425736,999.0,,,,20010,-0.2314384160190659,6351551968994475.0
Tanner Hall,MIN,0.046,0.0738,0.0553,5.27274,0.2439,0.1609,0.0,0.0,1.0,4.543,1.1086,0.6296,0.58586,0.136556,0.4946,,0.0556,0.6527,5.8743,4.4514,1.31965,1.229,0.143672,0.108871,0.0348007902503013,0.27765,1.6032,0.303428,0.689508,0.469062,,5.2869,-9.99029e-05,-0.000679999,999.0,,,,sa3023481,-0.23145607756517664,6352036669114294.0
Walin Castillo,MIA,0.0343,0.0866,0.042,6.09687,0.2241,0.1651,0.0,0.0,1.0,4.65,1.1976,0.7209,0.67743,0.168333,0.5199,,0.0471,0.4898,4.4082,4.6791,0.942104,1.515,0.105333,0.111806,-0.0064731165766716,0.293314,1.7175,0.300528,0.672545,0.430062,,6.07621,-9.99029e-05,-0.000679999,999.0,,,,sa3019280,-0.23178215120736806,6360985372271368.0
Jose Fleury,HOU,0.0535,0.0644,0.0601,4.68207,0.2958,0.1498,0.0,0.0,1.0,4.361,1.0046,0.5586,0.52023,0.147556,0.4125,,0.0405,0.8234,7.4106,3.7125,1.99612,1.328,0.18881,0.0945884,0.0942215099930763,0.257062,1.4171,0.291805,0.709198,0.420984,,4.7969,-9.99029e-05,-0.000679999,999.0,,,,sa3019255,-0.2318682838516028,6363349180214293.0
Ryan Miller,DET,1.0258,1.1283,0.0,4.27308,22.0,0.0,0.0,0.5788,22.0,94.705,21.7419,11.2335,10.4453,2.92111,7.5884,,1.0435,18.0516,7.38475,3.10435,2.37884,1.195,0.190609,0.0801267,0.1104820147156715,0.252598,1.3332,0.289104,0.716968,0.398235,,4.42861,-0.0271085,0.0048844,999.0,,,,22187,-0.23209088340305484,6369458160061468.0
Kohl Franklin,CHC,0.0512,0.0703,0.0666,4.97484,0.1754,0.1754,0.0,0.0,1.0,4.423,1.0464,0.5915,0.55276,0.154,0.4159,,0.0557,0.7623,6.8607,3.7431,1.83289,1.386,0.172349,0.0940312,0.0783178955316543,0.264818,1.4623,0.294027,0.698484,0.410069,,5.05868,-9.99029e-05,-0.000679999,999.0,,,,sa3008335,-0.23232145196556947,6375785839935959.0
Josh Grosz,NYY,0.051,0.0702,0.0641,5.0706,0.1829,0.1739,0.0,0.0,1.0,4.453,1.0633,0.603,0.5634,0.165778,0.4182,,0.0524,0.7403,6.6627,3.7638,1.77021,1.492,0.166247,0.0939142,0.0723332613706588,0.267,1.4815,0.291752,0.703131,0.419019,,5.25279,-9.99029e-05,-0.000679999,999.0,,,,sa3023478,-0.23239255125067032,6377737075223705.0
Anthony Kay,ATH,0.05,0.048,0.0,3.68874,1.0,0.0,0.0,0.0,1.0,4.272,0.8834,0.446,0.40986,0.104222,0.4456,,0.0497,0.9962,8.9658,4.0104,2.23564,0.938,0.233193,0.104307,0.1288857832551002,0.233908,1.329,0.291142,0.746351,0.432996,,4.01487,0.00250543,0.056266,999.0,,,,20387,-0.23279591176228562,6388806824558464.0
Scott Blewett,MIN,1.033,1.1212,0.0,4.4175,22.0,0.0,0.0,0.6073,22.0,94.991,22.6409,11.6125,10.7983,2.99444,7.3159,,0.904,17.3092,7.08104,2.99287,2.36597,1.225,0.182219,0.0770168,0.1052026003599166,0.260927,1.36167,0.29558,0.711997,0.418003,,4.48326,-0.0440121,-0.0806227,999.0,,,,16427,-0.2329001603363398,6391667802641481.0
Tanner Andrews,SFG,0.0475,0.0504,0.0,4.19733,1.0,0.0,0.0,0.0,1.0,4.35,0.97,0.5047,0.46637,0.117111,0.4204,,0.0377,0.8992,8.0928,3.7836,2.13892,1.054,0.206713,0.0966437,0.1100689694285392,0.249236,1.3904,0.296596,0.722169,0.44051,,4.26482,-0.00285252,-0.0505354,999.0,,,,sa3007850,-0.23392503262508546,6419794203243074.0
Luis Medina,ATH,0.0538,0.0675,0.0774,4.41387,0.1754,0.1754,0.0,0.0,1.0,4.369,0.9658,0.5292,0.49043,0.123,0.4614,,0.0555,0.8491,7.6419,4.1526,1.84027,1.107,0.194347,0.105608,0.0887388437986373,0.25072,1.4272,0.292639,0.715538,0.429972,,4.61798,-9.99029e-05,-0.000679999,999.0,,,,21649,-0.23399459322367705,6421703211110257.0
Anthony Simonelli,KCR,0.0465,0.0534,0.005,4.7421,0.9316,0.0146,0.0,0.0,1.0,4.396,1.033,0.5633,0.5269,0.138444,0.4067,,0.0477,0.8042,7.2378,3.6603,1.97738,1.246,0.182939,0.0925159,0.0904231145977974,0.262076,1.4397,0.298289,0.70344,0.391684,,4.72106,-0.00398734,-0.0439733,999.0,,,,sa3017312,-0.23453645740042992,6436574028747113.0
Lael Lockhart,DET,0.8443,0.8207,0.0,3.73527,17.0,0.0,0.0,0.5788,17.0,72.31,15.6297,7.6598,7.05551,1.94178,6.1016,,0.7875,15.9541,8.44629,3.23026,2.61474,1.028,0.220635,0.0843811,0.1362536326050758,0.23891,1.27831,0.288015,0.740106,0.415288,,3.99014,0.0439284,0.0561015,999.0,,,,sa3017502,-0.23455702476122806,6437138475493774.0
Hunter Gregory,TOR,0.0469,0.0557,0.0124,4.62654,0.8384,0.0344,0.0,0.0,1.0,4.391,0.9974,0.5508,0.51406,0.145556,0.4158,,0.0515,0.8321,7.4889,3.7422,2.0012,1.31,0.189501,0.0946937,0.0948075577616691,0.254199,1.4132,0.289149,0.713068,0.393583,,4.7964,-0.00604369,-0.0503603,999.0,,,,sa3017754,-0.23464709312524978,6439610294583649.0
Bryan Chi,TEX,0.0455,0.0584,0.0142,5.0598,0.7939,0.0439,0.0,0.0,1.0,4.474,1.0646,0.6014,0.5622,0.155333,0.4458,,0.0514,0.7268,6.5412,4.0122,1.63033,1.398,0.16245,0.0996424,0.0628073364496231,0.267703,1.5104,0.293817,0.703052,0.412773,,5.22381,-0.00952405,-0.0487711,999.0,,,,sa3020958,-0.2347099706707624,6441335894010381.0
Carson Pierce,TOR,0.0461,0.0686,0.0437,5.13351,0.4137,0.1247,0.0,0.0,1.0,4.516,1.0827,0.6129,0.57039,0.141556,0.4879,,0.045,0.6846,6.1614,4.3911,1.40316,1.274,0.151594,0.108038,0.0435562506318092,0.271823,1.5706,0.298119,0.697817,0.449126,,5.2362,-9.99029e-05,-0.000679999,999.0,,,,sa3023179,-0.23488904640129274,6446250414375727.0
Raúl Alcantara,BAL,0.0495,0.0536,0.0151,4.4514,0.8169,0.0389,0.0,0.0,1.0,4.459,1.0057,0.537,0.4946,0.117111,0.5135,,0.0564,0.7981,7.1829,4.6215,1.55424,1.054,0.178986,0.11516,0.0638259723782539,0.258595,1.5192,0.298797,0.72474,0.478999,,4.80242,-0.00643711,-0.0510243,999.0,,,,sa3005696,-0.23533418784584262,6458466791705145.0
Alec Baker,ARI,0.0477,0.0584,0.0202,5.03244,0.7164,0.0604,0.0,0.0,1.0,4.414,1.0725,0.5948,0.55916,0.154,0.3773,,0.049,0.7609,6.8481,3.3957,2.0167,1.386,0.172383,0.085478,0.086905300617218,0.268952,1.4498,0.298913,0.692756,0.370994,,4.92558,-0.00866998,-0.0455387,999.0,,,,sa3022794,-0.23542499672813466,6460958933437902.0
Justin Lawson,NYM,0.0484,0.0525,0.0085,4.54275,0.8945,0.0225,0.0,0.0,1.0,4.411,0.99,0.5437,0.50475,0.135889,0.46,,0.0466,0.8224,7.4016,4.14,1.78783,1.223,0.186443,0.104285,0.0821582376956939,0.25356,1.45,0.289911,0.719425,0.426062,,4.80804,-0.00653107,-0.0514461,999.0,,,,sa3023504,-0.2359906167205676,6476481701172123.0
Juan Daniel Encarnacion,BOS,0.0469,0.074,0.0562,5.38029,0.2051,0.1691,0.0,0.0,1.0,4.451,1.1005,0.6359,0.59781,0.167444,0.3924,,0.0576,0.6924,6.2316,3.5316,1.76453,1.507,0.155561,0.08816,0.0674005821347236,0.275056,1.4929,0.297042,0.680981,0.393333,,5.30846,-9.99029e-05,-0.000679999,999.0,,,,sa3008697,-0.23608425101767355,6479051383052852.0
Isaiah Campbell,BOS,0.0483,0.0497,0.0,4.28571,1.0,0.0,0.0,0.0,1.0,4.305,0.9984,0.5136,0.47619,0.122111,0.3734,,0.039,0.8957,8.0613,3.3606,2.39877,1.099,0.20806,0.0867364,0.1213240399956703,0.256487,1.3718,0.304819,0.714664,0.446901,,4.19972,0.00135647,-0.0425931,999.0,,,,25551,-0.23619891429582984,6482198180298841.0
Carter Spivey,CLE,0.04,0.082,0.0498,5.84415,0.1754,0.1754,0.0,0.0,1.0,4.579,1.1694,0.691,0.64935,0.176556,0.4548,,0.0484,0.5657,5.0913,4.0932,1.24384,1.589,0.123542,0.099323,0.0242192596197128,0.286913,1.6242,0.297834,0.677694,0.415548,,5.8399,-9.99029e-05,-0.000679999,999.0,,,,sa3023477,-0.23631804673298978,6485467628296412.0
Owen Wild,TBR,0.0478,0.0733,0.0633,5.07159,0.1911,0.1721,0.0,0.0,1.0,4.408,1.0451,0.5998,0.56351,0.168444,0.4014,,0.0443,0.7548,6.7932,3.6126,1.88042,1.516,0.171234,0.0910617,0.0801724269986152,0.263761,1.4465,0.288463,0.69936,0.371215,,5.18376,-9.99029e-05,-0.000679999,999.0,,,,sa3023278,-0.23638655234075975,6487347683195693.0
Reid Schaller,WSN,0.0454,0.0525,0.0,4.53888,1.0,0.0,0.0,0.0,1.0,4.365,0.984,0.5404,0.50432,0.141111,0.4244,,0.05,0.8441,7.5969,3.8196,1.98893,1.27,0.193379,0.097228,0.0961512103676796,0.252917,1.4084,0.290112,0.716855,0.396598,,4.73592,-0.00364681,-0.0469474,999.0,,,,sa3008023,-0.23694379638894858,6502640583105588.0
Christian MacLeod,MIN,0.0523,0.0687,0.0704,4.72995,0.1845,0.1735,0.0,0.0,1.0,4.432,1.0229,0.5647,0.52555,0.138556,0.4558,,0.045,0.7797,7.0173,4.1022,1.71062,1.247,0.175925,0.102843,0.0730821192264556,0.2602,1.4787,0.293515,0.711438,0.415002,,4.9107,-9.99029e-05,-0.000679999,999.0,,,,sa3018005,-0.23741024149674966,6515441614126461.0
K.C. Hunt,MIL,0.0554,0.0607,0.0613,4.24647,0.3519,0.1379,0.0,0.0,1.0,4.266,0.9753,0.5072,0.47183,0.143333,0.3253,,0.0407,0.9336,8.4024,2.9277,2.86997,1.29,0.218847,0.0762541,0.1425926014780998,0.250077,1.3006,0.294703,0.721316,0.409574,,4.26061,-9.99029e-05,-0.000679999,999.0,,,,sa3022937,-0.2376050502424445,6520787908374315.0
Jack Carey,PIT,0.0435,0.0544,0.0,5.03316,1.0,0.0,0.0,0.0,1.0,4.47,1.0637,0.5971,0.55924,0.146,0.4477,,0.0512,0.7274,6.5466,4.0293,1.62475,1.314,0.162729,0.100157,0.0625727027654647,0.26786,1.5114,0.296252,0.699541,0.395094,,5.10638,-0.00860571,-0.0446113,999.0,,,,sa3017887,-0.2378655063544428,6527935816485056.0
Ian Mejia,ATL,0.0525,0.0686,0.0609,5.23809,0.182,0.174,0.0,0.0,1.0,4.448,1.0964,0.6204,0.58201,0.166667,0.3937,,0.0471,0.7098,6.3882,3.5433,1.8029,1.5,0.159577,0.0885117,0.0710656493902206,0.273608,1.4901,0.29697,0.692014,0.398003,,5.23595,-9.99029e-05,-0.000679999,999.0,,,,sa3019911,-0.2379613625435672,6530566475548688.0
Victor Lizarraga,SDP,0.0503,0.0712,0.0638,5.1201,0.1754,0.1754,0.0,0.0,1.0,4.437,1.0539,0.6073,0.5689,0.164556,0.4253,,0.0588,0.73,6.57,3.8277,1.71644,1.481,0.164526,0.0958531,0.0686725378036499,0.266614,1.4792,0.290793,0.698178,0.402662,,5.298,-9.99029e-05,-0.000679999,999.0,,,,sa3015220,-0.2381619887702321,6536072423640298.0
Henry Williams,KCR,0.0437,0.0779,0.0527,5.66478,0.1829,0.1739,0.0,0.0,1.0,4.579,1.1506,0.6722,0.62942,0.149556,0.4935,,0.0521,0.5759,5.1831,4.4415,1.16697,1.346,0.12577,0.107775,0.0179952010512352,0.285268,1.6441,0.302618,0.677413,0.43422,,5.5957,-9.99029e-05,-0.000679999,999.0,,,,sa3020901,-0.23832901503839216,6540656260846989.0
Logan Martin,KCR,0.0423,0.0776,0.046,5.78979,0.2464,0.1604,0.0,0.0,1.0,4.583,1.1651,0.6851,0.64331,0.158111,0.4889,,0.0425,0.5553,4.9977,4.4001,1.13582,1.423,0.121165,0.106677,0.0144883245229721,0.287565,1.654,0.301657,0.676302,0.416667,,5.70552,-9.99029e-05,-0.000679999,999.0,,,,sa3023213,-0.2383644795853486,6541629543143529.0
Franklin Gomez,NYM,0.048,0.0716,0.0549,5.3046,0.2414,0.1614,0.0,0.0,1.0,4.616,1.0833,0.6337,0.5894,0.142333,0.5893,,0.0512,0.6059,5.4531,5.3037,1.02817,1.281,0.131261,0.127665,0.0035961866378784,0.272494,1.6726,0.291568,0.705136,0.45142,,5.72651,-9.99029e-05,-0.000679999,999.0,,,,sa3019153,-0.2386868761993308,6550477334636222.0
Michael Kennedy,CLE,0.0472,0.0741,0.0627,5.13378,0.1853,0.1733,0.0,0.0,1.0,4.506,1.0931,0.6115,0.57042,0.147111,0.4531,,0.0536,0.6927,6.2343,4.0779,1.5288,1.324,0.153728,0.100555,0.0531735494732856,0.273323,1.5462,0.299412,0.69741,0.427013,,5.21362,-9.99029e-05,-0.000679999,999.0,,,,sa3021728,-0.2389240942599397,6556987502074533.0
Bailey Dees,NYY,0.0513,0.0699,0.0643,5.06088,0.182,0.174,0.0,0.0,1.0,4.436,1.0387,0.6003,0.56232,0.176556,0.4167,,0.0496,0.7491,6.7419,3.7503,1.7977,1.589,0.168868,0.093936,0.0749323815107345,0.261657,1.4554,0.283223,0.707734,0.390501,,5.3624,-9.99029e-05,-0.000679999,999.0,,,,sa3017946,-0.23896057072096755,6557988555148817.0
Davis Polo,ATL,0.0457,0.0748,0.0469,5.85612,0.215,0.167,0.0,0.0,1.0,4.581,1.1739,0.6924,0.65068,0.174556,0.4687,,0.0431,0.5518,4.9662,4.2183,1.1773,1.571,0.120454,0.102314,0.0181401520967483,0.288484,1.6426,0.29895,0.679577,0.415963,,5.8675,-9.99029e-05,-0.000679999,999.0,,,,sa3019637,-0.23952196699340708,6573395407913078.0
Drew McDaniel,CHW,0.0369,0.0853,0.0509,5.78763,0.1754,0.1754,0.0,0.0,1.0,4.545,1.1583,0.683,0.64307,0.188444,0.4379,,0.048,0.5844,5.2596,3.9411,1.33455,1.696,0.128581,0.0963476,0.032233215868473,0.285359,1.5962,0.295125,0.685391,0.399885,,5.90516,-9.99029e-05,-0.000679999,999.0,,,,sa3020384,-0.2395407679796822,6573911378612536.0
John Klein,MIN,0.0432,0.0782,0.053,5.6142,0.1919,0.1719,0.0,0.0,1.0,4.545,1.1271,0.6642,0.6238,0.168333,0.4575,,0.0547,0.6121,5.5089,4.1175,1.33792,1.515,0.134675,0.10066,0.0340154096484184,0.279483,1.5846,0.29479,0.682317,0.405569,,5.66721,-9.99029e-05,-0.000679999,999.0,,,,sa3020405,-0.239603537840084,6575634022749522.0
Trenton Wallace,TOR,0.0535,0.0678,0.0731,4.63563,0.1754,0.1754,0.0,0.0,1.0,4.403,0.9908,0.5527,0.51507,0.149667,0.4365,,0.0521,0.8162,7.3458,3.9285,1.86987,1.347,0.185374,0.099137,0.0862366631627082,0.253117,1.4273,0.285272,0.7182,0.393579,,4.94555,-9.99029e-05,-0.000679999,999.0,,,,sa3017748,-0.239627873772834,6576301893469666.0
Ike Buxton,MIA,0.043,0.0789,0.0615,5.24061,0.1754,0.1754,0.0,0.0,1.0,4.525,1.1015,0.6258,0.58229,0.138667,0.4871,,0.0527,0.6564,5.9076,4.3839,1.34757,1.248,0.145061,0.107646,0.0374143719673156,0.276398,1.5886,0.301816,0.690443,0.46377,,5.27575,-9.99029e-05,-0.000679999,999.0,,,,sa3020180,-0.23981455775997307,6581425213385557.0
Fineas Del Bonta-Smith,PIT,0.0445,0.0534,0.0,4.83183,1.0,0.0,0.0,0.0,1.0,4.413,1.0454,0.573,0.53687,0.145556,0.4065,,0.0461,0.7818,7.0362,3.6585,1.92325,1.31,0.177158,0.0921142,0.0850441753864288,0.263963,1.4519,0.29668,0.704178,0.383079,,4.8529,-0.00574547,-0.0446113,999.0,,,,sa3010821,-0.2399798854994698,6585962436493943.0
Angel Cuenca,STL,0.0418,0.056,0.0,5.55741,1.0,0.0,0.0,0.0,1.0,4.596,1.1139,0.6585,0.61749,0.156667,0.5432,,0.0449,0.5835,5.2515,4.8888,1.07419,1.41,0.126958,0.11819,0.0087684914469718,0.277926,1.6571,0.292935,0.694549,0.407653,,5.80045,-0.0176539,-0.0485637,999.0,,,,sa3006414,-0.24006178560535016,6588210087457482.0
Justin Garza,SFG,0.0469,0.0524,0.0037,4.40199,0.9546,0.0096,0.0,0.0,1.0,4.356,0.9971,0.5256,0.48911,0.131,0.3798,,0.0471,0.8747,7.8723,3.4182,2.30305,1.179,0.200803,0.0871901,0.1136134043335914,0.253773,1.3769,0.296265,0.71328,0.408137,,4.40078,-0.004489,-0.0505637,999.0,,,,19784,-0.24006750780116698,6588367126313574.0
Edgar Moreta,NYM,0.0456,0.0738,0.0492,5.56425,0.2579,0.1579,0.0,0.0,1.0,4.587,1.1176,0.6609,0.61825,0.161,0.5083,,0.0579,0.5966,5.3694,4.5747,1.17372,1.449,0.130063,0.110813,0.0192500501871109,0.277955,1.6259,0.293148,0.68904,0.432497,,5.76488,-9.99029e-05,-0.000679999,999.0,,,,sa3020989,-0.24006775404072106,6588373884065167.0
Benjamin Arias,STL,0.0427,0.0552,0.0,5.37174,1.0,0.0,0.0,0.0,1.0,4.537,1.0731,0.6349,0.59686,0.163333,0.5033,,0.0523,0.6488,5.8392,4.5297,1.28909,1.47,0.143002,0.110932,0.0320696532726287,0.269528,1.5764,0.287059,0.69858,0.373594,,5.65901,-0.0160523,-0.0485637,999.0,,,,sa3008724,-0.2401953525814116,6591875674201412.0
Ryan Rolison,COL,0.0432,0.0632,0.0201,5.18589,0.704,0.063,0.0,0.0,1.0,4.449,1.1406,0.6164,0.57621,0.154444,0.3843,,0.0401,0.6978,6.2802,3.4587,1.81577,1.39,0.156844,0.086379,0.0704652667045593,0.283407,1.5249,0.310859,0.694212,0.439754,,5.05186,-0.00494316,-0.035345,999.0,,,,sa3008244,-0.24050124274640702,6600270465840552.0
Logan Rinehart,BAL,0.0485,0.0494,0.0,4.37283,1.0,0.0,0.0,0.0,1.0,4.367,0.989,0.5248,0.48587,0.129556,0.4329,,0.0429,0.8546,7.6914,3.8961,1.97413,1.166,0.195695,0.0991298,0.0965651422739029,0.254163,1.4219,0.295642,0.723163,0.444995,,4.5689,-0.00373849,-0.0510147,999.0,,,,sa3010255,-0.24058844062701013,6602663507928220.0
Jack Mahoney,COL,0.0398,0.0819,0.0502,5.79771,0.182,0.174,0.0,0.0,1.0,4.529,1.2147,0.6879,0.64419,0.166556,0.3978,,0.0455,0.5737,5.1633,3.5802,1.44218,1.499,0.126673,0.087834,0.0388386026024818,0.297305,1.6125,0.313305,0.670329,0.466329,,5.5142,-9.99029e-05,-0.000679999,999.0,,,,sa3023157,-0.240595308953452,6602852000975683.0
Cole Ayers,NYY,0.0481,0.0499,0.0,4.41171,1.0,0.0,0.0,0.0,1.0,4.378,0.9894,0.5288,0.49019,0.136889,0.4256,,0.046,0.8533,7.6797,3.8304,2.00493,1.232,0.194906,0.0972133,0.0976930111646652,0.253277,1.415,0.292335,0.724401,0.43729,,4.65424,-0.00281881,-0.0490858,999.0,,,,sa3018791,-0.24059784927681682,6602921717128029.0
Trey McLoughlin,NYM,0.0492,0.0487,0.0,4.24188,1.0,0.0,0.0,0.0,1.0,4.323,0.946,0.5067,0.47132,0.138556,0.4119,,0.0355,0.9044,8.1396,3.7071,2.19568,1.247,0.209207,0.0952811,0.1139255091547966,0.244091,1.3579,0.28505,0.73132,0.393237,,4.5011,-0.0030082,-0.0514273,999.0,,,,sa3017277,-0.24062623852026466,6603700826137764.0
Dylan Ray,ARI,0.0538,0.0674,0.0673,4.93677,0.1754,0.1754,0.0,0.0,1.0,4.417,1.0683,0.5878,0.54853,0.140556,0.4029,,0.0459,0.7548,6.7932,3.6261,1.87342,1.265,0.170885,0.0912158,0.0796694681048393,0.269215,1.4712,0.301917,0.693177,0.422449,,4.8305,-9.99029e-05,-0.000679999,999.0,,,,sa3020392,-0.24062725578496905,6603728743757265.0
Cody Laweryson,MIN,0.0459,0.052,0.0,4.65957,1.0,0.0,0.0,0.0,1.0,4.352,1.0131,0.5514,0.51773,0.153889,0.367,,0.0418,0.84,7.56,3.303,2.28883,1.385,0.193015,0.084329,0.1086856499314308,0.256923,1.3801,0.291326,0.711541,0.358146,,4.71344,-0.00462752,-0.0491612,999.0,,,,sa3010633,-0.24095719672012825,6612783580168648.0
Hayden Wynja,SFG,0.0442,0.076,0.0535,5.41962,0.2315,0.1635,0.0,0.0,1.0,4.536,1.0929,0.6398,0.60218,0.168111,0.4561,,0.0501,0.6527,5.8743,4.1049,1.43105,1.513,0.143893,0.100551,0.043342150747776,0.271205,1.549,0.288187,0.69212,0.355431,,5.56512,-9.99029e-05,-0.000679999,999.0,,,,sa3020464,-0.24222711665413912,6647635021844033.0
Chris Murphy,BOS,0.0487,0.0492,0.0,4.21425,1.0,0.0,0.0,0.0,1.0,4.312,0.9831,0.5048,0.46825,0.122222,0.3857,,0.0474,0.9006,8.1054,3.4713,2.33498,1.1,0.208859,0.089448,0.1194109618663787,0.253448,1.3688,0.30142,0.721389,0.429792,,4.25347,0.00190316,-0.0425736,999.0,,,,26214,-0.2423620402463409,6651337839303873.0
Chris Jefferson,SEA,0.0435,0.0585,0.0102,4.88646,0.8574,0.0304,0.0,0.0,1.0,4.458,1.0278,0.5813,0.54294,0.151667,0.4631,,0.048,0.7517,6.7653,4.1679,1.62319,1.365,0.168618,0.103881,0.0647375434637069,0.260407,1.4909,0.287867,0.711422,0.40005,,5.16805,-0.0123833,-0.0552986,999.0,,,,sa3017816,-0.24261924609843302,6658396547898552.0
Ryan Lobus,TEX,0.0565,0.0598,0.0616,4.26528,0.3461,0.1391,0.0,0.0,1.0,4.272,0.9681,0.5086,0.47392,0.146667,0.3239,,0.0487,0.9311,8.3799,2.9151,2.87465,1.32,0.217954,0.0758193,0.1421348378062248,0.248269,1.292,0.29112,0.72092,0.39485,,4.32875,-9.99029e-05,-0.000679999,999.0,,,,sa3022744,-0.242628035302472,6658637757146264.0
Drew Pomeranz,SEA,0.05,0.0479,0.0,3.62403,1.0,0.0,0.0,0.0,1.0,4.235,0.8788,0.4365,0.40267,0.120667,0.3797,,0.0386,1.032,9.288,3.4173,2.71794,1.086,0.243684,0.0896576,0.154025949537754,0.230251,1.2585,0.284581,0.754428,0.399044,,3.92605,0.00222463,0.0548585,999.0,,,,11426,-0.24271658013422753,6661067764705747.0
