Name,Team,W,L,QS,ERA,G,GS,SV,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Sergio Caruci",,0.0355,0.0622,0,7.39026,1,0,0,0,1,5.076,1.1605,0.8653,0.82114,0.174667,0.996,,0.0539,0.5218,4.6962,8.964,0.523896,1.572,0.102797,0.196217,-0.09342000633478165,0.288244,2.1565,0.296079,0.675326,0.393998,,7.54325,-0.0357612,-0.0476629,999,,,,"sa3015448"
"Krisspy Valdez",,0.0357,0.0621,0,7.3206,1,0,0,0,1,5.115,1.1441,0.8595,0.8134,0.160222,1.0609,,0.0612,0.5362,4.8258,9.5481,0.50542,1.442,0.104829,0.20741,-0.10258065164089203,0.286534,2.205,0.298463,0.679309,0.422985,,7.54327,-0.0357614,-0.0476629,999,,,,"sa3019116"
"Ruver Flores","COL",0.0356,0.0622,0,7.37775,1,0,0,0,1,5.084,1.1581,0.8644,0.81975,0.171556,1.0116,,0.0533,0.5224,4.7016,9.1044,0.51641,1.544,0.102754,0.198977,-0.09622345119714737,0.288149,2.1697,0.296692,0.676489,0.400999,,7.5466,-0.0357975,-0.0476629,999,,,,"sa3021571"
"Johan Palacios","MIA",0.0355,0.0622,0,7.39296,1,0,0,0,1,5.092,1.1572,0.8661,0.82144,0.170556,1.0127,,0.0614,0.5285,4.7565,9.1143,0.521872,1.535,0.10379,0.198881,-0.09509032219648361,0.288011,2.1699,0.297286,0.675151,0.401984,,7.549,-0.0358234,-0.0476629,999,,,,"sa3019193"
"Jimmy Reyes","SDP",0.0306,0.082,0.0127,7.41708,0.5086,0.1046,0,0,1,4.986,1.2056,0.8686,0.82412,0.191778,0.8692,,0.0581,0.4253,3.8277,7.8228,0.489301,1.726,0.0852988,0.174328,-0.08902928233146667,0.297041,2.0748,0.294577,0.66777,0.40424,,7.59089,-0.0358732,-0.050061,999,,,,"sa3022277"
"Andy Luis","WSN",0.0344,0.0633,0,7.39584,1,0,0,0,1,5.089,1.1622,0.8676,0.82176,0.167444,1.0329,,0.0533,0.4662,4.1958,9.2961,0.451351,1.507,0.0916094,0.202967,-0.11135781556367874,0.290347,2.1951,0.295254,0.677062,0.418582,,7.66946,-0.0358969,-0.046862,999,,,,"sa3015633"
"Frederic Frias","ARI",0.0356,0.0622,0,7.35084,1,0,0,0,1,5.128,1.1675,0.8642,0.81676,0.154889,1.0633,,0.0582,0.494,4.446,9.5697,0.464591,1.394,0.0963339,0.207352,-0.11101794987916946,0.291402,2.2308,0.301587,0.678565,0.44401,,7.55654,-0.0359049,-0.0476629,999,,,,"sa3021480"
"Frelianderson Seijas",,0.0354,0.0623,0,7.42239,1,0,0,0,1,5.089,1.164,0.8693,0.82471,0.172333,1.009,,0.0552,0.5206,4.6854,9.081,0.515956,1.551,0.102299,0.198271,-0.09597167372703552,0.289207,2.173,0.297631,0.674886,0.400006,,7.55821,-0.035923,-0.0476629,999,,,,"sa3018325"
"Cristopher Presinal","HOU",0.0289,0.0839,0.0117,7.48413,0.5053,0.1053,0,0,1,5.071,1.1803,0.8767,0.83157,0.177,0.9766,,0.0539,0.4971,4.4739,8.7894,0.509011,1.593,0.098028,0.192585,-0.09455729275941849,0.292117,2.1569,0.298034,0.670578,0.407997,,7.56478,-0.035994,-0.0476629,999,,,,"sa3022233"
"Wermer Pineda",,0.0354,0.0623,0,7.43733,1,0,0,0,1,5.081,1.1777,0.8711,0.82637,0.173667,0.9863,,0.0562,0.4931,4.4379,8.8767,0.499949,1.563,0.0970478,0.194115,-0.09706751257181168,0.291618,2.164,0.29778,0.673082,0.403005,,7.56545,-0.0360012,-0.0476629,999,,,,"sa3018339"
"Genderson Almonte",,0.0354,0.0623,0,7.42257,1,0,0,0,1,5.081,1.1659,0.8691,0.82473,0.174667,1.0018,,0.05,0.5133,4.6197,9.0162,0.512378,1.572,0.101023,0.197166,-0.0961424857378006,0.289363,2.1677,0.296667,0.675241,0.395999,,7.56595,-0.0360066,-0.0476629,999,,,,"sa3019519"
"Maicor Serrano",,0.0355,0.0622,0,7.38504,1,0,0,0,1,5.099,1.1686,0.8665,0.82056,0.165556,1.0256,,0.0541,0.4955,4.4595,9.2304,0.483132,1.49,0.0971759,0.201137,-0.10396154969930649,0.290747,2.1942,0.298681,0.676562,0.419993,,7.5668,-0.0360159,-0.0476629,999,,,,"sa3019079"
"Jilber Canas",,0.0354,0.0623,0,7.43211,1,0,0,0,1,5.097,1.1657,0.8707,0.82579,0.170889,1.0202,,0.0516,0.5171,4.6539,9.1818,0.506861,1.538,0.101452,0.200157,-0.09870512783527374,0.2896,2.1859,0.298097,0.67562,0.403988,,7.56924,-0.0360422,-0.0476629,999,,,,"sa3018806"
"Chariel Radney","TBR",0.036,0.0617,0,7.20828,1,0,0,0,1,5.139,1.1274,0.846,0.80092,0.156111,1.103,,0.0534,0.5469,4.9221,9.927,0.49583,1.405,0.106421,0.214633,-0.10821173340082169,0.283081,2.2304,0.296162,0.688125,0.401998,,7.57132,-0.0360648,-0.0476629,999,,,,"sa3019183"
"Joldanny Genao",,0.0354,0.0623,0,7.42806,1,0,0,0,1,5.076,1.1709,0.8696,0.82534,0.175889,0.9811,,0.0599,0.501,4.509,8.8299,0.510651,1.583,0.0986998,0.193282,-0.09458235651254654,0.290186,2.152,0.296301,0.672909,0.396014,,7.57404,-0.0360941,-0.0476629,999,,,,"sa3011466"
"Adrian Santana",,0.033,0.071,0.0055,7.46046,0.7939,0.0439,0,0,1,5.065,1.1811,0.8735,0.82894,0.178556,0.9707,,0.0505,0.4872,4.3848,8.7363,0.501906,1.607,0.0961895,0.191649,-0.09545903652906418,0.292077,2.1518,0.296782,0.672145,0.399013,,7.5769,-0.036125,-0.0476629,999,,,,"sa3018876"
"Jesus Silverio",,0.0354,0.0623,0,7.45065,1,0,0,0,1,5.068,1.167,0.8712,0.82785,0.181222,0.975,,0.0549,0.5162,4.6458,8.775,0.529436,1.631,0.101855,0.192384,-0.09052880853414536,0.288997,2.142,0.295083,0.67299,0.381011,,7.57967,-0.0361549,-0.0476629,999,,,,"sa3016467"
"Luis Garcia","TEX",0.0361,0.0617,0,7.1955,1,0,0,0,1,5.147,1.1314,0.8453,0.7995,0.152667,1.1043,,0.0605,0.5315,4.7835,9.9387,0.4813,1.374,0.103264,0.214552,-0.1112881451845169,0.284114,2.2357,0.296763,0.687647,0.413007,,7.58255,-0.0361861,-0.0476629,999,,,,"sa3021753"
"Wilme Mora","CHC",0.0327,0.0746,0.0091,7.28586,0.6825,0.0675,0,0,1,5.047,1.1731,0.8555,0.80954,0.167778,0.9662,,0.0574,0.497,4.473,8.6958,0.514386,1.51,0.0984743,0.19144,-0.09296611696481705,0.291569,2.1393,0.299326,0.674119,0.424089,,7.42439,-0.0362086,-0.0496359,999,,,,"sa3019835"
"Bernard Mack","STL",0.0359,0.0618,0,7.24788,1,0,0,0,1,5.131,1.131,0.8498,0.80532,0.160889,1.0866,,0.0523,0.5435,4.8915,9.7794,0.500184,1.448,0.105925,0.211772,-0.10584680736064911,0.28331,2.2176,0.295072,0.686524,0.390991,,7.58774,-0.0362421,-0.0476629,999,,,,"sa3021771"
"Roger Jorge",,0.0316,0.075,0.0074,7.48485,0.7056,0.0626,0,0,1,5.085,1.1757,0.8767,0.83165,0.175111,0.9947,,0.0557,0.501,4.509,8.9523,0.503669,1.576,0.0985251,0.195615,-0.0970894917845726,0.291404,2.1704,0.297928,0.671967,0.406002,,7.59212,-0.0362895,-0.0476629,999,,,,"sa3019301"
"Lenin Mendez","MIL",0.0353,0.0624,0,7.45713,1,0,0,0,1,5.094,1.1807,0.8739,0.82857,0.171444,1.0019,,0.0542,0.4848,4.3632,9.0171,0.483881,1.543,0.0951708,0.196682,-0.10151156783103943,0.292404,2.1826,0.29845,0.673692,0.409991,,7.59396,-0.0363094,-0.0476629,999,,,,"sa3021777"
"Darwin Rodriguez","MIA",0.033,0.0647,0,7.51023,1,0,0,0,1,5.107,1.1692,0.879,0.83447,0.170778,1.0211,,0.0542,0.5125,4.6125,9.1899,0.50191,1.537,0.100352,0.199941,-0.09958881884813309,0.290002,2.1903,0.298177,0.672044,0.395903,,7.58749,-0.0363143,-0.044826,999,,,,"sa3018877"
"Eliecer Romero",,0.0353,0.0624,0,7.46523,1,0,0,0,1,5.071,1.1668,0.8728,0.82947,0.181667,0.9815,,0.0515,0.5147,4.6323,8.8335,0.524401,1.635,0.101499,0.193552,-0.09205285459756851,0.288955,2.1483,0.294806,0.673454,0.380002,,7.59775,-0.0363503,-0.0476629,999,,,,"sa3015945"
"Antoni Cuello","STL",0.0358,0.0619,0,7.25175,1,0,0,0,1,5.058,1.1747,0.8511,0.80575,0.165778,0.9762,,0.0518,0.4631,4.1679,8.7858,0.47439,1.492,0.0915579,0.193001,-0.10144325345754623,0.291489,2.1509,0.296644,0.677399,0.412243,,7.47939,-0.0363629,-0.0485542,999,,,,"sa3015947"
"Enyer Burgos",,0.0354,0.0623,0,7.41438,1,0,0,0,1,5.126,1.1373,0.8687,0.82382,0.166667,1.0687,,0.0617,0.5613,5.0517,9.6183,0.525218,1.5,0.109501,0.208486,-0.09898556023836136,0.284638,2.206,0.297045,0.677915,0.403004,,7.60175,-0.0363935,-0.0476629,999,,,,"sa3019481"
"Misael Lopez","NYM",0.0359,0.0618,0,7.24446,1,0,0,0,1,5.155,1.1321,0.8505,0.80494,0.154444,1.1125,,0.0579,0.538,4.842,10.0125,0.483596,1.39,0.104365,0.21581,-0.11144519597291946,0.284119,2.2446,0.296965,0.687298,0.407996,,7.60946,-0.0364768,-0.0476629,999,,,,"sa3021518"
"Jeiki Beltran","ATL",0.032,0.0735,0.0064,7.52679,0.7419,0.0549,0,0,1,5.072,1.1785,0.8802,0.83631,0.182778,0.9704,,0.0554,0.5036,4.5324,8.7336,0.518961,1.645,0.0992902,0.191325,-0.09203469753265381,0.291261,2.1489,0.296362,0.670202,0.388003,,7.61279,-0.0365128,-0.0476629,999,,,,"sa3022344"
"Ali Ascanio",,0.0354,0.0624,0,7.43913,1,0,0,0,1,5.105,1.1563,0.8714,0.82657,0.171333,1.0347,,0.0539,0.5228,4.7052,9.3123,0.505267,1.542,0.102409,0.202684,-0.1002742350101471,0.287895,2.191,0.296474,0.676325,0.401,,7.61401,-0.036526,-0.0476629,999,,,,"sa3018306"
"Felipito Santos",,0.0352,0.0625,0,7.47945,1,0,0,0,1,5.102,1.1833,0.8765,0.83105,0.170556,1.0034,,0.0598,0.4794,4.3146,9.0306,0.477776,1.535,0.0939631,0.196668,-0.10270480811595917,0.292983,2.1867,0.298847,0.672614,0.413007,,7.6145,-0.0365313,-0.0476629,999,,,,"sa3010805"
"Cristofer Soriano","BOS",0.0346,0.0631,0,7.85223,1,0,0,0,1,5.163,1.193,0.9185,0.87247,0.166556,1.0872,,0.052,0.503,4.527,9.7848,0.462656,1.499,0.097424,0.210575,-0.11315127462148666,0.296486,2.2802,0.306014,0.66521,0.419722,,7.7433,-0.0365485,-0.0424667,999,,,,"sa3021827"
"Oscar Paredes",,0.0353,0.0624,0,7.47972,1,0,0,0,1,5.079,1.1718,0.875,0.83108,0.179444,0.9879,,0.0523,0.5015,4.5135,8.8911,0.507642,1.615,0.0987399,0.194507,-0.09576687961816788,0.290136,2.1597,0.295533,0.673154,0.388,,7.61686,-0.0365567,-0.0476629,999,,,,"sa3016040"
"Joldelanio De Los Santos","LAD",0.0354,0.0623,0,7.4232,1,0,0,0,1,5.128,1.1417,0.8701,0.8248,0.165556,1.0708,,0.0614,0.549,4.941,9.6372,0.512701,1.49,0.107059,0.208814,-0.1017550602555275,0.285725,2.2125,0.297492,0.677733,0.408006,,7.6173,-0.0365615,-0.0476629,999,,,,"sa3018804"
"Ruben De La Cruz",,0.0352,0.0625,0,7.49934,1,0,0,0,1,5.092,1.1596,0.8767,0.83326,0.179778,1.0069,,0.055,0.5342,4.8078,9.0621,0.530539,1.618,0.10491,0.197742,-0.09283188730478287,0.287735,2.1665,0.295472,0.673591,0.380009,,7.62089,-0.0366003,-0.0476629,999,,,,"sa3018884"
"Tomy Sanchez",,0.0352,0.0625,0,7.49988,1,0,0,0,1,5.107,1.1597,0.8775,0.83332,0.174556,1.0299,,0.0547,0.534,4.806,9.2691,0.518497,1.571,0.104562,0.201664,-0.09710200875997543,0.28831,2.1896,0.297281,0.674524,0.391992,,7.6215,-0.0366069,-0.0476629,999,,,,"sa3016292"
"Justin Caceres",,0.0353,0.0625,0,7.47297,1,0,0,0,1,5.092,1.1788,0.8752,0.83033,0.174222,0.9939,,0.0585,0.4813,4.3317,8.9451,0.484254,1.568,0.0945208,0.195189,-0.10066772252321243,0.291811,2.1727,0.296854,0.672702,0.404005,,7.62597,-0.0366551,-0.0476629,999,,,,"sa3018838"
"Ledwin Gonzalez","BAL",0.0358,0.0619,0,7.28523,1,0,0,0,1,5.16,1.1389,0.8551,0.80947,0.154667,1.1178,,0.0524,0.5292,4.7628,10.0602,0.47343,1.392,0.102558,0.216628,-0.11406976729631424,0.285453,2.2567,0.297717,0.687003,0.409001,,7.62935,-0.0366916,-0.0476629,999,,,,"sa3022043"
"Anthony Veneziano","MIA",2.4566,2.7327,0,4.13555,53,0,0,6.2134,53,227.175,52.7255,26.2567,24.3538,6.77811,17.726,,2.3831,44.6649,7.58461,3.01008,2.51974,1.151,0.19661,0.0780279,0.11858215928077698,0.254631,1.32927,0.295248,0.724955,0.411564,,4.28182,-0.0367352,0.242483,999,,,,"27453"
"Abel Mendez",,0.0319,0.0736,0.0063,7.52139,0.7419,0.0549,0,0,1,5.107,1.174,0.8811,0.83571,0.172667,1.0182,,0.0585,0.5017,4.5153,9.1638,0.492732,1.554,0.0982377,0.199373,-0.10113570839166641,0.291293,2.1922,0.298377,0.672198,0.409998,,7.63785,-0.0367834,-0.0476629,999,,,,"sa3018902"
"Roelmy Garcia",,0.0329,0.0705,0.0048,7.5006,0.8128,0.0398,0,0,1,5.127,1.1613,0.8791,0.8334,0.167889,1.0552,,0.0574,0.523,4.707,9.4968,0.495641,1.511,0.102009,0.205812,-0.10380338877439499,0.289284,2.2165,0.298904,0.674958,0.414005,,7.64084,-0.0368157,-0.0476629,999,,,,"sa3015434"
"Darlin Mendez","SDP",0.0352,0.0625,0,7.50915,1,0,0,0,1,5.118,1.1628,0.8791,0.83435,0.172,1.0405,,0.0552,0.5233,4.7097,9.3645,0.502931,1.548,0.102247,0.203302,-0.10105511546134949,0.289088,2.2033,0.297806,0.674752,0.4,,7.64298,-0.0368388,-0.0476629,999,,,,"sa3021035"
"Edwin Rodriguez",,0.0353,0.0624,0,7.46046,1,0,0,0,1,5.11,1.1713,0.8745,0.82894,0.169444,1.0222,,0.0609,0.4869,4.3821,9.1998,0.476326,1.525,0.0952838,0.200039,-0.10475537925958633,0.290869,2.1935,0.297238,0.67424,0.413005,,7.64476,-0.036858,-0.0476629,999,,,,"sa3016058"
"Raudy Rivera","CLE",0.0353,0.0624,0,7.47909,1,0,0,0,1,5.139,1.1222,0.8749,0.83101,0.171111,1.0937,,0.0587,0.6006,5.4054,9.8433,0.549145,1.54,0.116871,0.212824,-0.09595253318548203,0.281493,2.2159,0.295839,0.678525,0.384,,7.64692,-0.0368814,-0.0476629,999,,,,"sa3021813"
"Saul Siri","CHC",0.0317,0.0739,0.0061,7.55622,0.7419,0.0549,0,0,1,5.098,1.1899,0.885,0.83958,0.174889,1.0013,,0.0514,0.4754,4.2786,9.0117,0.474783,1.574,0.0932523,0.19641,-0.10315810143947601,0.294144,2.1912,0.298971,0.6711,0.410989,,7.64734,-0.0368858,-0.0476629,999,,,,"sa3022047"
"Brailyn Paulino","STL",0.0322,0.0721,0.0051,7.5492,0.7831,0.0461,0,0,1,5.095,1.1793,0.8835,0.8388,0.177889,0.9913,,0.0632,0.4971,4.4739,8.9217,0.501463,1.601,0.0975662,0.194563,-0.09699705243110657,0.29187,2.1706,0.297551,0.669822,0.399009,,7.64834,-0.0368966,-0.0476629,999,,,,"sa3022038"
"Willian Colmenares",,0.0352,0.0625,0,7.50645,1,0,0,0,1,5.105,1.1681,0.8786,0.83405,0.174778,1.0225,,0.0526,0.5071,4.5639,9.2025,0.495941,1.573,0.099334,0.200294,-0.10095985233783722,0.289858,2.1906,0.296689,0.674234,0.397003,,7.64969,-0.0369113,-0.0476629,999,,,,"sa3018852"
"Jordi Infante","TBR",0.0351,0.0626,0,7.53309,1,0,0,0,1,5.118,1.1766,0.8823,0.83701,0.171,1.0324,,0.0539,0.4976,4.4784,9.2916,0.481984,1.539,0.0972255,0.201719,-0.10449394583702087,0.291837,2.209,0.29901,0.673589,0.408002,,7.65318,-0.0369489,-0.0476629,999,,,,"sa3021482"
"Saul Sanchez","MIL",0.0352,0.0625,0,7.50663,1,0,0,0,1,5.105,1.1696,0.8788,0.83407,0.174333,1.0217,,0.0535,0.5025,4.5225,9.1953,0.491827,1.569,0.0984329,0.200137,-0.10170421749353409,0.290238,2.1913,0.296832,0.674033,0.398987,,7.65341,-0.0369514,-0.0476629,999,,,,"sa3021786"
"Yansel Marine","ATL",0.0357,0.0621,0,7.32231,1,0,0,0,1,5.147,1.1648,0.8595,0.81359,0.156889,1.0787,,0.0533,0.4743,4.2687,9.7083,0.439696,1.412,0.0921508,0.209578,-0.11742762476205826,0.290112,2.2435,0.297863,0.683843,0.413995,,7.65344,-0.0369517,-0.0476629,999,,,,"sa3021750"
"Anderson Jerez","LAD",0.0307,0.0776,0.0082,7.54551,0.6562,0.0732,0,0,1,5.095,1.1932,0.8843,0.83839,0.174444,0.9871,,0.0603,0.4615,4.1535,8.8839,0.467531,1.57,0.090579,0.193739,-0.10315996408462524,0.294792,2.1803,0.29861,0.669395,0.416993,,7.65346,-0.0369519,-0.0476629,999,,,,"sa3021778"
"Wellington Guzman",,0.0351,0.0626,0,7.52913,1,0,0,0,1,5.086,1.1859,0.8809,0.83657,0.179556,0.9803,,0.0549,0.475,4.275,8.8227,0.484546,1.616,0.0933936,0.192745,-0.09935116022825241,0.292757,2.1662,0.296311,0.671237,0.39399,,7.6563,-0.0369826,-0.0476629,999,,,,"sa3019185"
"Rancel Duarte",,0.0351,0.0626,0,7.52841,1,0,0,0,1,5.105,1.1744,0.8811,0.83649,0.175333,1.0153,,0.0544,0.4984,4.4856,9.1377,0.490889,1.578,0.0976298,0.198883,-0.1012536808848381,0.291032,2.1897,0.297203,0.673067,0.398003,,7.65811,-0.0370022,-0.0476629,999,,,,"sa3019463"
"Rodolfo De La Cruz","MIA",0.0327,0.0649,0,7.59924,1,0,0,0,1,5.133,1.1738,0.8893,0.84436,0.169556,1.049,,0.0533,0.5084,4.5756,9.441,0.484652,1.526,0.0990454,0.204364,-0.10531853139400482,0.291215,2.2228,0.299529,0.671646,0.400526,,7.6608,-0.0371156,-0.0448355,999,,,,"sa3019398"
"Yoralbert Cadiz","NYM",0.0352,0.0626,0,7.50852,1,0,0,0,1,5.12,1.1785,0.8801,0.83428,0.168889,1.0308,,0.0583,0.4798,4.3182,9.2772,0.465464,1.52,0.0937109,0.201328,-0.10761719197034836,0.292367,2.2093,0.298506,0.673744,0.416003,,7.66974,-0.0371276,-0.0476629,999,,,,"sa3021822"
"Victor Brea","ARI",0.0356,0.0621,0,7.35552,1,0,0,0,1,5.155,1.1447,0.8621,0.81728,0.161111,1.0943,,0.0574,0.5218,4.6962,9.8487,0.476834,1.45,0.101222,0.212279,-0.11105722934007645,0.285939,2.239,0.296227,0.683853,0.394996,,7.67242,-0.0371566,-0.0476629,999,,,,"sa3019242"
"Sebastian Javier",,0.0352,0.0626,0,7.50366,1,0,0,0,1,5.139,1.1699,0.88,0.83374,0.164111,1.0617,,0.0602,0.4962,4.4658,9.5553,0.467364,1.477,0.0965557,0.206597,-0.11004086583852768,0.29123,2.2316,0.299628,0.675177,0.422989,,7.67322,-0.0371652,-0.0476629,999,,,,"sa3016606"
"Jorge Guerra",,0.0351,0.0627,0,7.55352,1,0,0,0,1,5.086,1.1898,0.8835,0.83928,0.180667,0.9739,,0.0576,0.4679,4.2111,8.7651,0.480439,1.626,0.0919976,0.191486,-0.09948878735303879,0.293452,2.1637,0.296287,0.669993,0.392996,,7.67385,-0.037172,-0.0476629,999,,,,"sa3019578"
"Carlos Brito",,0.0351,0.0626,0,7.52094,1,0,0,0,1,5.139,1.1624,0.8813,0.83566,0.166667,1.0734,,0.0523,0.5173,4.6557,9.6606,0.481927,1.5,0.100662,0.208873,-0.10821171849966049,0.289637,2.2358,0.299079,0.676416,0.412997,,7.67565,-0.0371914,-0.0476629,999,,,,"sa3019802"
"Wali Pierre",,0.035,0.0627,0,7.55406,1,0,0,0,1,5.102,1.1872,0.8842,0.83934,0.176111,1.0016,,0.0542,0.4726,4.2534,9.0144,0.471845,1.585,0.0926303,0.196315,-0.10368482768535614,0.293411,2.1888,0.297599,0.671697,0.401988,,7.67812,-0.0372181,-0.0476629,999,,,,"sa3020968"
"Brandon Smith","MIA",0.0352,0.0626,0,7.5177,1,0,0,0,1,5.094,1.1782,0.8799,0.8353,0.177556,1.0009,,0.0527,0.4785,4.3065,9.0081,0.47807,1.598,0.093934,0.196486,-0.10255202651023865,0.291605,2.1791,0.295669,0.672979,0.396992,,7.6785,-0.0372222,-0.0476629,999,,,,"sa3021021"
"Hader Blanco","PIT",0.0357,0.0621,0,7.33365,1,0,0,0,1,5.152,1.1458,0.86,0.81485,0.159778,1.0967,,0.0541,0.5087,4.5783,9.8703,0.463846,1.438,0.0987384,0.212869,-0.1141304224729538,0.286364,2.2425,0.295861,0.684809,0.399994,,7.67859,-0.0372231,-0.0476629,999,,,,"sa3019266"
"Oliver Eusebio",,0.0351,0.0626,0,7.5384,1,0,0,0,1,5.107,1.1822,0.8826,0.8376,0.174778,1.0117,,0.0541,0.4759,4.2831,9.1053,0.470396,1.573,0.0931858,0.198101,-0.1049148291349411,0.292537,2.1939,0.297129,0.672734,0.403996,,7.68419,-0.0372836,-0.0476629,999,,,,"sa3021007"
"Enyerber Rivero",,0.035,0.0627,0,7.55397,1,0,0,0,1,5.107,1.19,0.8846,0.83933,0.174222,1.0067,,0.0541,0.4639,4.1751,9.0603,0.460813,1.568,0.0908361,0.197122,-0.10628549754619598,0.294103,2.1967,0.29805,0.671911,0.407999,,7.68597,-0.0373027,-0.0476629,999,,,,"sa3022129"
"Hayden Juenger","TOR",1.1457,1.2045,0,4.27299,24,0,0,0.6408,24,103.538,23.2593,12.2408,11.3946,3.28533,8.8202,,1.1501,21.4841,8.05654,3.30757,2.43578,1.232,0.2075,0.085188,0.12231162190437317,0.248583,1.33665,0.290327,0.721931,0.39599,,4.40198,-0.0373219,0.00252539,999,,,,"sa3017103"
"Johandry Fuente","MIA",0.0358,0.062,0,7.29774,1,0,0,0,1,5.192,1.1224,0.8569,0.81086,0.150556,1.1664,,0.0576,0.5536,4.9824,10.4976,0.474623,1.355,0.106626,0.224653,-0.11802772432565689,0.282863,2.2888,0.297761,0.689069,0.413985,,7.6885,-0.0373301,-0.0476629,999,,,,"sa3018868"
"Dermis Ordonez","PIT",0.0352,0.0625,0,7.46802,1,0,0,0,1,5.152,1.1564,0.8765,0.82978,0.160222,1.0954,,0.0575,0.5049,4.5441,9.8586,0.460928,1.442,0.0980008,0.212616,-0.11461568623781204,0.289165,2.2518,0.298796,0.678327,0.429006,,7.69827,-0.0374354,-0.0476629,999,,,,"sa3019145"
"Neiver Acosta","CLE",0.0351,0.0626,0,7.52715,1,0,0,0,1,5.149,1.1444,0.8815,0.83635,0.168,1.0934,,0.0566,0.5476,4.9284,9.8406,0.500823,1.512,0.106351,0.212352,-0.10600116103887558,0.286172,2.2378,0.297375,0.67727,0.402995,,7.70528,-0.037511,-0.0476629,999,,,,"sa3019433"
"Miguel Gomez",,0.0311,0.075,0.0059,7.63488,0.7254,0.0584,0,0,1,5.1,1.1791,0.8922,0.84832,0.184222,0.9978,,0.0549,0.5058,4.5522,8.9802,0.506915,1.658,0.0991765,0.195647,-0.09647058695554733,0.29133,2.1769,0.296335,0.669467,0.385012,,7.70787,-0.037539,-0.0476629,999,,,,"sa3022149"
"Henrison Mota",,0.0352,0.0625,0,7.50744,1,0,0,0,1,5.168,1.1212,0.8791,0.83416,0.165333,1.1308,,0.0611,0.5913,5.3217,10.1772,0.522904,1.488,0.114416,0.218808,-0.104392409324646,0.281985,2.252,0.296902,0.679474,0.39901,,7.70891,-0.0375502,-0.0476629,999,,,,"sa3016801"
"Wagner Castillo",,0.0349,0.0628,0,7.61787,1,0,0,0,1,5.105,1.1872,0.8904,0.84643,0.181778,0.988,,0.0623,0.4812,4.3308,8.892,0.487045,1.636,0.0942605,0.193536,-0.09927521646022797,0.292796,2.1752,0.296434,0.668919,0.387998,,7.71809,-0.0376492,-0.0476629,999,,,,"sa3018354"
"Yoryi Jimenez","SEA",0.035,0.0627,0,7.55325,1,0,0,0,1,5.136,1.158,0.8841,0.83925,0.172,1.0593,,0.0607,0.5207,4.6863,9.5337,0.491551,1.548,0.101382,0.20625,-0.1048675924539566,0.288347,2.2173,0.296693,0.674526,0.399994,,7.72108,-0.0376814,-0.0476629,999,,,,"sa3018031"
"Jonas Uzcategui","MIA",0.0356,0.0621,0,7.3503,1,0,0,0,1,5.203,1.1152,0.8622,0.8167,0.153222,1.1739,,0.0642,0.5725,5.1525,10.5651,0.487691,1.379,0.110033,0.22562,-0.11558716744184494,0.281268,2.2891,0.296982,0.687799,0.403994,,7.72767,-0.0377525,-0.0476629,999,,,,"sa3019281"
"Rafael Suero","BAL",0.035,0.0627,0,7.5744,1,0,0,0,1,5.136,1.1663,0.8867,0.8416,0.172111,1.0592,,0.054,0.5069,4.5621,9.5328,0.478569,1.549,0.0986955,0.206231,-0.10753505676984787,0.289922,2.2255,0.297324,0.674613,0.403008,,7.72972,-0.0377746,-0.0476629,999,,,,"sa3021774"
"Jair Jimenez",,0.035,0.0628,0,7.58952,1,0,0,0,1,5.123,1.1674,0.8877,0.84328,0.176889,1.0387,,0.0551,0.5082,4.5738,9.3483,0.489265,1.592,0.0991997,0.202752,-0.10355260968208313,0.289735,2.2061,0.296196,0.673184,0.392003,,7.73104,-0.0377888,-0.0476629,999,,,,"sa3018817"
"Jose Ramirez","CLE",0.035,0.0627,0,7.5537,1,0,0,0,1,5.147,1.1519,0.8845,0.8393,0.169556,1.0872,,0.053,0.5299,4.7691,9.7848,0.487399,1.526,0.102953,0.21123,-0.10827668011188507,0.287486,2.2391,0.297019,0.676717,0.403002,,7.7315,-0.0377938,-0.0476629,999,,,,"sa3019479"
"Julio Ramirez",,0.0349,0.0628,0,7.61553,1,0,0,0,1,5.12,1.185,0.891,0.84617,0.176444,1.0229,,0.0538,0.4769,4.2921,9.2061,0.466224,1.588,0.0931445,0.199785,-0.10664062201976776,0.293077,2.2079,0.297513,0.671587,0.400006,,7.73656,-0.0378483,-0.0476629,999,,,,"sa3019194"
"Daury Zapata","ATL",0.0348,0.0629,0,7.63308,1,0,0,0,1,5.118,1.1793,0.8922,0.84812,0.180444,1.0185,,0.0547,0.4923,4.4307,9.1665,0.483358,1.624,0.0961899,0.199004,-0.10281358659267426,0.29156,2.1978,0.296216,0.671198,0.388001,,7.74726,-0.0379636,-0.0476629,999,,,,"sa3020986"
"Victor Garcia",,0.0348,0.0629,0,7.64289,1,0,0,0,1,5.131,1.1847,0.8941,0.84921,0.176111,1.0244,,0.063,0.4831,4.3479,9.2196,0.471593,1.585,0.0941532,0.199649,-0.10549599677324295,0.292982,2.2091,0.298012,0.670049,0.399994,,7.75192,-0.0380139,-0.0476629,999,,,,"sa3015930"
