Name,Team,W,L,QS,ERA,G,GS,SV,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Mike Foltynewicz",,0.0476,0.0725,0.0571,5.22054,0.229,0.164,0,0,1,4.382,1.1303,0.6166,0.58006,0.185222,0.2806,,0.05,0.6617,5.9553,2.5254,2.35816,1.667,0.151004,0.0640347,0.08696941286325455,0.27899,1.4109,0.294924,0.689743,0.378991,,5.24277,-0.0000999029,-0.000679999,999,,,,"10811"
"Ryan Watson","TOR",0.047,0.0733,0.058,5.21388,0.2233,0.1653,0,0,1,4.45,1.1208,0.6194,0.57932,0.162444,0.3703,,0.0431,0.6368,5.7312,3.3327,1.71969,1.462,0.143101,0.0832135,0.05988764017820358,0.277659,1.4911,0.29603,0.689812,0.415623,,5.24486,-0.0000999029,-0.000679999,999,,,,"sa3023682"
"Gabe Mosser","PHI",0.051,0.07,0.0632,5.09184,0.1878,0.1728,0,0,1,4.39,1.1112,0.6062,0.56576,0.166667,0.3425,,0.0408,0.6189,5.5701,3.0825,1.80701,1.5,0.140979,0.0780182,0.06296127289533615,0.277335,1.4537,0.29323,0.694463,0.431642,,5.24525,-0.0000999029,-0.000679999,999,,,,"sa3006834"
"Seth Shuman","WSN",0.047,0.0744,0.0634,5.09598,0.1845,0.1735,0,0,1,4.379,1.0955,0.6039,0.56622,0.172556,0.3252,,0.0497,0.6442,5.7978,2.9268,1.98093,1.553,0.147111,0.0742635,0.07284767925739288,0.273595,1.4207,0.289565,0.692719,0.390618,,5.246,-0.0000999029,-0.000679999,999,,,,"sa3011187"
"Adam Oller","MIA",0.0443,0.0775,0.0628,5.17302,0.1754,0.1754,0,0,1,4.437,1.0596,0.6112,0.57478,0.169556,0.4198,,0.0441,0.7578,6.8202,3.7782,1.80515,1.526,0.170791,0.0946135,0.07617758959531784,0.266694,1.4794,0.292226,0.699021,0.368768,,5.2468,-0.0000999029,-0.000679999,999,,,,"20132"
"Peyton Pallette","CHW",0.0429,0.0717,0.0429,5.04261,0.4245,0.1225,0,0,1,4.449,1.0348,0.598,0.56029,0.163778,0.4522,,0.0545,0.7841,7.0569,4.0698,1.73397,1.474,0.176242,0.101641,0.07460103929042816,0.262486,1.487,0.290882,0.70684,0.397894,,5.24749,-0.0000999029,-0.000679999,999,,,,"sa3020742"
"Yusniel Padron-Artiles",,0.0484,0.0723,0.0602,5.17455,0.2043,0.1693,0,0,1,4.38,1.0886,0.6099,0.57495,0.184778,0.3227,,0.0398,0.7036,6.3324,2.9043,2.18035,1.663,0.160639,0.0736758,0.0869634598493576,0.270965,1.4113,0.288842,0.695291,0.348993,,5.24889,-0.0000999029,-0.000679999,999,,,,"sa3008040"
"Christian Mejias",,0.0487,0.0722,0.0619,5.12658,0.1952,0.1712,0,0,1,4.434,1.0725,0.608,0.56962,0.164333,0.3957,,0.0542,0.7002,6.3018,3.5613,1.76952,1.479,0.157916,0.0892422,0.06867389380931854,0.269195,1.4682,0.291119,0.694756,0.398015,,5.25211,-0.0000999029,-0.000679999,999,,,,"sa946165"
"Marcos Tineo","ARI",0.0492,0.0724,0.0587,5.38146,0.1754,0.1754,0,0,1,4.523,1.0968,0.6383,0.59794,0.147222,0.4856,,0.0461,0.7116,6.4044,4.3704,1.4654,1.325,0.157329,0.107362,0.04996684193611145,0.274798,1.5824,0.30314,0.685975,0.415824,,5.25227,-0.0000999029,-0.000679999,999,,,,"sa3003124"
"Riley Frey","ATL",0.0524,0.0667,0.0567,5.14476,0.2529,0.1589,0,0,1,4.488,1.1189,0.6133,0.57164,0.148778,0.4334,,0.0415,0.6363,5.7267,3.9006,1.46816,1.339,0.141778,0.0965686,0.045209452509880066,0.278812,1.5523,0.300531,0.698655,0.435911,,5.25269,-0.0000999029,-0.000679999,999,,,,"sa3022909"
"Josh Grosz","NYY",0.051,0.0702,0.0641,5.0706,0.1829,0.1739,0,0,1,4.453,1.0633,0.603,0.5634,0.165778,0.4182,,0.0524,0.7403,6.6627,3.7638,1.77021,1.492,0.166247,0.0939142,0.07233326137065887,0.267,1.4815,0.291752,0.703131,0.419019,,5.25279,-0.0000999029,-0.000679999,999,,,,"sa3023478"
"Po-Yu Chen","PIT",0.0458,0.0754,0.0602,5.24718,0.1886,0.1726,0,0,1,4.471,1.1304,0.6242,0.58302,0.151444,0.3853,,0.057,0.6043,5.4387,3.4677,1.56839,1.363,0.13516,0.0861776,0.04898233711719513,0.280587,1.5157,0.299104,0.683835,0.431211,,5.25356,-0.0000999029,-0.000679999,999,,,,"sa3014699"
"Adam Maier","ATL",0.0516,0.0698,0.0605,5.29263,0.1754,0.1754,0,0,1,4.505,1.1467,0.6318,0.58807,0.145556,0.4272,,0.0468,0.6128,5.5152,3.8448,1.43446,1.31,0.136027,0.094828,0.041198670864105225,0.28447,1.5739,0.305913,0.687603,0.46989,,5.2551,-0.0000999029,-0.000679999,999,,,,"sa3020883"
"Tyler Woessner","MIL",0.046,0.0684,0.0412,5.15142,0.4261,0.1221,0,0,1,4.488,1.0726,0.613,0.57238,0.153889,0.4707,,0.0439,0.7275,6.5475,4.2363,1.54557,1.385,0.162099,0.10488,0.05721926689147949,0.269945,1.5433,0.297124,0.700603,0.431475,,5.25584,-0.0000999029,-0.000679999,999,,,,"sa3020171"
"Deyni Olivero",,0.0486,0.0729,0.0582,5.40882,0.1754,0.1754,0,0,1,4.486,1.181,0.6439,0.60098,0.147889,0.3775,,0.0419,0.5454,4.9086,3.3975,1.44477,1.331,0.121578,0.0841507,0.03742755949497223,0.290415,1.5585,0.30626,0.676752,0.451093,,5.25644,-0.0000999029,-0.000679999,999,,,,"sa917869"
"Darlin Saladin","STL",0.0492,0.0719,0.0637,5.05233,0.1911,0.1721,0,0,1,4.454,1.0781,0.6023,0.56137,0.150667,0.4311,,0.0454,0.6485,5.8365,3.8799,1.50429,1.356,0.145599,0.0967894,0.04881006479263306,0.27105,1.5092,0.291799,0.698547,0.427244,,5.25765,-0.0000999029,-0.000679999,999,,,,"sa3015949"
"D.J. McCarty","TEX",0.0493,0.0718,0.0617,5.14881,0.1928,0.1718,0,0,1,4.503,1.079,0.6138,0.57209,0.149222,0.4522,,0.0705,0.7073,6.3657,4.0698,1.56413,1.343,0.157073,0.100422,0.056651122868061066,0.271085,1.5312,0.297645,0.693797,0.447025,,5.25987,-0.0000999029,-0.000679999,999,,,,"sa3015222"
"Jojo Ingrassia","BOS",0.0472,0.0713,0.0526,5.24754,0.2826,0.1526,0,0,1,4.552,1.0747,0.6253,0.58306,0.135556,0.5608,,0.045,0.7431,6.6879,5.0472,1.32507,1.22,0.163247,0.123199,0.04004831612110138,0.272338,1.6355,0.306155,0.698751,0.448893,,5.2599,-0.0000999029,-0.000679999,999,,,,"sa3023475"
"Humberto Mejía",,0.0485,0.0731,0.0623,5.1975,0.1754,0.1754,0,0,1,4.38,1.0989,0.6128,0.5775,0.185889,0.3159,,0.0377,0.691,6.219,2.8431,2.1874,1.673,0.157763,0.0721233,0.08563926070928574,0.272924,1.4148,0.28989,0.69464,0.354345,,5.26184,-0.0000999029,-0.000679999,999,,,,"20739"
"Matt Frisbee",,0.0475,0.0715,0.0543,5.18454,0.2678,0.1558,0,0,1,4.428,1.0961,0.6142,0.57606,0.168444,0.3689,,0.0495,0.6741,6.0669,3.3201,1.82732,1.516,0.152236,0.0833108,0.06892502307891846,0.273369,1.465,0.292908,0.69217,0.393991,,5.26326,-0.0000999029,-0.000679999,999,,,,"sa3006801"
"Dillon Overton",,0.0434,0.0781,0.0553,5.4999,0.1903,0.1723,0,0,1,4.44,1.1688,0.649,0.6111,0.181444,0.3259,,0.0459,0.6874,6.1866,2.9331,2.10924,1.633,0.15482,0.0734009,0.08141891658306122,0.287302,1.4947,0.308611,0.681644,0.396869,,5.26586,-0.0000999029,-0.000679999,999,,,,"15627"
"Dylan DeLucia","CLE",0.0457,0.076,0.0603,5.30199,0.1754,0.1754,0,0,1,4.482,1.1062,0.6292,0.58911,0.161889,0.4199,,0.0449,0.6996,6.2964,3.7791,1.66611,1.457,0.156091,0.0936859,0.06240517646074295,0.275366,1.5261,0.299239,0.690212,0.417965,,5.26624,-0.0000999029,-0.000679999,999,,,,"sa3024964"
"Bryce Osmond","LAA",0.0479,0.0736,0.0622,5.20299,0.1754,0.1754,0,0,1,4.444,1.0729,0.6165,0.57811,0.170222,0.4161,,0.0493,0.7545,6.7905,3.7449,1.81327,1.532,0.169779,0.0936319,0.07614761590957642,0.269668,1.489,0.295584,0.697616,0.403503,,5.26657,-0.0000999029,-0.000679999,999,,,,"sa3020800"
"JR Ritchie","ATL",0.052,0.0688,0.0596,5.26383,0.1919,0.1719,0,0,1,4.485,1.0895,0.6246,0.58487,0.158889,0.4448,,0.0468,0.7197,6.4773,4.0032,1.61803,1.43,0.160468,0.099175,0.06129319965839386,0.272825,1.5343,0.29877,0.693445,0.413943,,5.26744,-0.0000999029,-0.000679999,999,,,,"sa3020395"
"Gabriel Reyes","DET",0.0466,0.0731,0.0603,5.01741,0.2398,0.1618,0,0,1,4.531,1.0724,0.6001,0.55749,0.133778,0.511,,0.0454,0.6529,5.8761,4.599,1.27769,1.204,0.144096,0.112779,0.031317584216594696,0.269813,1.5834,0.294431,0.704314,0.437907,,5.26899,-0.0000999029,-0.000679999,999,,,,"sa3016833"
"Jake Walters",,0.0421,0.0738,0.044,5.24034,0.3816,0.1316,0,0,1,4.482,1.0874,0.6215,0.58226,0.156111,0.4245,,0.0641,0.6962,6.2658,3.8205,1.64005,1.405,0.155332,0.0947122,0.0606202632188797,0.272299,1.5119,0.296486,0.688448,0.407972,,5.26932,-0.0000999029,-0.000679999,999,,,,"sa915852"
"Chandler Murphy","TBR",0.0462,0.0745,0.06,5.17212,0.2076,0.1686,0,0,1,4.457,1.0969,0.6157,0.57468,0.153889,0.4163,,0.0492,0.6465,5.8185,3.7467,1.55297,1.385,0.145053,0.0934036,0.05164909362792969,0.274809,1.5132,0.295512,0.691579,0.432521,,5.27054,-0.0000999029,-0.000679999,999,,,,"sa3023123"
"Asher Wojciechowski",,0.0478,0.0738,0.0609,5.27013,0.1754,0.1754,0,0,1,4.394,1.1042,0.6202,0.58557,0.187889,0.3125,,0.0474,0.7091,6.3819,2.8125,2.26912,1.691,0.161379,0.0711197,0.09025944769382477,0.273717,1.4167,0.292088,0.690414,0.347011,,5.27054,-0.0000999029,-0.000679999,999,,,,"10836"
"Zack Lee","DET",0.0456,0.075,0.0602,5.1453,0.2125,0.1675,0,0,1,4.491,1.1048,0.6142,0.5717,0.143667,0.4353,,0.0456,0.6029,5.4261,3.9177,1.38502,1.293,0.134246,0.0969272,0.03731909394264221,0.275504,1.5401,0.294507,0.691503,0.441373,,5.27105,-0.0000999029,-0.000679999,999,,,,"sa3023124"
"Aníbal Sánchez",,0.0472,0.0744,0.0603,5.30199,0.1754,0.1754,0,0,1,4.442,1.0963,0.6263,0.58911,0.174222,0.3782,,0.046,0.7161,6.4449,3.4038,1.89344,1.568,0.161211,0.0851418,0.07606933265924454,0.272861,1.4745,0.294831,0.689264,0.379998,,5.27177,-0.0000999029,-0.000679999,999,,,,"3284"
"Julian Aguiar","CIN",0.0491,0.0724,0.0623,5.19489,0.1754,0.1754,0,0,1,4.392,1.1078,0.6162,0.57721,0.184444,0.3155,,0.0601,0.7083,6.3747,2.8395,2.24501,1.66,0.16127,0.0718352,0.08943533152341843,0.275819,1.4233,0.295601,0.692743,0.424903,,5.27446,-0.0000999029,-0.000679999,999,,,,"30031"
"Ike Buxton","MIA",0.043,0.0789,0.0615,5.24061,0.1754,0.1754,0,0,1,4.525,1.1015,0.6258,0.58229,0.138667,0.4871,,0.0527,0.6564,5.9076,4.3839,1.34757,1.248,0.145061,0.107646,0.037414371967315674,0.276398,1.5886,0.301816,0.690443,0.46377,,5.27575,-0.0000999029,-0.000679999,999,,,,"sa3020180"
"Sean Sullivan","PIT",0.0458,0.0752,0.0585,5.28237,0.2002,0.1702,0,0,1,4.435,1.1116,0.624,0.58693,0.169556,0.364,,0.0434,0.6583,5.9247,3.276,1.80852,1.526,0.148433,0.0820744,0.06635851413011551,0.275996,1.4756,0.294412,0.68776,0.374052,,5.2763,-0.0000999029,-0.000679999,999,,,,"sa3018185"
"Daniel Lloyd","BAL",0.0487,0.0658,0.0423,5.10327,0.4236,0.1226,0,0,1,4.441,1.09,0.6072,0.56703,0.162111,0.4005,,0.0469,0.6681,6.0129,3.6045,1.66816,1.459,0.150439,0.0901824,0.06025668978691101,0.272937,1.4905,0.293321,0.699065,0.423414,,5.27992,-0.0000999029,-0.000679999,999,,,,"sa3017538"
"Zach King",,0.0484,0.0706,0.0567,5.06304,0.2661,0.1561,0,0,1,4.512,1.0655,0.6036,0.56256,0.143667,0.4868,,0.0625,0.701,6.309,4.3812,1.44002,1.293,0.155363,0.10789,0.04747340828180313,0.268882,1.5523,0.295646,0.702134,0.428,,5.28005,-0.0000999029,-0.000679999,999,,,,"sa3011592"
"Luis Angel Rodriguez","HOU",0.0502,0.0676,0.0538,5.022,0.3024,0.1484,0,0,1,4.469,0.9988,0.5951,0.558,0.159889,0.5089,,0.0534,0.8256,7.4304,4.5801,1.62232,1.439,0.184739,0.113873,0.07086597383022308,0.255663,1.5077,0.287179,0.710828,0.375156,,5.28074,-0.0000999029,-0.000679999,999,,,,"sa3005435"
"Alex Valverde",,0.0478,0.0716,0.0558,5.18283,0.2513,0.1593,0,0,1,4.433,1.0739,0.6129,0.57587,0.171,0.3848,,0.055,0.7123,6.4107,3.4632,1.85109,1.539,0.160681,0.0868035,0.0738777369260788,0.268932,1.4587,0.290331,0.693677,0.378012,,5.28428,-0.0000999029,-0.000679999,999,,,,"sa3005207"
"Braden Nett","SDP",0.0505,0.0707,0.0639,5.07456,0.1837,0.1737,0,0,1,4.485,1.0212,0.6041,0.56384,0.15,0.5309,,0.0464,0.781,7.029,4.7781,1.47109,1.35,0.174136,0.118372,0.05576366186141968,0.26133,1.5521,0.292673,0.706356,0.423903,,5.28638,-0.0000999029,-0.000679999,999,,,,"sa3020336"
"Tanner Hall","MIN",0.046,0.0738,0.0553,5.27274,0.2439,0.1609,0,0,1,4.543,1.1086,0.6296,0.58586,0.136556,0.4946,,0.0556,0.6527,5.8743,4.4514,1.31965,1.229,0.143672,0.108871,0.03480079025030136,0.27765,1.6032,0.303428,0.689508,0.469062,,5.2869,-0.0000999029,-0.000679999,999,,,,"sa3023481"
"Brian Gonzalez","SDP",0.05,0.0676,0.0534,5.01318,0.3131,0.1461,0,0,1,4.45,1.0348,0.5944,0.55702,0.161667,0.4652,,0.0482,0.7603,6.8427,4.1868,1.63435,1.455,0.170854,0.104539,0.06631460785865784,0.262866,1.5,0.289632,0.711018,0.384413,,5.28775,-0.0000999029,-0.000679999,999,,,,"sa828794"
"Ty Langenberg","MIN",0.0462,0.0752,0.0593,5.31567,0.1837,0.1737,0,0,1,4.485,1.1161,0.6312,0.59063,0.157222,0.4187,,0.0471,0.6593,5.9337,3.7683,1.57464,1.415,0.147001,0.0933556,0.05364549160003662,0.277692,1.5348,0.299399,0.687311,0.421997,,5.28917,-0.0000999029,-0.000679999,999,,,,"sa3023101"
"Jose Rodriguez","LAD",0.0515,0.0629,0.0427,5.12721,0.4203,0.1233,0,0,1,4.459,1.053,0.6085,0.56969,0.165,0.4598,,0.0434,0.7652,6.8868,4.1382,1.6642,1.485,0.171608,0.103117,0.06849069893360138,0.266191,1.5128,0.293495,0.705492,0.410768,,5.29068,-0.0000999029,-0.000679999,999,,,,"sa3015437"
"Tommy Milone",,0.0489,0.0726,0.0631,5.1543,0.1754,0.1754,0,0,1,4.405,1.0961,0.6079,0.5727,0.181889,0.3379,,0.0363,0.681,6.129,3.0411,2.01539,1.637,0.154597,0.0767083,0.07788875699043274,0.271931,1.434,0.288585,0.700467,0.343993,,5.29164,-0.0000999029,-0.000679999,999,,,,"7608"
"Rorik Maltrud","CLE",0.046,0.0743,0.0575,5.2299,0.2249,0.1649,0,0,1,4.477,1.0934,0.6217,0.5811,0.16,0.4326,,0.0401,0.6864,6.1776,3.8934,1.58669,1.44,0.153317,0.0966272,0.05668974667787552,0.273056,1.526,0.295576,0.694547,0.422553,,5.29178,-0.0000999029,-0.000679999,999,,,,"sa3023510"
"Sam Benschoter","CIN",0.0466,0.0677,0.0404,5.19084,0.4261,0.1221,0,0,1,4.444,1.0679,0.6154,0.57676,0.176444,0.4054,,0.0584,0.7799,7.0191,3.6486,1.92378,1.588,0.175495,0.0912241,0.08427093178033829,0.268303,1.4733,0.294808,0.699597,0.417956,,5.29186,-0.0000999029,-0.000679999,999,,,,"sa3017639"
"Tommy Sommer",,0.0492,0.0716,0.0624,5.07285,0.201,0.17,0,0,1,4.462,1.0661,0.6023,0.56365,0.159333,0.4465,,0.0382,0.6997,6.2973,4.0185,1.56708,1.434,0.156813,0.100067,0.056745849549770355,0.268046,1.5126,0.290792,0.705914,0.389991,,5.29251,-0.0000999029,-0.000679999,999,,,,"sa3016906"
"Blane Abeyta","ATL",0.0514,0.0684,0.0562,5.27625,0.2274,0.1644,0,0,1,4.437,1.1418,0.6261,0.58625,0.168111,0.3275,,0.0603,0.611,5.499,2.9475,1.86565,1.513,0.137706,0.0738111,0.06389453262090683,0.281982,1.4693,0.297756,0.683337,0.41695,,5.29332,-0.0000999029,-0.000679999,999,,,,"sa3014975"
"Cedric De Grandpre","ATL",0.0512,0.0697,0.0581,5.33034,0.1961,0.1711,0,0,1,4.488,1.1302,0.6335,0.59226,0.157333,0.4132,,0.0482,0.6509,5.8581,3.7188,1.57527,1.416,0.145031,0.0920677,0.052963465452194214,0.280683,1.5434,0.302286,0.687686,0.434481,,5.29421,-0.0000999029,-0.000679999,999,,,,"sa3020315"
"Chase Chaney","MIN",0.0462,0.0753,0.0595,5.31153,0.182,0.174,0,0,1,4.46,1.1626,0.632,0.59017,0.158667,0.3456,,0.0496,0.5596,5.0364,3.1104,1.61921,1.428,0.125471,0.0774888,0.04798205941915512,0.286017,1.5082,0.299992,0.681302,0.439508,,5.29555,-0.0000999029,-0.000679999,999,,,,"sa3010369"
"Victor Lizarraga","SDP",0.0503,0.0712,0.0638,5.1201,0.1754,0.1754,0,0,1,4.437,1.0539,0.6073,0.5689,0.164556,0.4253,,0.0588,0.73,6.57,3.8277,1.71644,1.481,0.164526,0.0958531,0.0686725378036499,0.266614,1.4792,0.290793,0.698178,0.402662,,5.298,-0.0000999029,-0.000679999,999,,,,"sa3015220"
"Miguel Cienfuegos","SDP",0.0502,0.0692,0.0595,5.00868,0.2455,0.1605,0,0,1,4.436,1.127,0.599,0.55652,0.150889,0.3759,,0.0494,0.5524,4.9716,3.3831,1.46954,1.358,0.124527,0.0847385,0.03978809714317322,0.280998,1.5029,0.295128,0.6998,0.451676,,5.29914,-0.0000999029,-0.000679999,999,,,,"sa3020816"
"James Kaprielian",,0.0472,0.0734,0.0575,5.27931,0.2117,0.1677,0,0,1,4.449,1.0689,0.6226,0.58659,0.172556,0.414,,0.0443,0.7424,6.6816,3.726,1.79324,1.553,0.166869,0.0930546,0.07381433248519897,0.267848,1.4829,0.291424,0.693051,0.356999,,5.2998,-0.0000999029,-0.000679999,999,,,,"18331"
"Ryan Lillie",,0.0458,0.0687,0.0406,5.24835,0.4269,0.1219,0,0,1,4.455,1.0815,0.6202,0.58315,0.169444,0.4119,,0.0453,0.7193,6.4737,3.7071,1.7463,1.525,0.161459,0.0924579,0.06900110840797424,0.270524,1.4934,0.293355,0.695125,0.37702,,5.30226,-0.0000999029,-0.000679999,999,,,,"sa3004740"
"Avery Short","ARI",0.0496,0.0717,0.0594,5.31621,0.1829,0.1739,0,0,1,4.512,1.1553,0.633,0.59069,0.143778,0.4214,,0.0468,0.5688,5.1192,3.7926,1.34979,1.294,0.126064,0.0933954,0.03266843408346176,0.285697,1.5767,0.303649,0.686122,0.435482,,5.30259,-0.0000999029,-0.000679999,999,,,,"sa3011712"
"Wikelman Gonzalez","CHW",0.0443,0.0763,0.0611,5.05269,0.2167,0.1667,0,0,1,4.488,0.9856,0.5989,0.56141,0.160556,0.5367,,0.0589,0.8689,7.8201,4.8303,1.61897,1.445,0.193605,0.119586,0.07401960343122482,0.253211,1.5223,0.28818,0.711664,0.388591,,5.3027,-0.0000999029,-0.000679999,999,,,,"sa3008687"
"Brooks Gosswein",,0.048,0.0707,0.0558,5.07978,0.2744,0.1544,0,0,1,4.54,1.0859,0.608,0.56442,0.133667,0.5212,,0.0497,0.6567,5.9103,4.6908,1.25998,1.203,0.144648,0.114802,0.029845818877220154,0.273588,1.6071,0.299564,0.703608,0.461014,,5.30345,-0.0000999029,-0.000679999,999,,,,"sa3017315"
"Rito Lugo",,0.0472,0.0691,0.0489,5.13117,0.356,0.137,0,0,1,4.504,1.1051,0.6116,0.57013,0.146444,0.4537,,0.0498,0.6386,5.7474,4.0833,1.40754,1.318,0.141785,0.100733,0.04105239361524582,0.27624,1.5588,0.29814,0.699672,0.43199,,5.30356,-0.0000999029,-0.000679999,999,,,,"sa3008237"
"Kendry Rojas","TOR",0.0488,0.0724,0.0637,5.05836,0.1895,0.1725,0,0,1,4.469,1.081,0.6021,0.56204,0.157,0.4307,,0.0424,0.6614,5.9526,3.8763,1.53564,1.413,0.147997,0.096375,0.051622286438941956,0.270527,1.5117,0.290795,0.704079,0.408034,,5.30398,-0.0000999029,-0.000679999,999,,,,"sa3016746"
"Andrew Quezada","COL",0.0415,0.0779,0.0477,5.58297,0.2653,0.1563,0,0,1,4.493,1.2204,0.6649,0.62033,0.156444,0.36,,0.0456,0.5565,5.0085,3.24,1.54583,1.408,0.123859,0.0801246,0.04373469948768616,0.298576,1.5804,0.315297,0.67248,0.487858,,5.30406,-0.0000999029,-0.000679999,999,,,,"sa3009858"
"Victor Vargas",,0.0478,0.0737,0.0618,5.22459,0.1754,0.1754,0,0,1,4.421,1.1242,0.6197,0.58051,0.170556,0.3376,,0.0474,0.6166,5.5494,3.0384,1.82642,1.535,0.139471,0.0763628,0.06310788542032242,0.278543,1.4618,0.293533,0.68854,0.404999,,5.3055,-0.0000999029,-0.000679999,999,,,,"sa3007724"
"Juan Daniel Encarnacion","BOS",0.0469,0.074,0.0562,5.38029,0.2051,0.1691,0,0,1,4.451,1.1005,0.6359,0.59781,0.167444,0.3924,,0.0576,0.6924,6.2316,3.5316,1.76453,1.507,0.155561,0.08816,0.06740058213472366,0.275056,1.4929,0.297042,0.680981,0.393333,,5.30846,-0.0000999029,-0.000679999,999,,,,"sa3008697"
"Kohl Simas","CHW",0.0432,0.0775,0.0596,5.16303,0.2125,0.1675,0,0,1,4.451,1.054,0.6112,0.57367,0.170889,0.4367,,0.0508,0.771,6.939,3.9303,1.76551,1.538,0.17322,0.0981128,0.07510672509670258,0.265927,1.4907,0.292265,0.702782,0.390944,,5.30854,-0.0000999029,-0.000679999,999,,,,"sa3016949"
"Garrett Baumann","ATL",0.0513,0.0699,0.0592,5.32107,0.1837,0.1737,0,0,1,4.492,1.145,0.634,0.59123,0.152778,0.4094,,0.0475,0.6069,5.4621,3.6846,1.48241,1.375,0.135107,0.0911398,0.04396704584360123,0.28376,1.5544,0.30293,0.686604,0.452866,,5.30949,-0.0000999029,-0.000679999,999,,,,"sa3023310"
"Garrett Schilling",,0.0411,0.074,0.0367,5.62644,0.4113,0.1253,0,0,1,4.481,1.1537,0.6638,0.62516,0.176,0.3897,,0.0457,0.7254,6.5286,3.5073,1.86143,1.584,0.161884,0.0869672,0.074916310608387,0.285174,1.5434,0.310953,0.67818,0.410536,,5.30988,-0.0000999029,-0.000679999,999,,,,"sa3004770"
"Shane Rademacher","SFG",0.0438,0.0696,0.0377,5.29758,0.4657,0.1137,0,0,1,4.541,1.1111,0.6311,0.58862,0.143556,0.4814,,0.0402,0.6431,5.7879,4.3326,1.3359,1.292,0.141621,0.106012,0.03560890257358551,0.276434,1.5925,0.299295,0.690898,0.441513,,5.3113,-0.0000999029,-0.000679999,999,,,,"sa3023258"
"Thomas Eshelman",,0.046,0.0699,0.045,5.26041,0.3742,0.1332,0,0,1,4.371,1.1865,0.6232,0.58449,0.179667,0.2312,,0.0448,0.5091,4.5819,2.0808,2.20199,1.617,0.116472,0.0528941,0.06357813999056816,0.289744,1.4177,0.295586,0.681292,0.40099,,5.31195,-0.0000999029,-0.000679999,999,,,,"18361"
"Dylan Carmouche","SFG",0.0464,0.0746,0.0605,5.19633,0.1961,0.1711,0,0,1,4.526,1.0926,0.6181,0.57737,0.147889,0.4711,,0.0425,0.6589,5.9301,4.2399,1.39864,1.331,0.145581,0.104087,0.041493602097034454,0.272306,1.5637,0.294705,0.697008,0.410165,,5.31204,-0.0000999029,-0.000679999,999,,,,"sa3023412"
"Tony Dibrell",,0.0472,0.0722,0.0547,5.25348,0.2505,0.1595,0,0,1,4.449,1.0569,0.6194,0.58372,0.175111,0.4265,,0.0427,0.7685,6.9165,3.8385,1.80188,1.576,0.172735,0.0958642,0.07687120139598846,0.265566,1.4834,0.290426,0.697762,0.354016,,5.31352,-0.0000999029,-0.000679999,999,,,,"sa3004657"
"Jordan Jackson","SEA",0.0449,0.07,0.0456,5.00607,0.4113,0.1253,0,0,1,4.464,1.0916,0.5987,0.55623,0.149889,0.4246,,0.0441,0.6015,5.4135,3.8214,1.41663,1.349,0.134745,0.0951165,0.03962813317775726,0.273221,1.5162,0.290301,0.702336,0.448924,,5.31814,-0.0000999029,-0.000679999,999,,,,"sa3018172"
"Austin Love","STL",0.048,0.0736,0.0627,5.17905,0.1754,0.1754,0,0,1,4.486,1.0943,0.617,0.57545,0.149556,0.4506,,0.0473,0.6423,5.7807,4.0554,1.42543,1.346,0.143179,0.100446,0.04273294657468796,0.274391,1.5449,0.29558,0.694784,0.432677,,5.3198,-0.0000999029,-0.000679999,999,,,,"sa3017609"
"Carlson Reed","PIT",0.0453,0.0764,0.0603,5.29965,0.1754,0.1754,0,0,1,4.548,1.0914,0.6316,0.58885,0.137889,0.5267,,0.0453,0.6775,6.0975,4.7403,1.28631,1.241,0.148967,0.115809,0.03315742313861847,0.274497,1.6181,0.301686,0.692254,0.448247,,5.32004,-0.0000999029,-0.000679999,999,,,,"sa3022793"
"Juan Carela","CHW",0.0438,0.078,0.0637,5.12307,0.1754,0.1754,0,0,1,4.472,1.0437,0.608,0.56923,0.162667,0.4457,,0.0787,0.7646,6.8814,4.0113,1.7155,1.464,0.170975,0.0996646,0.0713103637099266,0.264388,1.4894,0.291701,0.6986,0.411214,,5.32515,-0.0000999029,-0.000679999,999,,,,"sa3009237"
"Shawn Semple",,0.0464,0.0727,0.0529,5.28363,0.267,0.156,0,0,1,4.424,1.1571,0.627,0.58707,0.170556,0.3157,,0.0427,0.5665,5.0985,2.8413,1.79443,1.535,0.128052,0.0713608,0.05669078975915909,0.284607,1.4728,0.296389,0.685401,0.414999,,5.3259,-0.0000999029,-0.000679999,999,,,,"sa3004661"
"Baron Stuart","NYY",0.0508,0.0706,0.0647,5.07186,0.1754,0.1754,0,0,1,4.466,1.0955,0.6062,0.56354,0.157667,0.4132,,0.0496,0.6393,5.7537,3.7188,1.54719,1.419,0.143148,0.0925213,0.0506269633769989,0.273656,1.5087,0.292503,0.700717,0.456582,,5.32595,-0.0000999029,-0.000679999,999,,,,"sa3020888"
